"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: March 2012 - May 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/14/2013","","","","","",""

"","","","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013"
"501","[P](u)","    General Mills","6,764","6,578","6,237","5,619","6,966","6,913","8,260","9,241","9,756","10,334","7,869","6,909","7,565","6,524","6,807"
"502","[P]","    EasyGroup","7,662","7,132","7,256","7,005","7,352","6,445","7,180","6,956","6,490","5,191","8,090","6,309","6,798","7,010","6,794"
"503","[P]","    InterContinental Hotels Group","7,142","6,558","6,826","7,753","7,912","7,443","6,634","7,025","5,961","6,383","6,335","5,980","7,040","6,620","6,779"
"504","[P]","    KaiserGames GmbH","8,007","7,591","7,441","8,011","7,942","7,697","6,509","6,553","6,106","6,872","7,294","6,646","7,489","6,684","6,744"
"505","[P](U)","    Channel4","8,051","7,152","6,924","6,626","6,543","6,682","7,271","8,301","8,229","7,972","8,307","7,234","7,444","7,112","6,711"
"506","[P]","    114LA.COM","13,460","13,908","7,429","7,594","6,222","6,413","6,552","6,539","6,196","6,358","4,825","3,768","4,660","6,568","6,703"
"507","[P](U)","    Trader Media Group","6,967","6,933","6,764","6,546","6,717","7,149","7,388","7,161","6,597","5,745","7,122","6,747","7,107","6,857","6,703"
"508","[P]","    OVH Sites","5,420","4,904","5,283","5,330","4,572","5,031","5,056","5,856","5,547","5,081","5,380","5,266","5,576","6,089","6,689"
"509","[P]","    CT10000.COM","10,078","7,534","6,720","7,056","6,907","6,973","6,658","6,653","7,267","9,407","5,622","3,888","5,105","7,162","6,649"
"510","[P]","    PANDORA.TV","8,964","8,393","8,411","8,303","7,949","9,466","9,006","7,501","8,701","8,177","8,803","6,962","6,852","6,642","6,639"
"511","[P]","    IKM Internet Kaufmarkt","7,885","7,299","8,638","8,107","8,521","8,359","8,976","9,459","9,060","7,936","8,548","7,822","8,063","7,356","6,626"
"512","[P]","    KPN","8,626","7,748","8,378","8,258","7,775","7,169","8,219","8,382","7,545","7,795","7,689","7,234","7,080","6,443","6,607"
"513","[P]","    Nexon Corporation","9,482","8,253","8,154","7,984","10,030","9,258","7,749","7,060","7,766","8,456","8,765","6,442","6,540","5,797","6,601"
"514","[P]","    American Airlines","6,144","5,775","6,117","5,698","5,913","6,536","6,271","6,504","6,390","5,974","6,996","6,354","7,184","6,488","6,510"
"515","[P]","    Accor","6,637","6,020","6,307","6,067","6,566","5,937","5,529","5,798","5,277","4,483","5,490","5,273","6,266","6,205","6,435"
"516","[P]","    Intelius","11,039","9,579","10,338","9,730","9,411","8,722","7,825","7,948","7,646","8,255","8,547","6,974","7,566","6,895","6,420"
"517","[P]","    VATGIA.COM","7,029","6,951","7,172","6,905","6,936","7,061","6,597","6,965","7,011","6,996","6,786","5,278","6,732","6,255","6,324"
"518","[P]","    Air France-KLM Group","7,887","5,584","6,855","7,593","6,530","5,778","7,392","6,369","5,556","5,243","6,847","5,744","6,244","6,373","6,314"
"519","[P]","    ForumCommunity","8,700","8,567","8,572","7,954","7,995","7,614","8,114","8,042","8,242","10,322","7,647","6,499","7,018","6,470","6,288"
"520","[P]","    M5ZN.COM","8,143","9,025","9,557","8,419","7,467","7,783","7,171","6,568","6,420","6,474","6,867","6,060","6,964","6,278","6,271"
"521","[P]","    PalTalk","3,353","3,254","7,144","6,825","6,843","7,055","7,079","6,818","7,053","7,010","6,562","5,672","6,365","6,001","6,161"
"522","[P]","    EZINEARTICLES.COM","8,394","7,741","10,928","8,070","7,236","7,227","7,034","7,443","6,664","5,695","6,273","6,758","7,479","7,089","6,146"
"523","[P]","    NHACCUATUI.COM","3,908","4,043","4,147","4,017","4,236","4,458","4,642","4,850","4,680","4,763","4,875","5,339","6,297","6,222","6,139"
"524","[P]","    Japan Post Group","7,299","6,434","6,419","5,878","6,051","5,850","6,071","6,041","6,712","9,599","7,439","6,069","6,752","5,979","6,132"
"525","[P]","    Rue du Commerce","6,538","6,862","6,636","5,901","6,222","6,021","5,464","6,236","7,036","8,810","8,042","6,108","6,264","5,759","6,131"
"526","[P]","    UGO Entertainment","12,770","11,458","12,347","11,741","12,627","11,389","9,910","10,370","8,629","8,634","8,432","7,607","6,666","6,069","6,127"
"527","[P]","    GAMETOP.COM","9,528","8,707","9,089","7,989","8,172","7,915","6,716","6,705","6,052","5,819","5,572","5,423","6,432","5,978","6,121"
"528","[P]","    Jabbar Internet Group","9,268","9,358","9,623","9,496","8,631","8,425","8,069","8,323","8,685","8,440","8,264","7,747","8,795","7,892","6,061"
"529","[P]","    Fuji Television Network","7,960","7,499","7,213","6,992","7,263","7,041","7,277","7,437","6,314","6,378","6,498","5,171","6,254","6,732","5,989"
"530","[P]","    WILEY.COM","6,156","6,095","5,882","4,615","4,073","4,084","5,149","6,102","6,056","4,974","5,542","5,722","6,808","6,396","5,980"
"531","[P]","    World of Warcraft (App)","11,535","12,115","11,022","10,566","10,742","10,269","7,400","8,583","7,693","7,513","7,023","6,383","6,396","5,911","5,951"
"532","[P](U)","    Transcontinental Digital (TC Media)","6,077","6,090","6,069","5,602","5,381","5,802","6,020","6,753","6,223","6,322","6,514","5,883","6,167","5,959","5,897"
"533","[P]","    National Lampoon Humor Network","9,095","8,347","8,028","7,950","8,339","7,979","6,817","7,460","7,322","7,019","6,352","5,304","5,843","6,005","5,856"
"534","[P]","    Office Depot","6,956","6,381","6,364","6,447","6,466","7,424","6,942","6,006","6,952","7,159","7,155","6,254","6,779","6,043","5,854"
"535","[P]","    Aljazeera","7,586","7,972","7,000","8,258","7,536","7,534","7,034","6,178","7,471","7,760","6,861","5,311","5,918","6,699","5,831"
"536","[P]","    NASA.GOV","6,900","6,305","7,253","7,384","5,681","12,240","7,325","7,083","7,722","12,515","6,205","8,190","6,503","5,924","5,787"
"537","[P](u)","    United Business Media","6,021","5,640","5,311","5,887","5,739","5,563","5,844","6,593","6,452","5,515","6,237","5,826","6,874","6,152","5,754"
"538","[P]","    WetterOnline GmbH","4,581","3,588","4,129","4,110","4,552","3,962","3,250","3,119","2,654","3,142","2,933","2,218","3,031","4,150","5,702"
"539","[P]","    Altice","5,387","5,087","5,535","4,963","4,547","4,755","5,264","5,989","5,389","5,625","6,223","5,815","6,169","5,463","5,697"
"540","[P]","    Getty Images, Inc","7,485","7,049","7,415","6,648","6,675","6,866","7,510","8,150","8,031","7,424","8,850","8,255","8,418","6,510","5,689"
"541","[P]","    KBB.COM","6,560","5,655","5,575","5,964","6,210","6,067","5,626","5,686","5,086","4,522","5,471","5,361","5,910","5,699","5,657"
"542","[P]","    Tchibo","4,005","3,967","4,451","4,465","4,307","4,409","4,984","5,594","6,654","7,167","6,063","5,416","6,098","5,399","5,643"
"543","[P]","    Systemax Inc.","6,687","6,772","7,018","7,125","7,710","8,031","7,576","7,465","9,439","8,524","7,390","5,855","6,599","5,963","5,638"
"544","[P]","    Publieke Omroep","6,484","6,442","6,685","6,217","5,823","6,158","6,553","6,106","6,244","5,910","5,997","5,678","5,827","5,681","5,621"
"545","[P]","    Ekspress Grupp","4,203","4,058","4,188","3,980","3,946","4,064","4,456","4,514","4,490","4,867","5,053","4,650","5,134","5,188","5,587"
"546","[P]","    Telstra Corporation Limited","6,120","5,968","6,085","5,857","5,677","5,488","5,585","5,350","5,040","4,894","5,038","4,912","5,427","5,569","5,460"
"547","[P]","    BearShare (App)","10,222","9,898","9,751","9,070","8,574","7,595","6,978","6,956","6,991","7,087","6,748","5,960","6,170","5,571","5,455"
"548","[P]","    Grupo Planeta Sites","4,842","4,235","4,463","4,393","4,903","4,385","5,139","5,053","4,859","4,562","5,091","5,091","5,161","5,134","5,427"
"549","[P]","    MeetIC - Match","4,420","4,643","4,567","3,940","4,350","4,647","4,804","5,186","4,901","4,306","5,633","5,482","5,486","5,185","5,380"
"550","[P]","    CafePress","6,035","6,026","6,014","6,112","6,392","6,510","6,064","6,325","7,071","7,983","6,034","5,393","5,497","5,528","5,379"
"551","[P]","    CENTERBLOG.NET","8,970","9,435","9,313","8,895","8,045","7,188","7,092","7,461","7,429","7,985","6,806","5,474","6,060","4,878","5,370"
"552","[P]","    SK Group","17,619","17,208","17,133","16,446","16,570","15,478","13,661","13,574","13,407","13,631","13,635","5,683","5,031","5,193","5,366"
"553","[P]","    SONGS.PK","6,877","7,747","7,146","7,339","7,454","6,626","6,883","7,617","7,151","7,131","6,624","6,710","7,211","7,851","5,299"
"554","[P]","    Cablevision","4,983","4,325","4,210","4,474","5,224","6,578","5,963","6,601","5,402","5,639","5,119","4,444","4,602","5,083","5,280"
"555","[P]","    READNOVEL.COM","4,960","4,485","4,573","4,750","5,169","5,068","3,948","4,894","4,999","4,169","4,048","3,237","3,770","4,772","5,265"
"556","[P]","    First Choice Holidays PLC","6,182","5,762","5,818","6,437","6,668","6,270","5,246","4,618","4,060","3,707","5,903","5,047","5,132","5,642","5,197"
"557","[P]","    HONGXIU.COM","4,290","3,701","3,463","3,607","3,346","3,494","3,567","3,638","3,440","3,397","3,198","2,704","3,173","4,728","5,179"
"558","[P]","    WordPress","5,502","4,689","5,007","5,115","4,808","4,972","4,987","5,333","4,443","4,757","5,149","4,776","5,436","5,182","5,166"
"559","[P]","    Directv Sites","6,988","9,841","7,695","5,822","6,889","6,678","7,315","7,046","5,884","6,044","5,823","5,520","5,868","5,057","5,102"
"560","[P]","    RARLAB.COM","5,612","5,468","5,476","5,101","4,885","4,610","4,610","4,969","4,765","4,766","4,846","4,632","5,319","5,215","5,057"
"561","[P]","    2CH.NET","8,032","7,269","7,245","7,161","7,489","7,260","6,955","6,241","5,823","5,832","5,729","5,145","5,615","5,055","4,986"
"562","[P]","    eNet","4,835","3,505","3,532","3,516","4,105","4,148","3,688","3,666","4,359","3,980","4,056","3,278","3,511","4,504","4,944"
"563","[P]","    WANMEI.COM","9,830","1,299","1,843","3,933","3,745","2,776","6,157","7,163","3,286","3,330","3,059","2,074","2,294","3,064","4,892"
"564","[P]","    UUSEE.COM","6,558","5,651","4,791","4,777","4,402","4,511","4,153","3,748","3,908","3,881","4,157","3,245","3,140","5,192","4,851"
"565","[P]","    Groupe LDLC.com","5,411","4,872","5,470","4,836","5,086","4,449","4,494","4,634","5,074","5,701","5,556","4,743","5,248","4,819","4,838"
"566","[P]","    PANET.CO.IL","7,142","7,254","7,254","7,182","8,299","6,472","5,998","6,000","6,058","6,170","6,454","5,616","5,940","4,921","4,809"
"567","[P]","    RBC Financial Group","4,464","4,865","4,598","4,401","4,847","4,918","4,707","4,848","4,433","4,297","4,568","4,317","4,611","4,790","4,772"
"568","[P]","    CYBERLINK.COM","4,920","4,669","4,546","4,071","4,246","4,278","4,482","4,699","4,486","4,745","4,896","3,938","4,957","4,395","4,723"
"569","[P]","    FrostWire","10,068","9,159","8,737","8,378","7,876","6,247","6,318","6,462","6,082","6,148","5,939","5,268","5,183","4,866","4,687"
"570","[P]","    Weight Watchers International","4,596","4,991","5,150","4,816","4,404","4,532","5,140","5,236","3,933","4,112","7,428","5,237","5,166","5,257","4,656"
"571","[P]","    Oricon","7,204","6,134","6,489","6,539","5,720","5,724","5,282","4,863","4,746","5,283","4,955","4,547","4,714","3,968","4,590"
"572","[P]","    LEO.ORG","4,604","4,363","4,756","4,807","4,087","3,960","4,468","4,395","4,371","4,219","4,957","4,296","4,476","4,559","4,580"
"573","[P]","    XAT.COM","12,993","4,703","4,332","4,190","4,543","3,938","3,372","3,122","4,756","3,831","4,030","4,354","4,820","4,440","4,529"
"574","[P]","    DeNA Co., Ltd.","4,867","4,706","4,622","4,578","5,185","5,640","4,294","4,323","4,389","4,440","4,528","3,926","3,962","4,451","4,510"
"575","[P](u)","    News World Communications, Inc.","8,410","6,621","8,072","7,087","6,862","8,177","6,797","7,381","7,474","6,205","6,929","4,698","5,247","5,567","4,492"
"576","[P]","    Estee Lauder Sites","4,190","3,838","3,556","4,034","3,493","3,628","4,181","4,087","5,470","5,584","4,342","3,724","4,307","5,502","4,482"
"577","[P]","    YAMAHA","5,517","4,919","5,449","4,795","4,855","4,660","4,755","4,846","4,588","4,490","4,407","3,978","4,597","4,480","4,466"
"578","[P]","    BEEMP3.COM","25,925","24,799","24,605","22,448","21,415","20,357","20,004","12,252","11,264","10,344","8,748","8,155","8,591","5,957","4,441"
"579","[P]","    AL-WLID.COM","5,221","4,696","4,110","4,297","5,107","4,940","4,213","4,095","3,755","4,423","4,741","4,308","4,639","4,307","4,436"
"580","[P]","    INFO.COM*","9,683","8,996","8,323","8,148","7,762","7,173","7,728","6,765","5,897","5,359","7,551","6,361","6,545","5,583","4,407"
"581","[P]","    RAYLI.COM.CN","5,121","4,187","3,236","3,281","3,956","4,102","4,116","4,504","4,530","4,711","4,455","3,482","4,198","4,074","4,402"
"582","[P]","    PSICOFXP.COM","3,197","2,940","3,010","2,352","2,200","2,150","2,194","2,130","1,812","1,547","2,793","3,246","4,628","4,597","4,396"
"583","[P]","    DOMAINTOOLS.COM","7,072","6,497","6,061","6,621","7,779","7,791","7,571","7,807","6,975","7,167","6,808","6,077","6,502","5,296","4,386"
"584","[P](u)","    Kraft Foods","7,505","6,750","6,779","6,611","5,929","5,959","6,438","7,562","8,478","6,837","4,701","4,767","5,307","4,419","4,355"
"585","[P]","    Big Lead Sports By FSV","9,922","9,809","9,834","8,683","9,564","8,618","7,794","7,554","7,802","8,468","5,622","5,041","6,393","5,879","4,321"
"586","[P](u)","    Independent News & Media","3,712","3,497","3,588","3,937","3,823","4,162","3,855","4,365","3,903","3,892","4,410","3,517","4,190","3,911","4,316"
"587","[P]","    Pepsi Co.","3,208","3,112","3,861","3,175","3,540","3,085","2,313","2,326","2,626","2,189","3,205","3,376","3,642","4,236","4,299"
"588","[P]","    TBS Group","6,603","6,775","5,692","6,195","5,565","5,089","5,043","5,114","4,097","5,037","5,243","3,814","5,207","4,958","4,255"
"589","[P]","    Thomson Reuters","4,377","4,305","3,942","3,059","3,088","3,453","4,381","5,099","4,658","3,535","4,214","4,531","4,614","4,856","4,169"
"590","[P]","    Art.com Sites","7,035","7,334","7,293","6,160","5,504","5,996","6,171","5,911","6,128","5,850","5,572","4,605","4,526","4,233","4,157"
"591","[P]","    PChome Online","3,905","3,829","4,110","3,962","3,874","3,970","3,752","3,806","4,001","4,152","4,304","3,847","4,340","4,191","4,106"
"592","[P]","    ZHCW.COM","5,384","3,743","3,690","3,560","3,925","3,645","3,260","3,062","3,428","3,586","3,240","2,347","3,300","4,711","4,063"
"593","[P]","    Tiscali Sites","3,935","3,733","4,158","3,679","2,992","2,889","3,680","3,751","3,753","3,623","3,970","3,846","3,727","3,640","3,942"
"594","[P]","    Habbo Network","6,009","6,033","5,468","4,952","4,607","3,985","3,631","3,686","3,467","3,431","3,323","3,734","4,047","4,143","3,942"
"595","[P](u)","    TotallyHer - Kids","5,191","5,124","5,077","4,254","4,339","4,239","3,881","4,411","4,306","4,735","4,423","4,133","4,526","4,066","3,917"
"596","[P]","    Notrefamille.com Sites","5,457","5,204","5,825","4,728","4,490","4,338","4,530","5,214","5,721","6,109","4,645","4,549","4,762","3,824","3,910"
"597","[P]","    123GREETINGS.COM","4,319","4,586","4,512","3,810","3,701","5,009","4,016","4,278","5,558","8,972","5,303","5,387","4,326","3,538","3,899"
"598","[P]","    BRG8.COM","5,180","5,061","4,620","3,793","3,633","3,109","2,659","2,240","2,366","3,003","3,538","3,268","3,944","3,811","3,845"
"599","[P]","    spreadshirt","3,333","3,912","4,417","4,509","4,286","3,734","3,667","3,711","3,548","3,758","3,572","3,121","3,764","3,377","3,754"
"600","[P]","    Experian Consumer Services","11,917","11,464","10,426","9,410","10,243","10,071","10,824","10,712","10,624","3,341","4,439","3,874","4,122","4,066","3,719"
"601","[P]","    JSOFTJ.COM","5,646","4,989","5,428","4,845","4,890","4,555","4,224","3,544","3,555","3,833","4,154","3,526","3,878","3,552","3,694"
"602","[P](u)","    Kiabi","4,189","3,414","3,981","3,786","3,396","2,826","3,481","3,291","2,924","3,198","4,306","3,007","3,375","3,514","3,670"
"603","[P]","    Proto Corporation","3,981","3,564","3,866","3,587","3,645","3,679","3,879","3,460","3,584","3,367","3,813","3,631","3,819","3,546","3,637"
"604","[P]","    RAPIDLIBRARY.COM","10,622","12,638","14,838","13,043","10,491","5,145","6,663","4,659","6,544","7,503","6,862","6,083","6,350","4,636","3,602"
"605","[P](u)","    Universia","2,557","2,710","2,993","2,199","1,808","2,180","2,345","2,656","2,892","1,954","2,650","2,712","3,365","3,788","3,598"
"606","[P](u)","    Belgacom Group","5,260","5,340","5,558","4,990","4,073","4,440","4,604","5,504","4,890","4,520","4,721","3,667","4,066","3,723","3,560"
"607","[P]","    ARTISTdirect Network","25,776","25,833","28,068","27,925","26,146","24,390","25,506","22,535","22,512","24,053","3,831","3,568","3,895","3,799","3,535"
"608","[P](U)","    Healthline","15,349","14,990","14,519","12,081","13,657","17,083","13,386","13,929","15,035","6,957","5,559","4,068","4,424","3,616","3,520"
"609","[P]","    CJ Group","6,728","6,533","6,597","6,582","7,252","6,457","5,974","7,792","6,318","5,627","5,768","3,671","2,907","2,477","3,401"
"610","[P](u)","    DexOne","5,561","5,086","7,502","6,916","4,825","5,111","4,654","4,581","3,894","3,606","4,368","3,709","4,191","4,318","3,360"
"611","[P]","    UPTODOWN.COM","4,152","3,942","3,963","3,319","3,033","2,898","2,875","3,086","2,843","2,856","2,829","2,805","3,264","3,656","3,348"
"612","[P]","    AmericanGreetings Property","5,811","5,816","6,011","4,747","4,311","4,538","4,404","4,884","4,984","7,170","3,737","4,105","3,126","2,577","3,333"
"613","[P](U)","    Sonico Inc.","6,169","5,393","5,215","4,769","4,186","4,108","3,300","3,257","4,111","3,499","3,684","3,257","3,346","3,291","3,293"
"614","[P]","    Kipubli","4,781","4,412","5,294","4,500","3,573","3,818","3,858","4,133","4,074","3,684","3,592","2,937","3,521","3,260","3,269"
"615","[P]","    Miarroba Networks","6,839","6,571","6,559","6,387","4,940","4,431","4,625","4,887","4,706","3,859","3,840","3,142","3,494","3,299","3,263"
"616","[P]","    CDUNIVERSE.COM","5,245","5,415","5,430","5,471","5,786","5,551","5,612","5,600","5,738","5,265","4,358","3,983","4,213","3,743","3,230"
"617","[P]","    Adoos Classifieds S.L.","4,833","4,427","4,558","3,811","3,743","3,798","3,776","3,610","3,316","3,313","3,946","3,692","4,177","3,862","3,218"
"618","[P]","    Fotosearch, LLC","4,603","4,377","4,972","4,325","3,732","3,513","3,904","4,066","3,513","2,942","3,470","2,836","3,577","3,360","3,165"
"619","[P]","    HAWAAWORLD.COM","4,159","4,104","4,300","3,879","3,736","3,217","3,238","2,616","2,537","3,042","3,126","2,768","3,287","3,013","3,063"
"620","[P]","    Clearspring Technologies","2,515","2,180","2,288","2,177","2,238","1,989","2,092","1,832","1,915","1,908","2,067","2,007","2,052","2,114","3,005"
"621","[P]","    USAFIS.ORG","6,422","3,883","4,714","5,358","5,959","4,441","6,162","4,084","2,559","2,970","4,057","4,159","3,405","3,761","3,002"
"622","[P]","    Compare Infobase Limited","4,319","4,405","5,085","4,682","4,516","4,273","3,984","4,053","3,763","4,902","3,963","3,415","3,236","3,057","2,998"
"623","[P]","    AVS4YOU.COM","5,595","5,082","5,070","4,332","4,401","4,300","4,383","4,083","4,392","4,690","4,425","3,665","3,723","3,531","2,981"
"624","[P]","    SHOUTMIX.COM","7,562","7,240","6,863","6,571","6,156","5,165","4,080","3,982","3,131","2,910","2,865","2,609","2,927","2,764","2,865"
"625","[P]","    Benesse Corporation","4,147","3,222","3,076","3,162","3,287","3,282","3,250","3,086","3,294","3,106","3,392","3,008","3,273","2,901","2,763"
"626","[P]","    SPB.RU","2,560","2,172","2,330","2,038","2,138","2,609","2,568","2,659","2,908","2,993","2,983","2,797","3,002","2,847","2,738"
"627","[P]","    Trend Micro, Inc.","4,195","3,460","3,866","3,253","3,413","3,291","3,017","3,435","2,922","3,211","3,082","3,086","3,014","2,605","2,724"
"628","[P]","    6RB.COM","3,432","2,999","3,015","2,844","2,377","2,329","2,630","2,751","2,624","2,491","2,252","1,939","2,561","2,679","2,679"
"629","[P]","    PHPNUKE.ORG","3,624","4,029","4,328","3,935","3,987","3,679","3,551","3,547","3,720","3,369","3,026","2,881","3,621","3,535","2,673"
"630","[P]","    TE3P.COM","3,432","3,268","3,309","3,156","3,149","2,827","2,445","2,348","2,055","2,429","2,758","2,176","2,677","2,375","2,621"
"631","[P]","    Cyworld","14,509","14,345","14,040","12,739","12,418","12,061","10,655","10,645","9,161","9,683","8,305","3,533","3,416","2,665","2,546"
"632","[P]","    Job.com Sites","3,792","3,338","3,457","3,762","3,389","3,311","2,779","2,704","2,364","2,295","3,491","2,733","3,097","2,321","2,518"
"633","[P]","    WIND Telecomunicazioni","2,606","2,268","2,167","2,170","2,372","2,191","2,309","2,568","1,901","2,134","2,167","1,972","2,543","2,295","2,416"
"634","[P]","    SeaRainbow Holding Corp","2,467","2,733","1,731","1,840","1,871","1,927","1,835","1,866","1,739","1,834","1,885","1,729","1,564","2,404","2,306"
"635","[P]","    265.COM","2,148","1,935","1,564","1,575","1,771","1,564","1,920","2,007","2,031","1,885","1,734","1,574","1,763","2,663","2,306"
"636","[P]","    Iplay Games","3,775","3,858","3,672","3,611","3,748","3,162","2,808","2,770","2,892","2,825","3,015","2,796","2,894","2,549","2,250"
"637","[P]","    BITCOMET.COM","3,425","3,207","2,942","2,676","2,703","2,750","2,850","2,291","2,319","2,278","2,388","2,078","1,970","2,068","2,249"
"638","[P]","    Chosun Ilbo","7,874","8,431","8,022","7,050","7,102","8,279","6,858","5,695","5,304","5,568","5,155","2,174","2,444","1,897","2,214"
"639","[P]","    Kuaiche.com Sites","8,337","7,126","7,305","7,519","3,205","3,189","3,028","2,727","3,004","2,605","2,430","2,138","2,163","2,337","2,209"
"640","[P]","    GARENA.COM","2,484","2,459","2,105","1,842","1,833","1,710","1,975","2,082","2,132","2,083","2,163","2,152","2,320","2,195","2,180"
"641","[P]","    Blockbuster Inc.","4,397","5,304","4,613","5,281","5,109","4,862","4,502","4,865","3,981","4,239","3,124","2,559","3,086","2,335","2,062"
"642","[P]","    GRAAAM.COM","2,711","2,397","2,685","2,894","2,242","2,316","2,032","1,867","1,850","2,239","2,208","1,926","2,273","1,978","2,061"
"643","[P]","    GGL Media","2,447","2,667","2,579","2,383","2,984","1,782","1,337","1,324","1,254","1,473","1,473","1,340","1,628","1,661","2,001"
"644","[P]","    QIANQIAN.COM","18,967","16,011","14,943","13,467","15,342","10,972","9,910","11,392","10,535","11,763","12,573","2,846","2,743","2,029","1,990"
"645","[P]","    GAMES2GIRLS.COM","2,659","2,449","2,298","2,395","2,543","2,211","1,690","1,661","1,712","1,831","1,909","1,816","1,956","1,839","1,920"
"646","[P]","    DIVSHARE.COM","1,368","1,489","1,583","1,366","1,408","1,158","1,258","1,162","1,145","1,065","1,567","1,432","1,413","2,262","1,882"
"647","[P]","    GameDuell","3,336","2,675","3,249","4,309","3,170","2,789","2,068","2,529","2,181","2,302","2,197","2,127","2,020","1,897","1,875"
"648","[P]","    PHOTOFUNIA.COM","2,267","2,070","2,256","2,106","2,055","2,005","1,727","1,816","1,809","2,185","1,859","1,732","1,906","1,732","1,863"
"649","[P]","    SHVOONG.COM","4,507","4,184","4,711","3,369","2,173","2,601","3,309","3,503","3,646","2,615","2,791","2,997","3,229","2,419","1,840"
"650","[P]","    Lotte Group","5,697","6,084","6,192","5,835","6,198","5,050","4,634","5,242","5,334","4,030","4,905","1,933","1,767","1,873","1,838"
"651","[P]","    QVOD.COM","2,116","1,577","1,267","1,318","1,498","1,711","1,908","2,184","2,753","2,549","2,697","1,893","1,811","2,167","1,804"
"652","[P]","    DLTK Network Sites","3,320","2,853","3,051","2,335","2,084","1,790","2,578","3,210","2,399","2,385","2,111","2,190","2,143","2,085","1,777"
"653","[P]","    Stateless Systems","1,740","1,951","1,693","1,665","1,732","1,696","1,584","1,567","1,620","1,671","1,772","1,611","1,763","1,769","1,758"
"654","[P]","    Interdots International","4,372","2,726","2,954","2,685","2,350","2,349","2,344","2,261","2,778","2,525","2,441","3,037","4,636","2,357","1,745"
"655","[P]","    RORO44.COM","3,842","3,477","3,572","3,054","2,934","2,691","2,435","2,373","2,288","2,245","2,642","2,085","2,558","2,316","1,744"
"656","[P]","    GoNamic GmbH","3,189","3,243","2,557","2,692","2,195","2,118","1,873","1,727","1,615","1,677","1,843","1,644","1,794","1,685","1,743"
"657","[P]","    TOGGLE.COM","3,014","3,199","3,232","2,969","2,943","2,519","2,458","2,536","2,289","2,204","2,145","2,261","2,520","2,073","1,730"
"658","[P]","    SUMOTORRENT.COM","3,883","3,659","3,049","2,832","2,708","2,404","2,035","2,029","2,273","2,170","2,033","1,942","2,368","1,817","1,720"
"659","[P]","    SHOPLOCAL.COM","2,411","2,509","2,049","1,894","2,159","2,329","1,784","1,759","3,367","2,820","1,834","1,856","1,971","1,904","1,700"
"660","[P]","    Earthlink","2,154","2,150","1,916","1,809","1,889","2,062","1,979","1,962","1,817","1,850","2,174","1,678","1,833","1,903","1,683"
"661","[P]","    RAYFILE.COM","2,841","2,299","2,070","1,862","1,993","1,968","1,701","1,540","1,541","1,492","1,451","1,168","1,264","1,660","1,679"
"662","[P]","    BLOGBUS.COM*","6,133","5,510","3,387","3,509","2,145","1,613","1,513","1,534","1,089","1,395","1,350","1,039","1,333","1,716","1,678"
"663","[P]","    SBS (Seoul Broadcasting System)","5,013","5,449","5,010","4,863","5,173","5,328","4,713","4,219","4,078","5,926","5,303","1,878","2,083","1,792","1,650"
"664","[P]","    MININOVA.ORG","4,692","3,955","4,233","3,751","3,685","3,476","3,156","3,012","2,575","2,258","2,297","2,097","2,262","1,891","1,647"
"665","[P]","    OPENDNS.COM","4,203","2,560","2,476","1,288","1,258","1,336","1,463","1,412","1,192","1,245","1,217","1,103","1,480","1,522","1,632"
"666","[P]","    COOLCHASER.COM","2,071","2,127","2,086","1,994","1,863","1,674","1,529","1,444","1,593","1,485","1,631","1,321","1,640","1,680","1,600"
"667","[P]","    Dong-A Ilbo","7,322","7,364","6,973","7,666","7,214","7,437","6,034","5,492","4,910","4,613","4,881","1,770","1,995","1,642","1,564"
"668","[P]","    ORBITDOWNLOADER.COM","2,745","4,310","4,506","4,301","4,713","4,550","7,531","8,531","8,359","8,119","7,721","7,729","8,005","1,590","1,549"
"669","[P](u)","    Media General Sites","6,687","6,250","6,120","5,930","6,615","6,408","5,760","6,254","5,050","4,174","4,600","4,150","4,076","4,635","1,530"
"670","[P]","    BOOSJ.COM","6,364","4,376","3,496","4,093","4,256","1,070","694","1,039","2,499","746","911","619","671","1,325","1,524"
"671","[P]","    GAMEZER.COM","5,737","5,172","5,049","5,521","6,317","5,263","4,103","3,182","2,158","2,103","2,036","1,730","1,856","1,625","1,508"
"672","[P]","    2DPLAY.COM","2,688","2,524","2,281","2,276","2,361","2,049","1,642","1,606","1,671","2,057","1,779","1,528","1,769","1,542","1,479"
"673","[P]","    Eastman Kodak","3,287","3,673","3,443","2,925","2,114","2,033","2,008","1,939","2,185","2,106","1,742","1,719","1,798","1,675","1,467"
"674","[P]","    ARABSEYES.COM","4,269","3,512","3,460","3,149","3,087","2,720","2,244","1,763","1,563","2,015","2,013","1,706","1,767","1,450","1,442"
