"MEDIA TREND REPORT","","","Geography : Worldwide","","","","","","MyMetrix"
"","","","Location : All Locations","","","","","","MediaMetrix 2.0"
"","","","Time Period : June 2008 - August 2009","","","","","","(c)2009 comScore, Inc"
"","","","Target : Total Audience",
"","","","Media : 123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...",
"","","","Measures : Total Unique Visitors (000)",
"","","","Date : 9/29/2009",

"Items 1 to 300","",""," Jun-2008"," Jul-2008"," Aug-2008"," Sep-2008"," Oct-2008"," Nov-2008"," Dec-2008"," Jan-2009"," Feb-2009"," Mar-2009"," Apr-2009"," May-2009"," Jun-2009"," Jul-2009"," Aug-2009",
"210","[P]","FREELANG.NET","145","174","185","250","249","289","206","204","300","217","336","267","273","272","269",
"211","[P]","MOLWICK.COM","145","121","192","209","196","170","113","139","333","344","251","298","281","146","263",
"212","[P]","LYCAEUM.ORG","237","194","168","219","205","275","270","315","279","314","287","350","364","343","262",
"213","[P]","FOREIGNWORD.COM","446","374","308","368","363","323","251","313","388","347","328","262","207","254","257",
"214","[P]","WWWW4.COM","1","4","N/A","165","310","519","239","375","411","493","513","444","285","187","255",
"215","[P]","ACADEMON.COM","228","297","251","371","556","559","522","475","378","503","550","448","278","198","254",
"216","[M]","POETRY.COM","977","671","1,018","746","816","716","525","495","613","444","450","407","304","311","254",
"217","[P]","NOTAIRES.FR","156","221","112","234","194","211","137","221","291","216","341","224","147","147","254",
"218","[P]","STROYPORTAL.RU","210","271","237","192","240","189","466","322","320","217","309","207","185","302","252",
"219","[P]","GOGEN-ALLGUIDE.COM","306","243","253","202","165","282","265","248","338","318","294","236","276","306","252",
"220","[P]","MADSCI.ORG","297","274","335","294","424","286","273","410","442","372","341","265","239","201","246",
"221","[P]","LIB.OH.US","382","247","304","366","265","245","284","361","304","357","257","354","330","229","246",
"222","[P]","Antiqbook","1,138","844","863","964","876","751","654","559","575","418","357","284","199","267","245",
"223","[M]","5BALLOV.RU","1,066","566","217","598","876","1,024","1,539","998","939","1,199","1,226","1,129","842","222","241",
"224","[P]","OSZK.HU","317","300","318","493","525","529","411","380","323","307","253","230","194","159","237",
"225","[P]","FOURMILAB.CH","297","332","292","292","284","277","239","321","351","393","275","224","342","270","231",
"226","[P]","JEWISHVIRTUALLIBRARY.ORG","281","239","205","300","360","363","300","426","383","395","368","390","197","191","229",
"227","[P]","DICODUNET.COM","2,071","210","259","460","337","355","296","245","281","416","357","222","265","210","229",
"228","[P]","NYPL.ORG","227","282","276","258","304","379","287","399","306","336","321","305","252","198","228",
"229","[P]","VITALREC.COM","219","200","258","269","260","245","356","250","272","273","244","245","281","255","224",
"230","[P]","YEMINLISOZLUK.COM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","302","244","309","211","253","181","222",
"231","[P]","KWINTESSENTIAL.CO.UK","N/A","N/A","N/A","265","222","216","329","226","321","324","260","400","290","260","219",
"232","[P]","WORDWEBONLINE.COM","233","240","226","308","242","406","209","254","330","351","300","280","274","261","218",
"233","[P]","QUOTELAND.COM","349","300","361","361","450","342","369","379","366","363","187","260","132","305","216",
"234","[P]","ECHEAT.COM","191","197","198","393","460","491","410","296","553","551","519","474","361","291","215",
"235","[P]","ALTALEX.COM","291","258","174","239","253","321","218","347","317","306","315","259","240","262","201",
"236","[P]","USHISTORY.ORG","166","214","175","484","420","312","270","339","381","441","210","224","201","231","196",
"237","[P]","NATIVE-LANGUAGES.ORG","175","169","138","219","382","348","252","288","312","312","373","280","251","181","195",
"238","[P]","NETPME.FR","220","108","133","229","352","248","269","376","390","295","416","399","293","246","195",
"239","[P]","DEXONLINE.RO","325","404","431","551","701","684","617","694","713","739","646","588","488","433","191",
"240","[P]","GLOSSARY.RU","284","353","132","259","251","492","319","532","314","390","462","363","362","187","191",
"241","[P]","ALA.ORG","218","220","266","373","235","264","186","255","321","327","437","300","241","184","189",
"242","[P]","NORTHPOLE.COM","154","183","254","819","3,613","4,128","4,596","569","344","276","254","232","144","236","188",
"243","[M]","COURSEWORK.INFO","250","135","205","400","343","346","269","414","443","494","336","362","237","192","188",
"244","[P]","TRANSLATED.NET","449","466","321","458","446","381","373","369","486","579","498","509","363","151","186",
"245","[P]","LEXINTER.NET","316","180","209","259","370","247","188","355","335","485","407","331","273","298","184",
"246","[P]","AMERICANRHETORIC.COM","88","99","115","211","202","422","151","386","318","237","175","199","180","190","184",
"247","[P]","MIRSLOVAREI.COM","122","301","106","298","307","398","542","596","331","564","438","413","306","237","183",
"248","[P]","ESSAYTOWN.NET","124","155","82","124","153","182","229","220","313","254","276","236","141","169","182",
"249","[P]","FRENCH-LINGUISTICS.CO.UK","247","195","176","440","353","306","253","301","341","427","362","278","192","127","180",
"250","[P]","SAPERE.IT","361","171","146","255","415","357","320","327","369","470","315","285","231","199","180",
"251","[P]","POETS.ORG","237","176","203","266","361","275","300","395","409","357","559","373","194","207","178",
"252","[P]","EGO4U.DE","439","167","174","392","341","482","353","294","352","516","316","404","296","155","177",
"253","[P]","YOURCHILDLEARNS.COM","N/A","N/A","169","284","229","198","155","246","274","238","206","199","189","151","174",
"254","[P]","WEBELEMENTS.COM","193","92","185","522","616","528","366","462","379","447","351","285","251","184","171",
"255","[P]","TDK.ORG.TR","N/A","N/A","N/A","N/A","N/A","275","194","230","408","394","262","244","129","177","170",
"256","[P]","NEDIR.NET","N/A","N/A","N/A","N/A","N/A","245","282","237","317","282","323","265","178","172","169",
"257","[P]","LEARNENGLISH.ORG.UK","N/A","N/A","295","429","329","398","231","394","415","371","153","119","122","132","167",
"258","[P]","PANTHEON.ORG","361","249","253","284","377","293","259","313","382","338","368","282","226","128","162",
"259","[P]","UNIVERSALIS.FR","269","137","137","369","636","644","481","584","553","551","443","387","291","147","156",
"260","[P]","TOPLUMDUSMANI.NET","N/A","N/A","N/A","N/A","N/A","427","355","281","505","462","435","311","171","148","149",
"261","[C]","Virgilio Sapere","N/A","N/A","N/A","N/A","466","385","338","346","375","457","334","274","203","204","146",
"262","[P]","ALL-SCIENCE-FAIR-PROJECTS.COM","100","61","106","370","460","479","316","565","422","427","344","281","64","97","141",
"263","[P]","ABIPUR.DE","249","136","118","384","283","505","341","366","373","505","297","450","321","124","136",
"264","[M]","EASYBIB.COM (w/ history)","272","80","76","349","538","511","676","395","542","759","904","864","270","156","136",
"265","[P]","BIYOGRAFI.INFO","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","282","324","254","202","118","146","134",
"266","[P]","OCLC.ORG","197","143","191","299","179","173","164","221","352","365","366","246","183","193","131",
"267","[P]","GRAMERIMIZ.COM","N/A","N/A","N/A","N/A","392","531","335","284","492","330","417","343","184","137","129",
"268","[P]","IPL.ORG","213","163","211","311","404","310","231","345","348","357","350","326","207","151","129",
"269","[P]","ATLANTS.LV","59","52","23","107","150","175","206","184","298","312","310","303","189","127","124",
"270","[P]","ELITESKILLS.COM","135","159","97","153","202","225","283","234","297","287","294","279","142","136","123",
"271","[P]","PRIVATESOZLUK.COM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","283","300","181","167","130","158","122",
"272","[P]","U-S-HISTORY.COM","123","148","92","276","300","311","277","282","304","350","262","208","113","92","107",
"273","[P]","THEOI.COM","122","70","102","163","223","124","150","204","278","233","189","126","90","100","104",
"274","[P]","EYEWITNESSTOHISTORY.COM","173","58","74","182","206","245","258","296","317","248","208","239","121","104","101",
"275","[P]","YAPPR.COM","N/A","N/A","202","236","272","370","236","338","354","267","123","90","117","122","99",
"276","[P]","VICTORIANWEB.ORG","173","127","83","135","187","168","302","261","265","241","375","255","143","108","91",
"277","[P]","CUMMINGSSTUDYGUIDES.NET","66","71","42","144","131","137","110","183","276","184","167","198","93","45","83",
"278","[P]","ERUDITION.RU","190","55","61","387","614","541","637","568","469","559","486","384","362","79","81",
"279","[P]","LUMINARIUM.ORG","161","122","166","225","167","151","132","167","301","235","195","206","125","112","71",
"280","[P]","LKWDPL.ORG","82","55","43","95","99","109","107","156","352","253","163","108","84","40","69",
"281","[P]","NOODLETOOLS.COM","199","32","43","122","210","357","316","185","257","377","285","198","103","36","65",
"282","[P]","ESSAYFINDER.COM","197","86","173","263","383","369","252","296","319","409","410","199","119","143","56",
"283","[P]","SPISHY.RU","55","36","18","516","474","367","311","450","442","388","509","424","88","15","38",
"284","[C]","Abacho Translator","681","513","596","709","585","710","586","610","596","685","560","534","427","371","29",
"285","[P]","SLOVO.WS","132","N/A","N/A","402","282","251","373","301","338","160","252","149","54","12","24",
"286","[P]","PLANETADISSER.COM","182","126","81","409","681","570","708","513","378","358","349","293","198","59","18",
"287","[P]","EXPERTSFORGE.COM","N/A","N/A","N/A","N/A","N/A","N/A","63","116","294","140","120","64","26","15","14",
"288","[P]","GROUNDHOG.ORG","1","24","1","N/A","0","13","2","58","386","6","2","2","4","8","11",
"289","[M]","BOOKRAGS.COM","2,335","2,038","2,462","3,109","3,529","3,464","3,578","4,288","4,063","4,447","3,567","3,614","2,865","N/A","N/A",
"290","[M]","DISCOVERMAGAZINE.COM","N/A","N/A","236","253","321","327","303","364","349","N/A","N/A","N/A","N/A","N/A","N/A",
"291","[P]","EDU-ZONE.NET","269","73","27","299","718","940","810","372","363","37","0","N/A","N/A","N/A","N/A",
"292","[S]","ENCARTA.COM","158","141","190","150","214","290","203","190","321","279","255","283","N/A","N/A","N/A",
"293","[C]","ENCYCLOPEDIA.COM","N/A","N/A","N/A","2,768","3,131","3,183","2,634","3,415","3,768","4,575","4,062","4,600","4,229","N/A","N/A",
"294","[C]","HIGHBEAM.COM","N/A","N/A","N/A","1,993","3,240","4,416","5,541","5,627","5,725","5,909","5,103","4,387","3,959","N/A","N/A",
"295","[P]","ICARITO.CL","915","521","847","883","739","675","367","254","370","N/A","N/A","N/A","N/A","N/A","N/A",
"296","[P]","LIFE123.COM","N/A","N/A","121","120","47","213","267","95","317","N/A","N/A","N/A","N/A","N/A","N/A",
"297","[C]","LOVEPOEMSANDQUOTES.COM","N/A","N/A","N/A","732","719","685","893","780","1,207","776","843","980","783","N/A","N/A",
"298","[P]","WEBMATH.COM","152","130","187","286","253","229","279","314","378","307","N/A","N/A","N/A","N/A","N/A",
"299","[M]","WINDOWSLIVETRANSLATOR.COM","679","621","530","645","733","895","807","1,204","1,312","406","279","272","N/A","N/A","N/A",
"300","[M]","YOURDICTIONARY.COM","1,463","1,362","1,341","1,739","1,795","1,792","1,876","2,229","2,295","2,282","2,138","N/A","N/A","N/A","N/A",


"Media Metrix 2.0 Legend" 

"[P]         Property" 
"[M]         Media Title" 
"[C]         Channel" 
"[S]         Subchannel" 
"[G]         Group" 
"[SG]         Subgroup" 
"[E]         Custom Entity" 
"[N]         Ad Network" 
"[A#]         Alternate Rollup" 
"[X1]         Extended Network" 
"[a1]         Advertiser Level" 
"[P1]         Product Level" 

"(H)         Full Hybrid - Used to identify entities that are measured and reported completely based on Panel-Centric Hybrid (Panel + Census) measurement." 
"(h)         Partial Hybrid - Used to identify entities with at least one child entity that is Full Hybrid, but not all." 
"w/History         Trend combines media previously reported under different parent and/or different level." 
"*         Indicates that the entity has assigned traffic to certain pages in the domain to other <a href="help.aspx?h=definitions#anchor2" target="_new">entities</a>." 
"**         Indicates that the entity is an advertising network." 
"(v)         Indicates that the advertising network has been verified by comScore." 
"...         Indicates data used fell below minimum reporting standards and/or data not available." 
"N/A         Indicates data is not available in the data set for reporting for the specified time period." 
"#         Caution - small base may result in unstable projection." 
"##         Directional purposes only - base too unstable for reliable projection." 
"Details on minimum reporting standards are located at: http://mymetrix.comscore.com/mmx/definitions_minreportingstandards.asp" 


 
comScore has made a step change to the Worldwide population estimate with July 2008 data. Please refer to http://mymetrix.comscore.com/app/ExtendedMMXUniversalFootNote.aspx for more information." 

