"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2011 comScore, Inc"
"","","","Time Period :: August 2010 - October 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2011","","","","","",""

"","","","Aug-2010","Sep-2010","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011"
"334","[P](u)","    National Geographic Sites","10,554","12,037","12,675","13,477","12,770","15,043","13,513","16,476","13,589","14,925","12,820","10,498","11,558","13,464","14,815"
"335","[P]","    BITCOMET.COM","9,312","9,752","9,169","9,199","9,656","10,030","9,751","9,436","9,087","10,299","10,869","12,010","12,532","13,525","14,806"
"336","[P](U)","    MyLife.com Sites","15,367","14,869","15,018","14,306","15,395","16,227","13,385","13,452","12,508","14,190","15,500","18,595","19,205","16,979","14,731"
"337","[P]","    JCPenney Sites","13,438","12,231","12,851","18,345","18,254","12,685","11,316","11,283","10,843","10,455","11,199","12,467","12,950","13,077","14,693"
"338","[P]","    Bigpoint","11,585","10,652","12,654","13,212","13,058","13,182","12,012","11,922","11,777","11,036","11,649","13,771","15,108","14,251","14,669"
"339","[P](u)","    MediaNews Group","14,718","13,616","12,666","15,062","13,214","13,874","13,262","15,774","13,892","13,357","12,770","12,496","13,312","13,749","14,623"
"340","[P]","    MIXI, Inc.","13,722","13,913","13,832","13,180","13,823","16,558","15,167","18,715","18,263","12,856","12,518","13,251","13,866","14,045","14,600"
"341","[P]","    VeryCD","13,914","13,229","12,669","11,718","11,895","13,050","9,844","11,774","10,183","11,103","12,779","13,004","13,738","13,272","14,598"
"342","[P]","    SkyCN","12,321","11,531","10,709","10,227","9,701","9,406","8,317","10,715","9,112","9,456","11,189","12,929","11,508","12,941","14,566"
"343","[P](u)","    Travelocity","17,095","17,636","16,265","15,276","14,433","18,870","17,569","17,256","14,269","15,491","16,749","19,035","18,408","15,101","14,523"
"344","[P](u)","    McClatchy Corporation","14,990","15,441","15,867","15,201","14,843","15,523","13,821","15,523","14,370","16,186","15,699","15,096","16,702","15,849","14,513"
"345","[P]","    DUOWAN.COM","10,847","9,706","9,057","7,125","7,867","9,976","9,390","8,980","8,940","9,680","10,848","13,346","12,248","11,454","14,500"
"346","[M]","    MYNET.COM","11,291","11,314","11,133","11,043","11,465","12,897","12,026","13,882","13,776","13,702","13,359","13,041","13,953","14,119","14,272"
"347","[P]","    FrostWire","10,056","10,093","12,168","21,330","25,437","26,249","24,298","24,565","23,461","22,540","20,578","18,778","16,575","15,038","14,238"
"348","[P]","    CDC Corporation Sites","11,442","11,959","11,339","10,223","9,893","10,048","8,138","12,238","10,279","11,253","12,828","14,576","13,820","14,647","14,237"
"349","[P]","    Sprint Nextel Corporation","12,908","12,460","12,756","13,637","15,416","12,325","11,510","12,762","11,027","12,395","14,410","13,428","12,199","11,186","14,222"
"350","[P]","    Seat Pagine Gialle","11,027","12,514","11,595","11,536","10,471","11,914","11,360","12,258","10,737","12,020","11,884","12,352","12,418","13,232","14,207"
"351","[P]","    URBANDICTIONARY.COM","10,065","10,679","11,226","11,407","11,912","11,735","9,030","9,211","9,445","10,648","11,439","11,742","12,734","12,676","14,089"
"352","[P]","    China Construction Bank","9,159","10,002","9,219","9,433","7,999","9,370","7,486","9,921","9,153","9,946","10,536","9,648","10,514","13,032","14,046"
"353","[P]","    Corel Corporation","12,246","11,709","11,624","12,539","12,441","12,411","11,240","12,381","11,336","12,701","11,873","11,884","12,607","12,858","13,992"
"354","[M]","    HUANQIU.COM","6,828","7,353","6,286","6,424","5,350","5,913","6,703","8,413","8,685","9,959","11,573","10,928","11,920","10,783","13,945"
"355","[M]","    ARMORGAMES.COM (w/ history)","13,102","12,363","12,243","13,764","14,684","15,087","13,032","12,604","12,616","13,211","13,845","13,647","13,952","12,828","13,924"
"356","[P](u)","    UGO Entertainment","38,623","37,155","40,520","39,956","41,805","42,999","38,700","38,712","36,999","37,551","32,209","24,499","14,773","12,626","13,866"
"357","[M](u)","    ALTERVISTA.ORG (w/ history)","12,294","10,390","11,261","11,012","10,509","11,241","11,485","17,534","16,995","10,461","9,023","11,891","10,388","11,444","13,784"
"358","[P](u)","    Canoe Network","13,434","12,999","13,180","13,528","12,937","13,733","12,357","13,362","11,859","13,850","13,655","14,125","13,562","13,460","13,674"
"359","[P]","    The Home Depot, Inc.","12,914","12,898","11,154","12,764","11,608","9,904","9,516","10,019","10,437","11,920","11,855","11,679","12,032","13,247","13,673"
"360","[M]","    EASTMONEY.COM","12,929","12,701","12,389","12,295","12,488","11,667","11,414","14,740","13,153","12,322","12,103","12,416","13,510","12,718","13,650"
"361","[P]","    Toysrus Sites","9,297","10,342","13,289","21,828","23,169","10,078","8,155","8,513","8,150","8,045","8,658","9,961","9,817","10,966","13,633"
"362","[M](u)","    WUNDERGROUND.COM","13,544","13,669","13,358","12,990","18,019","18,072","16,141","14,103","15,203","14,751","14,343","14,055","17,145","14,705","13,630"
"363","[P]","    HI5.COM","32,149","29,504","28,601","26,296","25,379","24,438","21,321","21,731","18,018","17,463","15,764","14,992","14,377","14,165","13,573"
"364","[P]","    Reed Elsevier Group","10,809","10,544","11,392","11,026","8,562","10,818","9,759","10,973","11,144","12,284","11,735","11,318","10,787","12,412","13,557"
"365","[P](u)","    DMGT (exc Mail Online)","11,553","11,245","12,078","12,815","10,637","12,982","11,658","13,005","12,317","14,256","14,847","13,771","13,640","13,627","13,464"
"366","[M](u)","    Sony Music Entertainment (w/ history)","17,872","18,391","16,948","18,439","17,256","15,817","13,965","15,078","13,802","14,860","14,157","12,827","12,967","12,739","13,366"
"367","[P](u)","    Trinity Mirror Group","11,700","12,455","13,017","13,859","11,827","13,648","11,853","12,897","13,538","14,943","13,555","14,041","13,768","12,205","13,276"
"368","[P]","    VEOH.COM","14,387","13,311","13,621","12,752","13,060","13,056","11,647","11,479","10,856","12,764","12,452","13,543","13,526","12,887","13,275"
"369","[P]","    BAIXING.COM","4,783","5,761","3,359","3,398","2,999","4,886","4,339","4,996","6,478","8,817","11,309","13,670","14,298","15,512","13,239"
"370","[P]","    Macy's Inc.","11,291","11,410","11,606","16,143","17,150","11,453","10,623","10,846","10,469","10,815","10,782","11,450","12,036","13,121","13,220"
"371","[P]","    Seiko Epson Corp","9,680","10,211","10,386","11,280","11,742","11,032","10,770","11,395","9,786","10,753","10,646","10,465","10,502","12,510","13,214"
"372","[P]","    USPS.COM","13,153","12,246","12,051","11,621","16,045","13,158","11,529","11,263","11,165","11,596","12,511","13,454","13,195","12,867","13,099"
"373","[P](U)","    PBS","7,617","9,018","9,639","10,446","8,722","11,375","11,143","12,297","12,201","11,484","8,027","6,801","8,389","12,304","12,997"
"374","[P]","    Intuit","11,983","12,354","12,304","10,848","11,050","23,360","24,764","20,213","19,565","11,635","10,862","10,667","11,315","11,237","12,970"
"375","[P]","    L'Oreal Sites","10,409","13,132","11,264","10,528","9,032","9,529","9,849","11,702","12,287","12,612","10,626","13,291","10,857","11,390","12,908"
"376","[P]","    ARD Sites","11,422","12,001","11,555","11,995","12,661","12,666","11,680","13,392","10,895","12,799","11,695","11,732","12,026","12,613","12,882"
"377","[P]","    MONOGRAFIAS.COM","9,497","11,341","11,489","11,491","6,248","6,283","8,856","10,547","9,456","11,711","9,862","7,263","10,979","12,687","12,843"
"378","[P]","    BearShare (App)","6,996","6,801","7,796","11,718","13,212","12,824","11,532","11,877","12,207","12,460","12,133","12,502","12,402","12,583","12,718"
"379","[P]","    Acer Inc.","13,535","13,256","12,075","12,454","13,167","12,807","12,113","11,676","10,741","11,027","11,035","11,132","11,941","11,308","12,711"
"380","[P]","    Ctrip.com International","10,130","10,398","7,306","6,666","7,022","7,652","7,390","7,448","7,831","9,375","8,796","11,874","11,109","12,645","12,650"
"381","[P]","    LIVEINTERNET.RU","9,058","9,842","10,793","11,185","11,529","11,735","11,203","11,746","10,912","11,578","11,216","11,037","10,495","11,006","12,620"
"382","[M](U)","    USMAGAZINE.COM","6,270","5,956","6,246","5,819","7,055","6,701","6,163","6,602","7,064","9,396","8,963","10,107","12,683","10,864","12,602"
"383","[P]","    Impress Group","7,822","8,189","8,729","8,443","8,951","8,570","7,687","8,500","7,881","8,488","8,943","10,373","10,237","11,592","12,579"
"384","[P](U)","    Mattel Sites","8,944","7,755","11,741","13,746","14,054","10,503","8,909","9,924","9,643","9,003","9,018","10,322","11,049","11,153","12,579"
"385","[P]","    Asahi Shimbun","10,239","9,761","9,679","9,414","9,873","8,134","6,982","14,646","9,433","10,156","9,006","11,890","11,567","12,620","12,499"
"386","[P]","    TORRENTREACTOR.NET","14,247","15,256","13,943","11,574","11,241","10,822","10,737","11,468","11,467","13,139","11,433","10,995","9,174","10,808","12,480"
"387","[P]","    Maeil Business Newspaper","6,289","7,229","6,447","6,238","7,456","9,255","8,047","8,967","9,519","10,517","9,945","10,632","11,280","11,749","12,478"
"388","[P]","    Groupe Casino","9,677","10,298","11,255","13,627","15,126","14,889","11,065","11,153","10,775","12,092","12,265","11,428","12,409","11,440","12,476"
"389","[P](u)","    Move, Inc. Real Estate Sites","12,750","13,246","11,802","11,674","12,330","13,126","11,841","14,664","14,241","15,597","15,373","16,549","15,770","14,257","12,471"
"390","[P]","    120ASK.COM","10,326","9,156","8,181","6,772","5,671","6,857","6,320","7,354","7,852","9,561","9,193","9,740","9,294","11,639","12,414"
"391","[P]","    Kayak.com Network","10,398","9,327","9,393","9,218","8,997","10,902","9,650","10,945","11,051","11,868","12,434","13,457","12,188","12,340","12,404"
"392","[M]","    GAZETA.PL","7,542","7,832","8,086","8,227","8,136","8,584","9,970","11,317","11,535","12,540","11,525","11,383","11,588","12,034","12,376"
"393","[P]","    freenet AG","17,170","14,591","14,854","11,492","10,689","10,938","9,294","9,595","10,074","9,973","10,172","9,571","12,637","12,808","12,366"
"394","[P]","    Mainichi Shimbun","10,910","12,928","11,098","11,266","11,253","10,507","9,310","13,735","10,420","10,195","9,058","11,688","12,074","12,645","12,238"
"395","[P]","    La Poste","7,828","8,306","8,316","9,217","10,322","9,752","8,795","8,705","8,889","9,521","9,045","9,968","10,614","10,467","12,183"
"396","[M]","    ZING.VN","5,956","5,928","5,966","6,235","6,484","6,430","6,193","6,159","6,319","6,753","6,787","6,984","11,486","11,767","12,129"
"397","[P]","    SNDA Sites","18,593","17,862","11,012","10,661","11,315","11,360","12,369","11,975","11,946","13,869","17,419","8,977","7,340","10,983","12,104"
"398","[P](u)","    Postmedia Network","13,187","13,762","14,296","14,579","14,255","14,258","13,346","14,672","12,019","12,730","14,007","11,421","11,590","12,016","12,103"
"399","[P]","    Seoul Newspaper","9,362","10,058","9,402","7,934","8,697","9,491","8,546","9,442","9,095","9,650","9,815","9,213","9,977","10,878","12,085"
"400","[P](U)","    AccuWeather Sites","9,315","12,647","12,754","12,151","13,425","12,678","10,894","9,727","10,412","10,138","9,625","12,077","15,221","13,172","12,078"
"401","[P]","    39.NET","14,337","13,303","10,227","9,418","8,439","9,255","8,344","10,053","8,614","10,423","10,074","10,361","10,049","12,098","12,038"
"402","[P]","    Credit Agricole","11,465","11,593","11,321","11,772","11,581","13,857","12,392","12,253","11,928","12,351","11,285","11,595","11,855","11,732","12,023"
"403","[P]","    Hyundai Motors Inc.","8,349","8,493","7,670","7,825","7,814","9,154","8,920","10,332","8,467","8,934","8,659","8,860","9,062","11,167","11,962"
"404","[P]","    Carrefour Group","10,030","11,662","11,041","10,853","11,374","10,363","8,796","10,146","9,586","10,813","10,487","11,189","11,138","12,290","11,959"
"405","[P]","    Nissan","9,266","9,371","10,168","8,517","7,778","9,160","8,750","8,272","6,532","7,555","7,508","8,518","8,997","11,529","11,945"
"406","[P]","    Grupo Santander","9,934","9,546","9,246","9,354","10,032","9,927","9,130","9,464","9,110","9,400","9,020","9,843","10,176","10,483","11,864"
"407","[P]","    LVMH Sites","9,238","10,228","10,119","11,269","12,530","10,288","9,082","9,468","8,716","9,940","9,797","10,102","9,678","10,720","11,834"
"408","[P]","    Rising Corp. Limited","3,422","3,758","4,660","5,793","5,341","7,114","9,061","10,243","11,238","12,795","8,443","9,350","9,654","10,676","11,833"
"409","[P](U)","    TAGGED.COM","14,828","14,933","14,829","14,313","13,840","14,061","12,584","12,906","12,656","12,128","11,669","11,778","11,631","11,887","11,804"
"410","[P]","    Virgin Group","11,093","10,669","10,674","10,394","10,432","11,523","10,878","10,569","9,760","11,506","10,976","11,680","11,891","11,628","11,798"
"411","[P]","    Groupe SNCF","8,408","9,236","10,489","9,090","9,495","9,466","8,360","10,309","9,863","10,297","10,681","11,507","10,872","10,419","11,786"
"412","[P](U)","    Dominion Enterprises","12,432","10,620","10,009","9,260","8,931","11,951","11,406","13,324","13,417","13,302","13,436","14,079","13,735","12,234","11,754"
"413","[P]","    Deutsche Post AG Sites","10,058","9,774","9,290","10,046","10,835","9,827","8,595","9,178","9,182","10,719","11,048","10,123","10,389","10,985","11,753"
"414","[M](U)","    BLOGCU.COM","9,742","9,629","14,185","12,920","13,334","14,512","13,756","14,989","15,076","13,225","12,063","11,531","11,835","11,392","11,751"
"415","[P](U)","    Classified Ventures","9,830","9,460","9,308","9,275","9,057","12,703","11,841","12,623","12,669","11,922","12,839","13,694","13,173","12,206","11,737"
"416","[P]","    Onlinedown Sites","8,771","9,842","8,426","7,718","8,511","6,886","7,224","8,621","7,027","9,415","8,324","10,152","8,644","9,731","11,734"
"417","[P]","    Canon Inc.","8,342","10,414","9,819","10,834","11,756","8,518","7,237","8,094","7,473","7,670","8,831","8,165","9,471","10,464","11,719"
"418","[P]","    Honda","9,782","10,278","10,634","9,652","8,300","9,110","10,392","10,925","8,406","9,007","9,396","9,615","9,652","10,611","11,719"
"419","[P]","    DEEZER.COM","7,337","7,635","8,110","8,461","9,168","8,342","8,407","8,106","8,444","8,494","8,172","7,861","9,914","10,218","11,650"
"420","[P]","    Nike","12,182","11,679","11,238","11,546","11,628","10,256","9,846","11,901","11,858","11,883","11,987","11,766","13,263","10,775","11,557"
"421","[P]","    Infospace Network","18,110","17,591","18,432","16,346","15,948","17,148","13,983","12,845","11,602","11,536","9,920","12,031","11,001","10,627","11,494"
"422","[P]","    FILEHIPPO.COM","8,109","8,207","8,508","8,413","7,465","7,742","7,103","8,218","7,488","8,262","8,906","8,473","8,904","9,369","11,433"
"423","[S](U)","    LYRICSMODE.COM","10,809","11,450","11,882","11,830","12,168","12,330","11,009","11,884","11,558","11,827","10,731","10,873","10,783","11,122","11,416"
"424","[P]","    LIVESCORE.COM","7,652","8,857","9,600","9,778","9,275","9,038","9,741","9,674","9,939","9,362","4,669","5,565","9,399","11,427","11,382"
"425","[P]","    Amadeus Global Travel Distribution","15,042","12,951","12,047","11,686","11,022","14,912","13,338","12,784","11,889","13,598","14,979","13,793","12,898","11,668","11,376"
"426","[P]","    Trovit Sites","11,664","13,007","13,221","15,196","12,253","15,736","12,894","13,061","10,929","12,530","11,701","11,486","11,554","11,066","11,348"
"427","[P]","    VistaPrint Sites","10,823","11,964","11,709","13,319","12,550","11,893","10,748","9,592","8,508","9,116","9,242","9,155","9,531","10,325","11,319"
"428","[P]","    Vuze Sites","10,504","10,581","11,375","11,697","11,515","11,365","10,352","10,689","10,293","10,923","10,958","11,484","11,043","10,804","11,319"
"429","[P]","    Grupo Carso","9,896","9,796","9,598","10,090","10,416","9,944","9,215","10,046","9,986","9,962","9,858","10,025","10,528","10,392","11,290"
"430","[P]","    TQ Digital Entertainment","7,823","7,940","6,839","5,911","6,201","6,774","6,454","6,856","8,035","8,414","9,482","10,472","10,579","9,814","11,268"
"431","[P]","    Korea Economic Daily","7,770","8,311","8,667","7,472","7,620","8,894","7,552","7,624","8,531","9,530","10,109","9,406","10,316","10,330","11,214"
"432","[P]","    Yum! Brands Inc.","9,913","9,748","10,042","8,370","10,537","11,970","10,781","9,726","9,012","9,489","9,547","12,185","10,789","10,910","11,193"
"433","[P](U)","    Ziff Davis","4,177","4,962","4,210","6,665","6,457","6,266","7,396","7,870","7,651","8,853","8,996","8,543","9,615","9,836","11,169"
"434","[P]","    KOOORA.COM","10,878","12,080","12,908","13,960","12,362","12,706","10,997","11,386","11,778","11,260","9,129","9,805","9,963","11,076","11,148"
"435","[M](U)","    HURRIYET.COM.TR","8,794","10,235","10,493","9,668","10,831","10,894","10,626","10,458","9,848","10,108","9,658","10,030","10,349","9,634","11,133"
"436","[P]","    IDT Corporation","11,010","11,286","11,680","11,482","11,794","11,586","10,008","10,434","10,306","11,186","10,944","10,960","11,203","11,539","11,113"
"437","[P]","    Hankook Ilbo","7,736","7,810","8,299","7,737","7,999","8,320","8,058","9,324","9,255","10,254","9,125","9,719","10,138","10,174","11,108"
"438","[P]","    Intelius","17,755","15,998","12,809","10,188","11,299","12,436","10,180","10,304","10,791","11,197","10,920","11,263","11,611","11,807","11,095"
"439","[P]","    Sankei Shimbun","12,609","13,635","13,342","12,306","10,560","10,657","10,150","13,197","10,633","11,294","10,490","10,404","11,158","11,618","11,075"
"440","[P]","    The Royal Bank Of Scotland","12,436","11,907","11,330","11,602","10,993","11,709","11,322","11,616","10,486","10,588","9,854","9,637","10,196","10,188","11,063"
"441","[P]","    Softissimo","6,602","8,784","8,939","9,466","7,928","8,430","7,227","8,059","7,932","8,523","7,433","6,343","7,207","9,632","11,038"
"442","[P]","    Nintendo Co.","9,704","10,122","9,300","10,414","12,090","10,307","8,078","9,392","8,142","7,797","9,644","10,205","9,929","9,290","11,030"
"443","[P]","    DIPAN.COM","1,723","2,789","1,520","668","2,838","4,332","4,774","3,633","3,339","1,123","1,793","3,312","11,992","12,735","11,026"
"444","[P]","    Agricultural Bank of China","6,289","6,561","6,333","7,242","6,278","6,696","5,563","6,917","6,414","7,387","7,981","8,338","9,130","9,945","10,998"
"445","[P]","    Yellow Pages Group","12,189","11,734","11,236","11,124","10,924","11,259","10,342","11,416","11,036","11,151","11,142","11,360","10,481","10,891","10,990"
"446","[P]","    6.CN","15,294","11,901","9,911","8,740","9,448","10,046","10,723","9,976","10,039","10,314","12,890","12,786","11,326","10,497","10,981"
"447","[P]","    Sanoma Group","11,446","11,080","11,632","11,607","11,577","12,212","11,394","11,426","11,052","11,662","13,208","11,192","11,049","10,612","10,951"
"448","[M]","    CMBCHINA.COM","8,961","9,082","8,295","8,281","7,349","8,421","7,049","7,214","7,653","8,198","7,861","8,410","9,012","9,881","10,945"
"449","[P]","    Groupe Amaury","8,057","8,625","8,748","8,609","8,590","10,278","9,276","9,348","8,429","10,345","9,145","9,791","9,696","10,546","10,934"
"450","[P]","    BMW","7,609","7,306","7,791","7,034","7,116","6,786","6,015","7,369","7,173","8,052","8,223","7,292","7,666","9,161","10,924"
"451","[M](u)","    ABC.COM","6,455","8,598","9,574","11,417","7,537","11,198","9,908","12,095","9,174","9,792","6,991","6,954","8,035","11,984","10,908"
"452","[P](u)","    CBC-Radio Canada Sites","9,466","10,199","10,966","11,194","9,769","10,981","9,438","11,465","10,880","11,472","10,992","9,104","10,153","10,782","10,906"
"453","[P]","    IncrediMail Ltd","9,044","8,339","8,520","8,290","8,552","8,652","7,901","8,377","7,990","7,693","7,980","6,901","6,782","8,996","10,894"
"454","[P]","    World of Warcraft (App)","11,972","11,961","11,885","10,966","12,094","12,072","11,016","10,040","9,490","9,755","10,149","11,312","10,325","10,279","10,870"
"455","[P](U)","    LEGACY.COM*","8,593","8,777","8,974","8,957","8,819","10,567","9,304","10,000","9,951","9,302","9,960","10,164","10,891","10,491","10,757"
"456","[P]","    Le Monde Sites","7,222","8,201","8,351","8,055","7,711","9,542","8,102","9,236","8,156","10,336","8,220","8,540","8,040","8,966","10,753"
"457","[M](U)","    IMAGESHACK.US","13,522","13,300","13,885","22,520","27,189","32,067","28,591","30,667","29,278","25,807","20,280","21,576","22,234","22,285","10,744"
"458","[M]","    Azureus (App)","9,790","10,003","10,711","10,918","10,804","10,603","9,752","9,999","9,704","10,252","10,211","10,798","10,384","10,297","10,744"
"459","[P](u)","    ROGERS","7,895","7,970","7,931","7,924","9,716","10,433","10,008","10,843","9,659","9,700","9,496","9,064","10,356","10,078","10,701"
"460","[M]","    UNIVISION.COM*","10,834","9,702","9,847","9,729","8,737","9,032","8,585","9,511","8,790","9,748","9,505","9,908","10,480","9,964","10,693"
"461","[P](u)","    KONGREGATE.COM","7,556","6,501","7,587","8,758","10,258","8,945","8,282","8,433","8,909","9,589","9,958","10,769","11,176","9,903","10,657"
"462","[P]","    Internet Initiative Japan","10,273","10,031","9,997","9,654","9,134","8,822","8,014","9,144","7,939","8,832","8,482","9,266","10,372","9,938","10,644"
"463","[P]","    WIKIMAPIA.ORG","13,503","12,850","12,390","11,193","11,364","12,370","10,900","12,064","10,826","12,665","12,818","12,757","12,324","12,833","10,641"
"464","[P]","    Fairfax Media","9,233","9,597","10,917","11,252","9,933","10,718","10,118","11,139","9,275","10,688","10,153","9,626","9,886","9,942","10,613"
"465","[P]","    PriceGrabber","12,515","11,320","10,339","11,642","13,021","11,364","8,913","9,779","8,762","8,679","8,681","8,937","9,800","9,077","10,558"
"466","[P](U)","    HealthGrades","12,942","13,090","13,334","13,945","12,488","14,769","13,250","14,022","12,344","11,600","11,121","11,006","13,666","11,290","10,550"
"467","[P]","    MULTIPLY.COM","11,920","11,419","11,470","11,596","10,312","10,592","9,402","10,034","9,517","9,705","9,544","9,313","9,856","10,204","10,521"
"468","[P](u)","    Toshiba Corp","6,372","6,866","6,613","6,671","6,547","7,818","7,802","8,268","7,789","7,107","7,200","8,689","8,924","9,134","10,485"
"469","[P]","    Dong-A Ilbo","7,008","7,543","6,689","6,608","6,522","6,975","6,469","7,752","7,737","8,667","8,154","8,686","8,918","9,179","10,471"
"470","[P]","    Vector Inc.","8,243","7,983","8,230","8,095","9,037","8,130","7,022","7,613","7,924","8,441","7,892","8,941","10,847","10,478","10,469"
"471","[P]","    Viva street Classifieds","9,315","9,779","9,273","8,912","8,207","10,363","9,213","9,744","8,850","10,200","9,790","9,924","10,887","10,145","10,434"
"472","[M]","    NEWGROUNDS.COM","10,668","9,875","10,512","10,393","10,793","10,332","9,247","9,230","9,357","10,154","10,664","10,748","9,979","9,621","10,431"
"473","[P](u)","    Source Interlink Companies","14,223","13,715","14,448","14,439","13,188","14,357","13,612","13,812","12,570","11,991","11,439","11,269","11,393","11,058","10,420"
"474","[P]","    LOWES.COM","9,165","8,774","8,349","10,034","10,318","10,135","8,073","9,441","9,857","10,404","10,280","10,397","10,090","10,086","10,414"
"475","[M](U)","    MILLIYET.COM.TR (w/ history)","7,971","8,045","7,191","7,226","6,813","9,871","9,143","9,644","9,108","9,509","8,973","9,521","9,426","9,123","10,392"
"476","[P]","    News International","13,091","12,254","10,348","9,872","9,047","9,782","8,103","8,828","9,025","10,933","10,900","10,136","11,113","9,656","10,368"
"477","[P]","    Chinabyte Technology Co.","11,484","11,784","9,752","8,641","6,316","6,586","5,572","6,491","5,879","6,331","8,587","9,839","8,811","9,647","10,285"
"478","[P]","    EZINEARTICLES.COM","21,895","22,287","23,887","22,869","21,722","24,124","20,346","17,215","12,420","10,847","10,300","10,615","9,752","9,942","10,279"
"479","[P]","    QIDIAN.COM","8,335","7,485","6,852","5,537","5,958","5,925","6,998","6,636","6,342","8,432","9,913","9,994","9,704","8,643","10,275"
"480","[P]","    Home Retail Group","9,573","9,184","10,122","11,719","13,142","10,546","7,954","8,138","8,668","8,292","8,493","8,986","9,339","9,174","10,264"
"481","[P](u)","    Dogan Online","8,283","7,787","8,348","8,070","8,585","8,806","8,622","9,260","8,930","8,473","8,248","7,993","8,745","9,070","10,250"
"482","[P]","    Gap, Inc.","8,996","8,881","10,125","12,734","12,244","9,006","7,130","8,283","7,809","7,488","8,657","8,642","10,378","9,807","10,235"
"483","[P]","    Big Fish Games Sites","11,907","11,030","10,594","10,534","11,379","12,162","11,137","10,797","10,298","11,466","11,468","11,351","10,627","10,355","10,230"
"484","[P]","    Lojas Americanas","10,368","10,416","10,764","10,553","10,935","10,762","9,313","9,611","9,258","9,901","9,412","9,529","9,556","9,574","10,219"
"485","[P]","    CHINA.COM.CN","9,511","8,756","7,662","6,575","5,343","5,309","5,985","7,515","7,004","7,687","8,299","9,106","9,004","9,057","10,206"
"486","[P]","    Kohls Corporation","8,815","7,811","8,599","13,747","14,175","8,667","7,107","8,096","7,883","7,566","7,720","8,282","9,627","9,824","10,201"
"487","[P]","    CANALBLOG.COM*","7,167","8,121","8,511","8,384","7,814","7,728","7,476","7,625","7,690","8,263","7,811","7,083","8,249","8,740","10,199"
"488","[M]","    MOBILE9.COM","8,408","9,036","9,425","8,782","9,399","9,495","8,087","8,708","8,447","9,447","9,271","9,425","9,891","9,994","10,198"
"489","[P](U)","    COOKS.COM","10,805","9,996","10,970","13,190","14,998","11,673","9,883","10,260","10,394","10,194","9,646","10,234","10,192","9,727","10,126"
"490","[P]","    Kuaiche.com Sites","7,293","6,836","6,609","6,307","5,885","5,802","5,009","4,895","4,715","4,735","8,033","10,351","9,921","9,317","10,126"
"491","[P]","    Cisco Systems, Inc.","8,908","8,744","8,863","8,037","7,766","8,526","7,777","8,265","7,739","7,330","8,364","7,766","8,006","9,140","10,121"
"492","[M]","    GMARKET.CO.KR (w/ history)","10,705","10,533","9,791","8,947","9,411","9,260","7,671","8,084","8,039","8,458","8,525","8,484","8,826","9,068","10,104"
"493","[M](U)","    EVITE.COM (w/ history)","5,915","5,031","5,661","5,936","5,750","4,501","3,947","4,148","3,983","5,217","4,358","4,080","8,822","9,327","10,071"
"494","[P]","    OPENDNS.COM","9,089","9,566","8,972","9,275","9,294","9,189","8,551","9,326","8,507","10,080","9,912","9,685","10,166","10,480","10,069"
"495","[P]","    Lloyds Banking Group plc","9,453","8,941","8,569","8,668","8,503","8,885","9,029","8,989","8,920","9,495","9,406","9,658","9,368","9,417","10,051"
"496","[P]","    USAFIS.ORG","14,395","12,897","8,995","4,249","5,611","6,717","6,415","7,759","9,080","11,175","10,008","12,828","10,493","7,523","10,033"
"497","[C](U)","    TOPIX.COM (w/ history)","10,308","11,084","10,966","10,562","9,813","10,789","9,981","11,557","11,945","12,768","12,812","11,836","11,478","10,562","10,015"
"498","[P]","    Nestle","10,122","10,637","11,448","11,264","11,127","8,586","7,213","7,733","8,186","9,301","9,428","8,483","9,226","9,302","9,994"
"499","[P](U)","    24H.COM.VN","3,508","3,306","3,391","3,598","3,663","3,722","3,740","4,186","3,750","5,821","6,394","6,730","6,812","9,609","9,956"
"500","[M]","    ALLABOUT.CO.JP","9,914","9,839","9,407","8,917","9,022","9,892","8,502","8,343","7,988","9,027","8,853","8,995","9,134","9,602","9,952"
"501","[P]","    TIMEANDDATE.COM","7,139","7,661","7,987","7,285","7,650","7,956","6,343","8,015","6,706","7,628","7,759","7,538","8,425","8,385","9,913"
"502","[M]","    INTERIA.PL","9,398","9,415","9,501","9,858","9,769","10,098","9,227","9,902","9,420","10,054","9,136","8,960","9,131","9,437","9,860"
"503","[P]","    PANDORA.TV","10,309","13,045","11,769","11,803","12,897","15,746","15,284","15,475","11,544","9,752","9,479","9,403","9,802","9,629","9,860"
"504","[P]","    Indian Railways","8,308","8,192","8,733","8,827","8,428","8,664","8,019","8,499","8,591","9,896","8,864","8,940","9,232","8,997","9,852"
"505","[P]","    Aljazeera","5,760","6,257","6,531","6,063","5,674","10,513","16,480","12,237","8,429","9,665","7,077","6,862","9,586","8,652","9,837"
