"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2014 comScore, Inc"
"","","","Time Period :: February 2013 - April 2014","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/1/2014","","","","","",""

"","","","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013","Nov-2013","Dec-2013","Jan-2014","Feb-2014","Mar-2014","Apr-2014"
"686","[P]","    PIPI.CN","5,558","5,164","6,282","9,352","6,603","5,379","5,213","4,474","5,320","5,965","5,379","5,698","4,729","3,398","2,991"
"687","[P]","    EZINEARTICLES.COM","6,758","7,479","7,089","6,146","4,223","3,647","4,220","3,532","3,740","3,948","2,829","3,138","2,835","2,947","2,989"
"688","[P]","    FrostWire","5,268","5,183","4,866","4,687","4,499","4,702","4,896","4,572","4,259","3,885","3,746","3,604","3,287","3,244","2,968"
"689","[P]","    GAME2.CN","803","830","1,031","1,073","797","1,065","841","623","652","1,017","2,611","3,804","3,824","1,133","2,965"
"690","[M](u)","    STARPULSE.COM (w/ history)","3,621","4,292","3,969","3,430","3,168","2,454","3,086","3,386","2,788","2,688","2,870","2,735","2,866","2,610","2,933"
"691","[P]","    Gameforge Sites","15,602","15,439","15,942","15,186","13,872","14,580","10,826","8,596","5,065","4,211","3,718","3,496","3,176","2,910","2,917"
"692","[P]","    Miarroba Networks","3,142","3,494","3,299","3,263","2,885","3,057","3,342","3,256","3,104","3,275","2,632","2,848","2,745","3,041","2,915"
"693","[P]","    RAYLI.COM.CN","3,482","4,198","4,074","4,402","3,710","3,802","3,793","3,202","3,152","3,109","3,066","2,957","1,901","3,279","2,897"
"694","[M](u)","    MERCHANTCIRCLE.COM","6,746","7,195","6,365","5,361","5,092","5,073","4,613","4,199","4,281","2,773","2,348","2,731","2,650","2,759","2,839"
"695","[P]","    PANET.CO.IL","5,616","5,940","4,921","4,809","4,630","4,759","4,110","3,626","3,447","3,140","3,037","3,181","2,936","3,056","2,820"
"696","[M]","    IMAGESHACK.US","6,404","7,532","6,364","4,640","4,525","5,139","4,824","4,721","4,106","4,044","4,112","4,875","3,552","3,254","2,805"
"697","[P]","    UPTODOWN.COM","2,805","3,264","3,656","3,348","3,008","3,116","3,073","2,815","2,873","3,018","2,919","3,338","3,052","3,164","2,800"
"698","[P]","    Chosun Ilbo","2,174","2,444","1,897","2,214","1,911","2,456","2,754","1,965","2,575","2,252","2,760","2,697","2,669","2,618","2,734"
"699","[P]","    Korea Economic Daily","2,005","2,026","1,226","1,315","1,131","1,158","1,438","1,577","1,771","1,856","1,837","2,496","2,306","2,494","2,720"
"700","[P]","    Pepsi Co.","3,376","3,642","4,236","4,299","3,523","3,862","3,595","3,012","3,288","3,790","2,968","3,843","3,319","2,751","2,697"
"701","[P]","    Kipubli","2,937","3,521","3,260","3,269","2,799","2,603","2,252","3,115","3,665","3,352","2,971","3,342","3,107","3,080","2,697"
"702","[P]","    123GREETINGS.COM","5,387","4,326","3,538","3,899","3,392","3,049","3,969","3,470","3,648","3,618","6,387","3,946","3,313","2,332","2,666"
"703","[P]","    JMnet (JoongAng Media Network)","1,638","1,654","1,372","1,000","896","2,920","1,928","2,212","2,140","2,185","2,691","2,381","2,454","2,482","2,663"
"704","[P]","    SeaRainbow Holding Corp","1,729","1,564","2,404","2,306","2,358","2,425","2,289","2,235","2,190","2,151","2,184","2,329","2,251","2,655","2,640"
"705","[P]","    Art.com Sites","4,605","4,526","4,233","4,157","3,799","3,912","4,500","4,196","4,371","4,443","4,012","4,076","3,561","3,223","2,627"
"706","[P]","    WANMEI.COM","2,074","2,294","3,064","4,892","4,994","10,835","3,225","4,529","4,528","2,305","2,255","1,946","1,651","2,374","2,557"
"707","[P]","    Notrefamille.com Sites","4,549","4,762","3,824","3,910","2,978","3,011","2,842","3,095","3,314","3,703","3,574","3,055","3,028","2,999","2,549"
"708","[P](u)","    Universia","2,712","3,365","3,788","3,598","3,031","2,680","3,132","3,117","3,553","3,271","2,248","2,663","2,721","2,910","2,541"
"709","[P]","    Clearspring Technologies","2,007","2,052","2,114","3,005","2,432","2,297","2,444","2,670","2,216","1,989","1,837","1,996","1,821","2,713","2,534"
"710","[M]","    CHEATCC.COM (w/ history)","5,037","5,804","5,351","5,289","6,442","5,834","5,127","5,536","6,225","5,389","5,464","5,351","3,446","3,185","2,483"
"711","[P]","    RapidShare AG","20,425","20,741","17,968","16,778","14,688","11,431","10,738","10,412","10,446","9,812","8,933","7,770","3,704","3,457","2,420"
"712","[P]","    Lotte Group","1,933","1,767","1,873","1,838","1,783","1,989","1,667","1,829","1,954","2,025","2,571","2,802","2,416","2,548","2,416"
"713","[M]","    VTC.VN","2,455","2,966","2,883","2,964","2,779","3,196","3,352","3,532","3,585","2,990","3,248","2,666","2,255","2,505","2,346"
"714","[P]","    Dong-A Ilbo","1,770","1,995","1,642","1,564","1,379","1,320","1,575","1,369","1,672","1,620","2,006","2,183","2,000","2,041","2,304"
"715","[P]","    WIND Telecomunicazioni","1,972","2,543","2,295","2,416","2,101","3,222","3,009","2,701","2,566","2,453","2,324","2,829","2,581","2,562","2,301"
"716","[P]","    HAWAAWORLD.COM","2,768","3,287","3,013","3,063","2,920","3,139","2,586","2,409","2,234","2,278","2,314","2,231","2,265","2,387","2,288"
"717","[P]","    Benesse Corporation","3,008","3,273","2,901","2,763","2,736","2,945","2,576","2,688","2,971","2,530","2,657","3,278","3,031","3,222","2,237"
"718","[P]","    Habbo Network","3,734","4,047","4,143","3,942","3,576","4,701","3,890","3,139","2,943","2,693","2,940","2,741","2,047","2,277","2,228"
"719","[P]","    spreadshirt","3,121","3,764","3,377","3,754","3,414","3,331","3,112","2,744","3,022","3,035","3,088","2,565","2,198","2,133","2,178"
"720","[P]","    PHPNUKE.ORG","2,881","3,621","3,535","2,673","1,666","1,402","1,264","2,150","1,873","1,889","1,237","469","694","1,693","2,170"
"721","[M](U)","    TUENTI.COM","6,907","6,668","6,355","5,938","5,683","5,235","4,481","4,478","4,100","3,764","3,548","3,556","2,685","2,472","2,143"
"722","[P]","    CJ Group","3,671","2,907","2,477","3,401","4,653","4,940","2,107","1,905","2,198","1,986","1,890","2,337","2,315","2,485","2,117"
"723","[P]","    Maeil Business Newspaper","1,940","2,151","1,296","1,400","1,215","1,346","2,006","1,482","1,294","1,834","2,197","2,253","2,483","2,076","2,117"
"724","[P]","    AmericanGreetings Property","4,105","3,126","2,577","3,333","2,468","2,152","2,039","2,165","2,478","2,743","4,922","3,092","2,800","2,061","2,011"
"725","[P]","    Job.com Sites","2,733","3,097","2,321","2,518","2,775","3,705","4,179","3,310","2,714","2,531","2,655","4,552","4,653","5,967","1,989"
"726","[P]","    GARENA.COM","2,152","2,320","2,195","2,180","2,296","2,652","2,798","2,563","2,613","2,360","2,216","2,282","2,171","2,163","1,932"
"727","[P]","    BLOGBUS.COM*","1,039","1,333","1,716","1,678","1,452","1,837","1,673","1,244","1,458","1,397","1,479","1,524","1,599","2,421","1,926"
"728","[P]","    SBS (Seoul Broadcasting System)","1,878","2,083","1,792","1,650","1,475","1,572","1,687","1,794","1,937","1,977","2,335","1,921","2,593","1,861","1,900"
"729","[P]","    OPENDNS.COM","1,103","1,480","1,522","1,632","1,521","1,581","1,443","1,465","1,618","1,524","1,335","1,546","1,376","1,673","1,895"
"730","[P]","    Interpark","921","1,006","1,156","1,136","1,062","838","1,046","999","1,505","1,587","1,374","1,927","1,649","1,989","1,888"
"731","[P]","    USAFIS.ORG","4,159","3,405","3,761","3,002","4,474","2,605","2,804","2,143","2,824","1,978","1,437","1,636","2,325","2,922","1,873"
"732","[P]","    Bokee Sites","1,126","779","1,506","1,316","1,025","1,247","1,649","1,395","1,450","2,443","1,740","1,745","1,613","1,788","1,863"
"733","[P]","    Cyworld","3,533","3,416","2,665","2,546","2,290","1,994","1,705","1,788","1,826","1,518","1,890","1,701","1,648","1,695","1,862"
"734","[M]","    NISSEN.CO.JP","2,905","3,125","3,131","3,198","3,004","2,423","2,472","2,763","3,134","3,133","2,445","1,745","1,756","1,979","1,846"
"735","[P]","    AVS4YOU.COM","3,665","3,723","3,531","2,981","2,764","2,672","2,828","2,979","2,867","2,890","2,727","2,595","2,404","2,119","1,818"
"736","[P](U)","    Media General Sites","4,150","4,076","4,635","1,530","1,731","1,669","1,754","1,693","1,685","1,594","1,627","2,028","1,799","1,673","1,804"
"737","[P]","    Fotosearch, LLC","2,836","3,577","3,360","3,165","2,322","1,864","1,762","1,629","1,906","2,041","1,680","1,752","1,736","2,062","1,755"
"738","[M]","    Camfrog (App)","2,831","2,918","3,079","2,909","2,657","2,600","2,408","2,369","2,158","2,061","2,125","2,041","1,919","2,053","1,738"
"739","[P]","    Hankook Ilbo","2,138","2,200","1,223","1,211","1,207","1,158","1,030","1,103","1,274","1,413","1,521","1,360","1,626","1,593","1,711"
"740","[P]","    SHOUTMIX.COM","2,609","2,927","2,764","2,865","2,534","2,717","2,495","2,654","2,579","2,410","2,230","2,257","2,061","2,017","1,709"
"741","[P]","    265.COM","1,574","1,763","2,663","2,306","1,622","1,369","1,257","3,116","2,627","1,635","1,725","1,411","1,419","2,064","1,671"
"742","[P]","    CDUNIVERSE.COM","3,983","4,213","3,743","3,230","2,909","2,880","2,874","2,498","2,529","2,539","2,458","2,191","1,966","1,738","1,627"
"743","[P]","    GoNamic GmbH","1,644","1,794","1,685","1,743","1,861","1,620","1,748","1,529","1,599","1,691","1,710","1,905","1,656","1,861","1,625"
"744","[M](U)","    GAMES2WIN.COM","2,434","2,634","2,299","2,390","2,722","2,775","2,602","2,054","2,141","1,953","2,118","1,975","1,639","2,022","1,618"
"745","[P]","    SHOPLOCAL.COM","1,856","1,971","1,904","1,700","1,680","2,004","2,076","1,818","1,783","2,641","2,564","1,661","1,508","1,549","1,612"
"746","[P](U)","    Sonico Inc.","3,257","3,346","3,291","3,293","2,907","2,807","2,738","2,370","2,575","2,341","1,872","1,965","1,848","1,666","1,609"
"747","[P]","    JSOFTJ.COM","3,526","3,878","3,552","3,694","3,724","3,797","3,325","2,565","2,242","2,301","2,361","2,803","2,215","1,975","1,598"
"748","[P]","    DLTK Network Sites","2,190","2,143","2,085","1,777","1,430","1,297","1,332","1,876","1,900","1,668","1,362","1,388","1,487","1,520","1,587"
"749","[P]","    TE3P.COM","2,176","2,677","2,375","2,621","2,791","3,041","2,460","1,811","1,612","1,571","1,631","1,855","1,544","1,674","1,561"
"750","[P]","    Seoul Newspaper","1,726","1,711","912","1,119","1,040","1,060","1,159","928","1,238","1,344","1,267","1,708","1,660","1,629","1,504"
"751","[P]","    WebMediaBrands Inc.","6,581","7,803","7,619","7,210","7,434","6,997","6,517","6,327","6,929","7,264","1,554","1,896","1,585","1,714","1,479"
"752","[P]","    GameDuell","2,127","2,020","1,897","1,875","1,838","1,658","1,494","1,338","1,245","1,658","1,761","1,697","2,066","2,177","1,464"
"753","[P]","    MOZOOK.COM","386","620","1,100","1,117","1,699","2,712","2,711","2,226","1,991","2,579","2,267","2,340","2,072","1,960","1,446"
"754","[P]","    PHOTOFUNIA.COM","1,732","1,906","1,732","1,863","1,761","1,629","1,709","1,435","1,273","1,433","1,838","1,638","1,530","1,511","1,423"
"755","[P](u)","    Warner Music (w/ history)","113,209","126,089","129,586","133,389","133,197","136,828","136,675","2,329","2,293","2,224","2,237","1,965","1,814","1,384","1,421"
"756","[P]","    OYUNLAR1.COM","3,546","3,700","1,835","754","771","918","902","788","804","1,316","1,756","1,738","1,405","1,557","1,414"
"757","[M]","    Play.com Sites","2,968","3,156","2,674","2,793","2,792","2,711","3,031","2,860","3,107","3,700","3,377","2,263","1,855","1,542","1,409"
"758","[P]","    KBS (Korean Broadcasting System)","1,135","1,131","1,095","1,041","1,249","1,044","991","1,075","940","1,138","1,186","1,241","1,173","1,215","1,379"
"759","[M]","    FLASHGAMES247.COM","2,505","2,900","2,432","2,516","2,487","2,581","2,185","1,794","1,643","1,709","1,858","1,766","1,439","1,563","1,377"
"760","[P]","    RORO44.COM","2,085","2,558","2,316","1,744","1,539","1,296","1,442","1,437","1,185","1,177","1,224","1,313","1,268","1,317","1,347"
"761","[P]","    RAYFILE.COM","1,168","1,264","1,660","1,679","1,632","1,500","1,599","1,299","1,088","1,135","1,151","1,176","1,092","1,320","1,337"
"762","[P]","    M5ZN.COM","6,060","6,964","6,278","6,271","5,681","5,351","4,298","3,145","1,862","1,812","1,871","1,935","1,636","1,326","1,312"
"763","[P]","    MULTIPLY.COM","4,544","3,630","1,091","749","325","256","391","2,309","2,138","1,819","1,703","1,711","1,344","1,599","1,309"
"764","[P]","    DexOne","3,709","4,191","4,318","3,360","3,620","2,590","1,937","2,162","2,422","1,919","1,995","2,212","1,775","1,444","1,276"
"765","[M]","    GAMEZHERO.COM","1,717","1,885","1,878","1,704","1,638","1,666","1,596","1,237","1,226","1,379","1,329","1,478","1,252","1,314","1,271"
"766","[P]","    Clouditalia Communications","1,422","1,435","1,281","1,261","1,075","1,745","1,504","1,613","1,514","1,566","1,373","1,554","1,252","1,233","1,267"
"767","[P]","    QIANQIAN.COM","2,846","2,743","2,029","1,990","1,767","1,694","1,609","1,488","1,379","1,414","1,336","1,163","1,035","1,323","1,266"
"768","[P]","    Kuaiche.com Sites","2,138","2,163","2,337","2,209","2,255","2,067","1,674","1,616","1,508","1,552","1,430","1,457","1,195","1,434","1,237"
"769","[P]","    KT Group","1,142","1,194","886","857","762","1,173","982","838","964","1,129","1,376","1,204","1,675","1,443","1,227"
"770","[P]","    BITCOMET.COM","2,078","1,970","2,068","2,249","2,044","1,918","2,475","1,982","1,684","1,535","1,627","1,594","1,354","1,461","1,218"
"771","[P]","    Interdots International","3,037","4,636","2,357","1,745","1,886","2,386","2,035","2,175","1,614","1,447","1,267","1,413","1,604","1,243","1,213"
"772","[P]","    GAMES2GIRLS.COM","1,816","1,956","1,839","1,920","2,037","2,156","1,967","1,478","1,464","1,571","1,511","1,453","1,225","1,386","1,212"
"773","[P]","    HENHAOJI.COM","849","907","1,108","1,194","763","591","502","441","796","566","588","898","534","1,448","1,208"
"774","[P]","    ARTISTdirect Network","3,568","3,895","3,799","3,535","3,478","3,448","3,242","2,908","3,155","2,854","2,683","2,562","1,167","1,219","1,202"
"775","[P]","    1616.NET","1,186","9,570","13,205","15,484","14,164","12,321","14,979","13,725","10,367","1,236","1,127","1,076","1,031","1,316","1,179"
"776","[P]","    SEDO Sites","1,058","1,155","1,163","1,064","1,067","964","1,315","1,411","1,484","1,328","1,491","1,664","1,505","1,395","1,172"
"777","[P]","    Hallmark","1,499","1,417","1,159","1,191","1,032","1,191","1,140","1,262","1,118","1,656","2,058","1,215","1,422","1,034","1,162"
"778","[P]","    SHVOONG.COM","2,997","3,229","2,419","1,840","1,417","812","960","1,308","1,397","1,294","915","1,036","1,040","1,210","1,139"
"779","[P]","    IMAGEVENUE.COM","1,468","1,558","764","171","142","136","145","1,172","161","104","169","123","132","697","1,139"
"780","[P]","    GRAAAM.COM","1,926","2,273","1,978","2,061","2,145","2,020","1,886","1,414","1,271","1,168","1,123","1,233","1,210","1,228","1,137"
"781","[P]","    DOMAINTOOLS.COM","6,077","6,502","5,296","4,386","4,239","4,178","3,925","2,590","1,945","1,890","1,413","1,593","1,653","1,702","1,128"
"782","[P]","    Earthlink","1,678","1,833","1,903","1,683","1,832","1,672","1,733","1,484","2,000","2,143","2,056","2,300","2,098","1,384","1,124"
"783","[P]","    GYYX.CN","2,323","9,856","763","11,239","990","1,071","1,167","912","1,415","3,261","1,154","484","461","650","1,106"
"784","[P]","    PlasmaNet Sites","942","990","811","775","920","862","1,182","813","885","877","1,295","1,497","1,248","1,193","1,106"
"785","[P]","    PICZO.COM","401","499","479","377","346","372","354","364","305","364","315","435","546","1,139","1,098"
"786","[M]","    ELYRICS.NET","4,992","5,871","5,619","4,913","4,288","4,224","2,952","2,371","2,106","1,939","1,620","1,524","1,169","1,186","1,092"
"787","[P]","    Adoos Classifieds S.L.","3,692","4,177","3,862","3,218","2,314","2,598","2,464","1,967","1,934","1,593","1,268","1,573","1,372","1,333","1,059"
"788","[P]","    Stateless Systems","1,611","1,763","1,769","1,758","1,979","1,888","2,078","1,761","1,634","1,576","1,851","1,684","1,200","1,304","1,031"
"789","[P]","    Eastman Kodak","1,719","1,798","1,675","1,467","1,287","1,553","1,401","1,450","1,562","1,413","1,019","1,207","953","1,124","1,024"
"790","[P]","    USEN Group","1,071","1,182","1,174","1,113","1,051","1,091","1,139","974","1,076","1,000","1,043","1,052","1,020","1,108","989"
"791","[P]","    BUECHER.DE","1,292","1,277","1,094","1,203","1,148","1,254","1,263","1,196","1,556","1,587","1,762","1,373","1,219","1,042","979"
"792","[P]","    MBC (Munhwa Broadcasting Corp.)","791","860","769","767","882","846","844","764","662","624","976","850","1,059","828","943"
"793","[G](u)","    FLIXSTER.COM","1,366","1,479","1,278","1,158","1,154","1,174","1,067","978","1,012","1,176","1,263","1,045","870","1,250","928"
"794","[P]","    ArticlesBase.com Sites","1,222","1,593","1,464","1,226","956","857","976","927","930","1,014","816","874","898","907","910"
"795","[P]","    Fotovista Group","731","1,073","1,046","1,136","1,050","1,143","1,214","1,257","1,213","1,063","1,152","895","907","880","909"
"796","[P]","    GAMEZER.COM","1,730","1,856","1,625","1,508","1,624","1,895","1,621","1,255","1,186","1,103","1,102","1,148","941","1,015","901"
"797","[P]","    SODAHEAD.COM (w/ history)","2,847","2,905","2,882","2,737","2,453","2,830","2,034","1,585","1,782","1,469","1,446","1,319","1,066","967","894"
"798","[P]","    DIGG.COM","2,883","3,136","2,685","2,515","2,413","940","957","790","874","986","3,987","1,180","1,035","1,181","884"
"799","[M]","    GAMERSHELL.COM","1,637","1,619","1,538","1,582","1,495","1,600","1,746","1,167","1,124","1,290","1,241","1,143","1,064","969","876"
"800","[P]","    PBASE.COM","1,051","1,251","1,208","1,158","1,248","1,222","1,300","1,146","1,261","1,133","894","1,015","1,032","1,167","852"
"801","[P]","    mIRC","1,255","1,361","1,189","1,165","1,027","1,169","1,023","1,073","1,001","1,069","913","1,039","908","942","840"
"802","[P]","    Hankyoreh Newspaper","452","774","467","426","334","440","361","371","389","595","473","549","565","541","838"
"803","[P]","    DUOTEGAME.COM","427","259","393","301","363","376","383","262","198","185","190","243","171","297","802"
"804","[P]","    GGL Media","1,340","1,628","1,661","2,001","1,822","1,967","1,611","1,432","1,578","1,669","1,362","1,355","989","918","799"
"805","[P]","    TORRENTPORTAL.COM","1,560","1,859","1,664","1,287","1,005","1,239","889","968","1,014","1,219","1,083","956","668","687","753"
"806","[M]","    USSEARCH.COM","849","919","808","837","753","829","1,161","904","716","845","549","768","838","565","749"
"807","[P]","    Pangea Media","1,242","1,712","2,408","1,155","1,100","1,164","991","854","1,009","1,074","980","926","828","876","738"
"808","[P]","    2DPLAY.COM","1,528","1,769","1,542","1,479","1,360","1,461","1,177","963","795","945","978","999","858","859","736"
"809","[M]","    FRESHEYE.COM","977","1,174","1,008","983","1,086","1,114","916","936","1,104","854","734","1,063","775","681","729"
"810","[P]","    6RB.COM","1,939","2,561","2,679","2,679","2,551","1,921","2,174","1,196","940","1,041","962","862","842","745","724"
"811","[P]","    Imaginova Network","886","857","888","869","738","608","717","778","829","982","797","823","666","844","710"
"812","[P](u)","    HMV","677","815","1,260","1,202","1,109","1,080","1,076","1,182","1,138","1,573","1,705","944","739","722","697"
"813","[P]","    MININOVA.ORG","2,097","2,262","1,891","1,647","1,736","1,595","1,658","1,373","1,530","1,579","1,281","1,205","964","985","681"
"814","[P]","    MEXAT.COM","1,295","1,505","1,280","1,310","1,223","1,180","1,014","844","807","733","696","825","786","720","677"
"815","[P]","    Oversee.net Network","593","690","634","725","514","491","456","444","559","649","615","484","657","990","669"
"816","[P]","    Ganz","706","857","1,008","930","1,154","1,224","1,244","886","798","969","1,008","1,039","647","827","649"
"817","[P]","    ORBITDOWNLOADER.COM","7,729","8,005","1,590","1,549","1,346","1,285","977","775","734","765","413","631","621","698","642"
"818","[P]","    OHMYNEWS.COM","653","595","388","368","497","357","572","322","437","486","484","642","404","525","620"
"819","[P]","    ABOUTUS.ORG","665","748","816","759","721","677","698","661","596","631","584","770","605","668","617"
"820","[P]","    SONGS.PK","6,710","7,211","7,851","5,299","168","198","250","149","286","969","1,129","913","722","734","615"
"821","[P]","    COOLCHASER.COM","1,321","1,640","1,680","1,600","1,534","1,512","1,271","1,241","1,133","841","911","756","574","582","599"
"822","[P]","    Belo","7,878","7,680","8,744","9,583","7,678","8,322","7,825","7,362","7,906","7,690","7,930","956","847","940","596"
"823","[P]","    ALTOOLS.COM","330","297","274","474","428","356","683","1,664","1,451","1,495","1,060","833","643","524","572"
"824","[P]","    BRG8.COM","3,268","3,944","3,811","3,845","2,321","2,042","1,730","1,540","1,402","1,349","851","553","538","510","565"
"825","[P]","    KUKINEWS.COM","716","907","243","275","197","293","558","299","313","331","356","442","597","551","533"
"826","[P]","    Bravenet Web Services","1,093","1,073","1,005","910","843","916","790","644","596","570","631","583","453","536","518"
"827","[P]","    COOLSAVINGS.COM*","1,629","1,221","1,236","1,141","1,045","1,069","1,145","901","678","1,022","617","869","646","755","512"
"828","[P]","    JEDDAHBIKERS.COM","1,348","1,463","1,483","1,319","1,443","1,266","824","857","742","670","827","785","698","640","509"
"829","[P]","    ARABSEYES.COM","1,706","1,767","1,450","1,442","1,229","1,059","969","837","737","673","665","632","535","514","501"
"830","[P]","    EMP3WORLD.COM","1,432","1,650","1,176","805","746","741","649","351","144","N/A","N/A","46","395","450","496"
"831","[P]","    NOWCOM","599","496","274","563","534","461","477","316","391","494","598","516","1,039","633","495"
"832","[P]","    DIVSHARE.COM","1,432","1,413","2,262","1,882","971","1,105","777","635","680","688","678","650","1,619","699","494"
"833","[P]","    COOLS4U.COM","531","617","511","458","485","397","399","400","389","380","357","398","342","426","434"
"834","[P]","    edaily","649","625","307","314","233","339","354","255","440","390","397","551","598","392","419"
"835","[P]","    SHERV.NET","594","698","731","725","651","650","541","550","542","596","418","504","434","338","403"
"836","[P]","    JEERAN.COM","358","794","389","437","470","478","493","440","366","353","369","413","439","413","398"
"837","[M]","    CBS.CO.KR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","406","301","254","395"
"838","[P]","    PartyGaming","1,376","1,108","1,513","706","690","615","649","518","666","645","932","792","787","534","381"
"839","[P]","    6ARAB.COM","552","612","497","536","429","309","369","395","426","404","352","374","297","368","309"
"840","[P]","    TOPSHAREWARE.COM","519","528","460","476","359","480","377","384","513","368","405","284","295","313","308"
"841","[P]","    FANBOX.COM","1,388","1,122","882","554","561","702","377","376","341","246","319","196","264","264","285"
"842","[M]","    MYLIVEPAGE.COM","598","575","509","464","358","331","238","341","330","387","322","292","258","284","278"
"843","[P]","    NAMIPAN.COM","280","325","500","463","534","491","456","385","282","284","281","143","94","224","255"
"844","[P]","    DOWNLOAD3000.COM","516","583","471","578","486","560","678","603","510","428","680","587","420","339","251"
"845","[P]","    PSICOFXP.COM","3,246","4,628","4,597","4,396","3,495","4,355","4,687","547","265","377","335","376","342","317","247"
"846","[M]","    PICNIK.COM","1,290","1,282","1,141","1,065","1,027","907","894","664","693","498","571","498","355","299","244"
"847","[P]","    Blockbuster Inc.","2,559","3,086","2,335","2,062","2,109","2,181","2,209","1,993","1,584","1,548","1,173","874","582","311","244"
"848","[P]","    TOGGLE.COM","2,261","2,520","2,073","1,730","1,478","949","656","421","374","453","239","193","166","210","239"
"849","[P]","    Mio.tv Network","51","41","56","154","346","268","484","519","294","302","181","204","282","299","238"
"850","[P]","    Iplay Games","2,796","2,894","2,549","2,250","2,108","1,993","1,967","1,849","1,831","1,666","241","305","244","211","216"
"851","[M]","    Mundoanuncio","113","103","77","48","49","60","58","187","135","113","288","234","271","207","212"
"852","[P]","    EVERSAVE.COM","466","740","550","615","685","909","722","620","844","871","687","438","576","381","192"
"853","[P]","    IDT Corporation","215","304","306","265","194","162","204","281","154","146","182","221","216","204","184"
"854","[P]","    ELAANA.COM","402","542","431","444","384","385","294","230","233","184","198","256","203","214","183"
"855","[P]","    FILESTUBE.COM","16,068","21,385","22,575","21,425","19,109","15,596","15,297","15,013","14,232","5,597","655","686","368","296","175"
"856","[P]","    PLAYLIST.COM","885","1,239","1,177","1,346","1,270","727","486","323","315","239","331","237","152","144","174"
"857","[P]","    Guardian Media Group (exc The Guardian)","671","783","804","685","621","360","412","403","416","364","259","364","246","265","171"
"858","[P]","    MSGPLUSLIVE.NET","968","804","648","807","471","373","300","585","426","273","190","307","322","266","162"
"859","[P]","    OWNSKIN.COM","359","333","338","306","296","242","206","171","200","162","163","149","135","163","152"
"860","[P]","    FRIENDSTER.COM","253","371","331","341","298","336","322","243","491","351","397","358","210","257","150"
"861","[P]","    KOOWO.COM","219","271","382","420","390","228","202","176","173","147","129","92","112","120","120"
"862","[P]","    PYZAM.COM","77","97","71","74","93","50","31","164","168","139","82","108","86","122","108"
"863","[P]","    FortuneCity Global Community","372","363","489","384","415","248","204","123","189","152","186","133","161","142","108"
"864","[M]","    MP3LYRICS.ORG","1,109","1,376","1,313","1,150","947","903","799","294","226","163","222","228","176","179","98"
"865","[P]","    XANGA.COM","959","1,122","1,045","1,069","1,000","1,024","874","371","214","135","186","134","82","96","97"
"866","[P]","    TORRENTZ.COM","224","189","183","150","122","150","113","156","118","173","97","89","93","88","97"
"867","[P]","    POMOHO.COM","51","75","152","175","163","156","160","89","120","79","114","78","84","95","96"
"868","[P]","    LIMEWIRE.COM","202","247","283","200","240","228","246","158","165","131","133","114","131","128","86"
"869","[P]","    BADONGO.COM","880","950","742","668","642","625","537","435","437","391","380","306","258","291","80"
"870","[P]","    DIPAN.COM","1,415","1,528","6,365","334","99","128","64","50","57","37","42","36","37","69","72"
"871","[M]","    SUITE101.COM (w/ history)","2,766","2,986","2,910","2,330","1,866","2,077","1,813","1,000","863","1,210","666","698","583","457","68"
"872","[P]","    8D.CN","117","101","112","152","132","108","56","83","108","183","142","62","39","60","66"
"873","[P]","    QQ163.COM","259","550","814","725","565","585","320","351","159","164","83","72","65","110","56"
"874","[P]","    Veoh (App)","138","164","146","128","125","102","129","85","83","67","66","65","63","133","45"
"875","[P]","    B5Media","226","193","204","164","141","153","114","120","123","119","58","131","98","63","43"
"876","[P]","    ZSHARE.NET","67","49","77","60","47","39","43","34","24","27","49","49","37","41","42"
"877","[P]","    Meebo Messenger IM","292","342","366","362","157","90","122","58","40","60","50","48","51","70","35"
"878","[P]","    WARESEEKER.COM","77","98","93","76","75","100","70","54","76","212","145","144","80","84","33"
"879","[M]","    PLAYFISH.COM","1,950","1,383","2,576","2,468","4,057","3,411","2,163","46","47","21","23","N/A","14","N/A","30"
"880","[P]","    iEUROP Sites","15","41","N/A","30","37","16","44","38","38","24","79","43","53","43","28"
"881","[M]","    Neuf Cegetel","34","20","20","63","16","29","N/A","31","N/A","N/A","N/A","N/A","N/A","N/A","28"
"882","[P]","    SUMOTORRENT.COM","1,942","2,368","1,817","1,720","1,504","1,607","728","10","N/A","N/A","N/A","14","24","17","21"
"883","[P]","    SWEETIM.COM","167","117","125","222","189","93","58","85","71","81","50","41","32","21","15"
"884","[M]","    Hyves","2,752","2,720","2,318","2,210","2,023","1,859","1,821","1,807","1,908","2,088","297","109","8","5","9"
"","MyMetrix Legend","","","","","",""
"","[P]         Property","","","","","",""
"","[M]         Media Title","","","","","",""
"","[C]         Channel","","","","","",""
