"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2014 comScore, Inc"
"","","","Time Period :: February 2013 - April 2014","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/1/2014","","","","","",""

"","","","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013","Nov-2013","Dec-2013","Jan-2014","Feb-2014","Mar-2014","Apr-2014"
"167","[P](u)","    Forbes Digital","25,604","26,964","26,196","26,431","26,051","27,676","26,151","27,676","29,876","28,652","28,584","30,643","25,727","29,856","27,258"
"168","[P]","    IKEA","24,533","27,416","25,428","25,022","24,831","28,308","32,956","31,403","30,406","33,284","29,331","32,311","27,928","28,392","27,117"
"169","[P]","    Intuit","31,220","25,299","24,347","13,545","12,102","14,151","12,479","12,582","13,343","12,231","12,997","24,853","35,179","25,745","27,045"
"170","[P](u)","    IHeartRadio Network","19,474","19,313","21,841","19,697","20,922","23,174","24,247","24,042","20,879","22,192","22,519","24,085","23,436","29,524","26,754"
"171","[P]","    21CN Corporation Limited","12,799","15,515","24,634","28,879","23,715","21,964","22,050","18,020","19,450","24,410","38,844","26,056","21,994","27,252","26,664"
"172","[P]","    NIH","26,214","28,449","27,271","26,797","25,274","26,055","25,594","27,083","31,332","29,707","25,014","27,314","26,466","28,315","26,564"
"173","[P]","    Vodafone Group","29,728","30,920","28,988","27,911","26,400","28,948","28,427","28,936","28,937","27,329","28,631","30,359","27,070","27,836","26,407"
"174","[P]","    Oracle Corporation","13,115","14,295","13,482","13,934","30,724","29,450","27,256","30,639","32,105","30,086","25,026","29,874","26,293","27,800","26,211"
"175","[P]","    TQ Digital Entertainment","19,780","20,720","25,442","24,721","23,117","26,847","25,694","26,493","26,513","24,253","29,945","23,357","19,985","31,538","25,447"
"176","[M]","    AVAST.COM","23,052","26,102","24,958","34,425","31,096","28,576","28,867","32,733","27,222","28,264","31,157","29,040","25,387","28,155","25,246"
"177","[P](U)","    Telegraph Media Group","27,474","27,335","28,107","26,618","24,718","26,078","27,422","28,662","28,875","27,334","25,848","27,201","23,394","28,292","25,149"
"178","[P](u)","    Grupo Abril","23,997","26,672","26,538","27,283","27,090","26,573","27,874","26,517","28,918","27,699","24,042","24,693","23,977","24,605","24,991"
"179","[P]","    RTL Group Sites","25,902","28,346","28,030","29,525","28,337","26,929","27,696","27,538","27,507","26,539","25,347","26,694","23,925","25,687","24,378"
"180","[P]","    Gruner+Jahr Sites","24,691","26,356","24,647","24,452","23,908","25,147","26,110","26,919","27,872","27,020","27,325","28,199","25,613","24,932","24,133"
"181","[P]","    Fox Interactive Media","18,032","20,759","21,127","21,575","20,180","22,563","23,500","29,502","29,897","27,777","26,601","25,063","24,634","27,260","24,106"
"182","[P](U)","    WorldNow Sites","23,577","22,633","22,463","23,391","20,142","21,168","22,156","21,558","23,629","23,064","22,820","27,181","24,079","23,852","23,880"
"183","[M]","    YOUDAO.COM","13,271","17,034","23,893","20,891","19,484","20,095","19,693","18,373","18,641","19,966","21,198","14,931","14,644","22,613","23,701"
"184","[C](u)","    HotChalk (w/ history)","27,132","27,996","28,092","27,368","20,119","17,308","19,875","26,380","29,627","26,841","22,676","23,739","24,587","24,906","23,569"
"185","[P]","    Bank of America","25,680","25,670","26,028","25,601","24,179","23,381","22,552","23,574","23,701","22,781","22,597","22,132","21,476","23,180","23,244"
"186","[P]","    Iliad - Free.fr Sites","23,995","25,650","24,618","24,708","23,275","22,874","22,527","24,513","25,090","24,118","23,018","24,250","22,556","23,154","22,419"
"187","[P](U)","    Groupe TF1","25,093","27,380","25,453","24,210","24,048","23,807","23,241","23,748","24,293","23,810","23,464","25,731","25,882","25,003","22,226"
"188","[P]","    BADOO.COM","24,239","25,582","26,317","25,722","24,718","26,387","26,528","25,323","24,692","25,368","24,021","25,209","22,431","22,642","22,147"
"189","[P]","    AT&T, Inc.","25,054","27,427","26,312","26,678","27,127","26,766","26,289","27,300","26,591","24,705","25,421","23,974","22,191","23,829","22,131"
"190","[P]","    GMO Internet Group","25,816","27,403","26,729","26,879","25,597","26,028","26,040","25,426","25,437","24,026","24,544","23,963","21,010","22,719","22,015"
"191","[P]","    Kering","32,579","33,975","34,311","34,310","34,188","27,744","26,720","27,314","26,055","27,020","25,781","27,049","21,809","23,600","21,993"
"192","[P](u)","    WORDREFERENCE.COM","31,250","34,517","36,020","36,206","31,727","29,009","28,883","30,817","37,587","35,924","27,074","27,225","28,813","28,296","21,756"
"193","[P](U)","    PANDORA.COM","22,591","23,883","23,605","23,566","21,232","21,352","22,227","23,113","22,966","22,449","24,802","21,709","19,768","21,879","21,702"
"194","[P]","    Ebuzzing","24,095","25,944","24,930","24,124","22,924","24,087","22,929","23,074","24,763","25,204","22,772","23,246","23,755","21,727","21,660"
"195","[M]","    HUANQIU.COM","10,950","11,360","17,744","21,037","20,423","24,771","20,943","20,225","19,419","18,547","18,369","17,410","15,194","24,165","21,659"
"196","[P]","    Citigroup","19,327","19,890","20,429","20,036","20,006","19,439","19,395","21,932","22,007","22,417","22,409","21,993","21,473","22,392","21,251"
"197","[P]","    Solocal Group","26,083","27,636","26,963","26,839","25,367","25,094","22,775","22,422","23,047","21,325","20,266","22,314","21,592","22,048","21,063"
"198","[P]","    JPMorgan Chase Property","22,152","22,968","22,540","21,774","21,630","20,053","18,701","21,185","20,953","20,332","21,340","20,661","20,492","21,265","20,982"
"199","[P]","    Opera Software","26,924","27,749","25,797","23,711","22,476","22,500","21,242","21,101","21,657","22,097","20,439","19,361","18,845","20,538","20,933"
"200","[P]","    B2W Digital","15,705","17,668","17,474","18,041","18,090","19,345","19,239","20,697","21,190","23,726","23,528","21,199","18,860","20,835","20,814"
"201","[P]","    Corel Corporation","13,292","15,199","16,231","16,938","16,333","16,595","17,581","19,474","20,590","21,387","20,121","20,269","17,798","21,128","20,791"
"202","[P](U)","    CareerBuilder LLC","25,409","27,120","25,944","26,056","24,307","25,892","25,351","25,473","26,609","25,093","19,729","23,306","21,873","24,050","20,567"
"203","[M]","    CMBCHINA.COM","12,706","14,064","19,702","21,047","20,317","22,654","22,823","23,399","22,695","25,266","25,289","23,473","20,367","22,815","20,511"
"204","[P](u)","    Populis","26,402","28,752","30,249","29,433","28,732","29,525","30,870","30,626","28,482","27,548","24,755","24,773","21,290","22,039","20,481"
"205","[P]","    Kingsoft Corp","17,243","16,904","19,954","18,497","14,375","14,300","12,767","12,033","11,574","12,048","14,525","13,213","15,583","24,125","20,481"
"206","[P]","    METRO Group","17,345","18,148","17,003","18,607","18,864","18,622","19,405","21,730","23,055","28,100","32,831","27,698","21,929","22,430","20,425"
"207","[P]","    Verizon Communications Corporation","21,076","23,316","23,308","22,587","22,446","23,705","23,148","24,609","22,072","24,428","26,838","21,610","20,746","20,772","20,388"
"208","[P]","    Kakaku.com Inc.","22,739","24,687","23,086","23,923","23,531","23,729","24,030","23,386","22,184","21,703","21,702","21,520","19,856","21,840","20,378"
"209","[P]","    Volkswagen Group","19,586","23,586","24,405","25,098","24,227","22,168","19,723","23,493","22,436","23,106","22,262","20,905","20,797","22,863","20,376"
"210","[P]","    Sakura Internet","25,188","26,255","26,267","27,649","26,449","26,620","27,487","26,730","25,724","24,163","24,459","23,822","21,851","21,757","20,158"
"211","[P](u)","    Encyclopaedia Britannica","22,394","23,714","23,254","22,339","18,437","17,614","17,564","20,878","23,976","23,040","19,210","19,605","19,471","21,859","20,133"
"212","[P]","    ProSiebenSat1 Sites","24,400","27,221","27,027","28,052","25,760","23,400","23,558","21,643","21,205","19,399","19,556","19,948","19,339","19,821","20,043"
"213","[P]","    Procter & Gamble","13,228","17,060","17,117","20,147","21,792","21,971","18,525","23,865","25,031","29,750","25,443","23,978","23,000","22,901","19,932"
"214","[P](u)","    Cox Enterprises Inc.","24,262","24,741","25,013","24,062","23,159","24,751","23,959","22,334","23,174","21,337","20,779","22,178","21,236","21,522","19,804"
"215","[P](U)","    WhitePages","21,777","23,886","22,175","21,809","19,961","20,649","23,204","21,402","22,594","21,365","23,302","21,746","18,971","20,500","19,646"
"216","[P](U)","    AccuWeather Sites","17,445","18,403","17,919","20,339","23,378","23,822","25,795","18,879","17,951","18,674","21,388","24,803","22,982","20,887","19,497"
"217","[P](u)","    Grupo Clarin","16,333","17,018","17,032","16,879","16,337","17,971","19,705","18,534","19,228","19,923","19,470","17,548","17,543","19,031","19,495"
"218","[P](u)","    CafeMom Network","22,072","21,711","21,312","24,482","20,888","24,582","23,918","22,313","22,793","25,114","22,770","20,331","19,567","20,055","19,389"
"219","[P](U)","    Vocento","20,894","21,179","22,624","22,216","20,214","19,372","18,687","19,160","21,322","20,881","19,312","20,201","18,926","20,460","19,330"
"220","[P](u)","    Trinity Mirror Group","13,865","13,734","16,463","16,526","17,447","17,290","18,941","17,252","19,250","20,312","20,682","21,557","19,625","21,495","19,282"
"221","[P]","    General Motors","18,581","24,634","23,923","21,261","23,831","24,116","22,359","24,152","23,620","24,736","21,537","15,364","14,403","19,123","19,249"
"222","[P]","    Wells Fargo","19,999","20,400","20,443","20,308","19,818","18,360","18,077","18,919","19,005","17,750","17,642","18,457","17,628","18,732","19,021"
"223","[P](u)","    Reuters Sites","25,696","27,733","28,060","24,025","23,957","24,073","20,834","22,429","21,407","18,061","16,884","16,944","17,776","24,263","18,940"
"224","[P]","    UPLOADED.NET","34,848","38,248","34,754","35,726","32,836","32,404","30,565","27,742","27,617","25,461","23,498","23,607","20,421","20,203","18,899"
"225","[P]","    Vivendi","18,160","18,645","17,897","18,446","17,075","17,183","16,794","19,222","20,663","21,020","20,957","21,782","19,856","20,487","18,805"
"226","[P]","    Target Corporation","24,167","25,626","24,492","24,965","23,915","26,482","27,118","24,308","26,628","35,592","38,829","24,619","19,858","21,446","18,695"
"227","[M](U)","    BAIXAKI.COM.BR (w/ history)","19,002","23,130","22,820","23,242","22,158","23,150","22,405","21,654","22,676","20,754","19,276","19,154","17,359","18,858","18,628"
"228","[P]","    Seesaa","23,456","24,989","24,584","25,320","25,140","25,334","23,290","23,093","21,894","21,187","20,646","21,124","19,340","19,716","18,601"
"229","[M](U)","    IZLESENE.COM","12,657","13,420","13,168","13,066","13,056","10,739","10,399","9,925","10,332","9,717","10,583","9,959","9,490","13,319","18,537"
"230","[P]","    Trovit Sites","13,662","13,579","12,040","17,441","17,111","19,093","19,428","20,585","21,079","19,680","17,004","22,609","19,926","20,024","18,524"
"231","[P]","    Seiko Epson Corp","13,608","15,367","15,531","16,135","15,699","14,686","14,963","16,889","16,312","16,758","17,204","17,158","16,195","21,101","18,500"
"232","[P](u)","    Best Buy Sites","23,584","26,055","23,513","23,480","24,526","26,638","27,457","25,849","25,676","40,028","40,056","25,400","21,081","21,181","18,438"
"233","[P]","    TIEXUE.NET","10,332","12,854","24,275","23,813","21,215","20,130","20,160","17,781","20,203","17,748","18,114","15,885","14,799","19,352","18,434"
"234","[P]","    Sears Sites","22,118","23,857","22,236","22,713","21,530","22,080","21,844","21,644","21,457","29,033","29,190","19,570","17,424","18,767","18,399"
"235","[M](u)","    MYNET.COM","18,048","18,547","17,792","18,155","17,174","16,559","14,982","16,122","16,248","14,925","16,552","16,365","15,907","17,832","18,211"
"236","[P]","    Dell","19,515","23,939","23,511","20,863","22,443","24,115","20,583","19,901","21,121","21,624","21,090","20,215","16,752","18,826","18,147"
"237","[P]","    Nissan","11,353","12,871","14,504","17,013","12,605","15,491","13,078","19,185","15,257","16,270","14,085","13,424","12,532","18,229","17,952"
"238","[P]","    Real.com Network","35,094","39,992","36,622","33,205","36,155","32,183","28,720","35,040","25,614","24,044","22,249","20,137","19,952","18,685","17,901"
"239","[P](u)","    Advance Digital","16,254","17,844","17,802","18,401","16,014","17,640","17,401","18,655","18,933","18,038","18,430","19,412","17,379","18,756","17,689"
"240","[P]","    Nike","11,090","13,443","13,771","13,319","11,536","14,239","14,973","13,521","12,826","14,726","17,195","13,512","12,331","14,317","17,590"
"241","[P]","    XICI.NET","6,182","8,148","13,421","14,356","13,762","15,441","15,213","14,175","13,931","14,066","15,284","12,125","12,842","16,894","17,323"
"242","[P](U)","    LeGuide.com Sites","26,799","28,490","26,206","24,398","21,427","20,590","19,824","20,468","21,467","21,753","20,990","21,323","18,443","18,350","17,183"
"243","[P](U)","    BabyCenter","19,234","21,269","21,507","22,050","21,254","22,565","22,755","21,334","22,746","20,293","18,509","19,198","17,392","17,773","17,135"
"244","[P]","    TGBUS.COM","11,357","11,280","14,593","14,935","17,110","17,741","17,711","15,432","14,452","14,375","14,346","15,028","14,014","17,374","17,125"
"245","[M](u)","    ALTERVISTA.ORG (w/ history)","14,049","17,549","17,720","14,874","12,845","14,289","14,410","16,940","18,950","17,892","14,408","16,435","15,737","15,623","16,984"
"246","[P](u)","    SpinMedia","62,276","63,476","61,151","56,693","54,327","55,416","55,893","49,957","52,076","45,550","44,238","41,845","33,279","32,575","16,968"
"247","[P](U)","    Buscape Company","20,656","22,520","22,735","22,013","21,696","22,443","22,558","20,473","21,905","23,497","21,912","19,525","17,944","18,342","16,891"
"248","[P]","    The Home Depot, Inc.","15,615","18,482","20,571","21,391","20,345","21,793","19,285","17,138","15,990","19,006","16,313","16,426","14,231","15,922","16,844"
"249","[P]","    51.COM","5,512","7,512","11,972","11,547","9,892","11,069","9,940","7,380","8,453","8,234","8,117","7,405","7,018","10,026","16,806"
"250","[P]","    Indian Railways","13,143","14,088","14,723","16,412","15,052","13,972","14,701","16,344","17,203","16,797","17,043","16,537","15,517","17,204","16,679"
"251","[P]","    Grupo Santander","12,797","14,039","13,898","14,114","14,111","14,109","14,829","15,579","16,147","15,906","16,068","16,456","15,751","16,941","16,663"
"252","[P]","    Gruppo Fiat","12,792","14,821","15,738","17,386","15,278","16,718","17,123","16,593","16,197","18,408","21,711","16,664","16,993","18,704","16,662"
"253","[P]","    Ford Motor Company","13,867","18,017","15,458","16,408","15,694","15,602","16,632","16,733","16,047","17,837","18,721","14,426","13,441","16,326","16,574"
"254","[M](U)","    MLB.COM*","8,666","12,654","21,037","19,310","18,334","17,850","17,995","15,456","13,538","5,806","6,259","6,161","6,852","11,231","16,561"
"255","[P](U)","    Sky Sites","15,278","17,512","18,379","19,009","16,873","16,736","18,540","17,541","16,645","16,597","15,999","17,215","15,038","17,463","16,507"
"256","[P]","    Onlinedown Sites","9,205","12,399","17,357","17,801","14,573","16,163","18,117","14,377","13,265","12,838","13,287","11,307","12,435","18,485","16,496"
"257","[P](u)","    Batanga Sites","8,970","10,015","9,922","10,803","13,907","13,266","13,599","13,491","16,071","17,284","17,040","15,290","15,285","16,061","16,448"
"258","[P]","    Toyota Group","15,013","17,546","16,404","15,678","16,336","17,691","16,111","17,942","18,478","19,330","16,078","17,467","16,404","20,004","16,363"
"259","[P]","    Nifty Corporation","22,890","23,948","22,374","22,668","21,944","21,918","21,490","20,263","19,532","18,460","17,864","18,701","16,520","16,711","16,212"
"260","[P]","    L'Oreal Sites","11,758","16,836","19,092","15,742","16,323","16,437","13,769","13,395","16,348","17,471","16,027","13,765","13,649","17,336","16,147"
"261","[P]","    UPS Sites","17,719","19,139","18,565","18,575","17,043","17,940","18,055","17,186","17,931","18,780","26,518","18,757","16,713","16,658","16,137"
"262","[P]","    Lycos Global Search And Media","27,799","31,912","29,237","29,615","25,147","25,018","24,020","20,931","21,542","20,755","17,876","18,284","15,718","17,640","16,038"
"263","[P]","    ING Group","13,870","14,986","14,313","14,664","14,439","14,810","13,721","15,616","17,060","16,349","15,643","16,440","15,278","15,910","15,811"
"264","[P](u)","    Rediff.com India Ltd","17,101","16,666","17,211","17,695","17,090","17,906","18,005","16,252","15,312","16,993","18,503","17,934","15,315","14,856","15,753"
"265","[P]","    Capital One","14,502","15,784","15,494","16,069","15,370","16,203","15,955","16,236","15,912","15,401","14,833","14,819","13,729","16,001","15,736"
"266","[P]","    Nokia","21,510","21,426","19,477","22,711","20,356","21,321","19,706","22,066","21,150","18,505","21,253","17,173","14,315","16,950","15,722"
"267","[P]","    HC International Inc.","6,402","10,219","17,096","18,166","13,794","15,139","14,364","14,607","13,509","14,188","14,337","9,852","10,539","16,084","15,717"
"268","[M](U)","    MILLIYET.COM.TR","13,160","14,284","14,404","16,020","16,918","16,115","15,929","14,850","14,981","14,556","14,920","14,458","13,907","16,500","15,664"
"269","[P]","    Recruit Co., Ltd.","69,197","72,780","17,325","16,937","16,499","17,327","17,765","17,380","15,643","16,040","16,473","16,701","16,627","18,275","15,664"
"270","[P]","    DEEZER.COM","9,270","10,296","10,465","11,109","11,323","12,183","14,626","14,072","14,183","14,786","16,254","18,022","18,561","16,232","15,656"
"271","[P]","    American Express","16,761","17,993","17,077","17,550","18,816","17,911","17,621","17,984","15,778","16,370","16,332","14,718","13,708","15,055","15,498"
"272","[P]","    NIC.IN","12,253","13,762","13,803","18,127","17,020","17,290","15,545","13,789","13,586","13,577","15,680","16,261","16,144","17,039","15,467"
"273","[P]","    IRS.GOV","22,614","16,931","16,860","7,532","6,308","6,283","5,747","4,929","5,565","4,191","4,582","11,218","19,989","14,574","15,371"
"274","[P](u)","    HomeAway","9,749","10,765","10,078","10,159","11,561","13,830","12,198","9,694","9,352","8,501","7,989","16,814","14,610","16,299","15,368"
"275","[P]","    PriceGrabber","13,570","14,761","15,640","13,497","13,352","13,798","14,236","18,024","24,538","25,137","23,194","25,128","18,935","18,375","15,339"
"276","[P]","    SOFTBANK Group","17,303","18,679","17,109","17,642","17,151","17,913","17,285","17,758","17,031","16,162","16,027","16,914","16,092","16,908","15,244"
"277","[P](u)","    Michelin Group","15,079","15,034","16,056","16,931","16,876","18,490","18,568","15,781","15,746","14,751","14,121","15,151","13,054","14,823","15,191"
"278","[P](u)","    Grupo Intercom","18,865","20,192","20,049","19,236","16,455","16,419","15,842","17,092","17,292","16,668","13,631","16,910","16,156","16,472","15,165"
"279","[P](U)","    RCS Media Group","8,593","9,120","15,122","16,552","13,364","13,335","11,846","14,405","15,940","15,462","14,772","15,576","15,087","14,233","15,086"
"280","[M]","    LIVEINTERNET.RU","13,025","14,589","12,697","12,258","11,232","11,293","11,596","12,596","13,173","16,048","17,089","15,999","15,388","16,209","15,080"
"281","[P]","    BitComet (App)","18,148","18,124","17,991","18,072","17,383","17,331","16,936","16,726","16,603","16,318","16,448","16,074","15,340","15,401","15,017"
"282","[P]","    LVMH Sites","13,049","14,940","16,020","17,083","17,767","19,101","16,525","19,426","18,123","21,011","23,137","15,702","14,573","15,912","14,942"
"283","[M]","    ZING.VN","14,383","15,578","15,299","15,532","15,242","15,739","15,879","15,853","16,229","16,014","15,477","15,337","14,815","15,018","14,923"
"284","[P]","    CUSTHELP.COM*","15,480","16,453","16,810","16,404","16,649","16,382","16,972","17,231","17,777","17,829","16,252","17,493","15,207","16,146","14,740"
"285","[P]","    United Online, Inc","15,957","17,084","18,615","18,377","15,964","15,312","18,162","18,459","18,486","18,548","18,718","18,236","15,185","16,607","14,615"
"286","[P](U)","    Hulu","19,399","19,935","19,389","19,004","17,348","17,114","16,501","15,973","17,074","17,833","18,162","15,924","12,754","14,845","14,607"
"287","[P]","    Seat Pagine Gialle","13,107","14,233","14,546","14,287","13,579","17,294","15,690","16,954","18,652","16,715","15,016","15,840","13,971","14,730","14,606"
"288","[P]","    Canon Inc.","9,070","10,515","15,307","14,277","13,690","12,510","11,706","17,339","14,752","16,461","20,390","13,048","10,492","12,525","14,588"
"289","[P]","    KIEV.UA*","9,094","9,861","9,272","8,933","8,853","9,204","9,275","9,712","10,159","11,209","10,916","10,964","13,114","16,021","14,529"
"290","[P]","    Staples.com Sites","11,028","11,113","10,574","9,855","10,038","10,892","12,780","11,122","11,467","13,363","14,231","15,021","14,100","15,363","14,519"
"291","[P]","    Groupe Figaro","14,081","15,201","14,725","15,376","14,725","14,686","13,415","14,458","14,699","15,423","14,190","14,580","14,390","14,601","14,463"
"292","[P](u)","    National Geographic Sites","15,659","15,571","15,880","16,005","13,754","12,961","13,532","14,735","16,882","17,007","14,248","14,461","13,315","14,521","14,422"
"293","[C](U)","    METROLYRICS.COM","20,787","21,959","21,383","21,384","19,657","18,056","17,325","16,760","19,484","19,556","17,846","15,985","14,788","15,647","14,382"
"294","[P]","    UUSEE.COM","3,245","3,140","5,192","4,851","3,808","3,682","3,910","4,511","3,539","4,276","11,988","13,390","12,873","20,396","14,354"
"295","[P]","    NEC Corporation","19,308","20,513","19,007","19,565","19,260","19,519","18,944","16,966","15,978","15,650","15,421","16,291","14,723","15,471","14,286"
"296","[M]","    BABYLON.COM (w/ history)","101,492","85,627","87,049","84,532","99,743","100,300","90,031","71,797","52,716","43,691","30,615","23,994","18,554","17,567","14,277"
"297","[P]","    DUOTE.COM","8,540","11,225","15,030","15,817","14,447","16,161","15,299","12,821","12,891","12,653","12,900","10,839","10,426","15,577","14,199"
"298","[P](u)","    Yellowbook Network","25,720","26,721","24,004","27,783","23,745","26,508","19,874","18,161","18,825","18,401","16,547","17,946","16,167","15,098","14,097"
"299","[P]","    ZHAOPIN.COM","7,637","14,060","18,900","20,065","16,293","18,335","15,366","15,136","17,158","14,205","14,374","9,058","14,504","16,190","14,076"
"300","[C](U)","    E! Online (w/ history)","11,626","11,619","11,896","12,009","11,960","12,901","14,000","13,680","13,976","13,138","14,226","14,754","12,514","15,840","14,054"
"301","[M]","    19LOU.COM","5,803","7,442","11,806","13,103","12,308","13,296","12,597","11,970","11,005","12,225","11,458","9,559","10,423","13,471","14,038"
"302","[P]","    WildTangent Media","16,634","17,929","18,408","18,087","18,247","19,232","18,495","16,400","15,993","16,067","16,005","15,821","14,284","14,480","14,021"
"303","[P]","    Reed Elsevier Group","13,530","15,038","15,009","13,648","11,637","11,642","11,401","13,140","14,717","13,879","11,536","12,171","12,760","14,696","13,992"
"304","[P]","    PSA Peugeot Citroën","8,044","11,653","11,317","11,489","10,665","9,923","9,090","10,491","10,755","12,299","10,458","10,540","11,735","13,917","13,977"
"305","[P]","    Gap, Inc.","8,336","10,197","9,223","10,560","9,557","11,755","11,581","10,754","10,349","13,219","14,092","10,343","10,283","12,425","13,930"
"306","[P]","    Hatena","20,372","21,126","19,424","19,013","18,477","18,761","17,940","17,659","16,711","16,107","15,940","16,571","14,512","15,236","13,906"
"307","[P]","    Pearson Education","20,858","20,890","20,752","19,887","11,814","10,321","13,618","19,668","19,905","17,203","14,831","15,283","14,994","15,747","13,869"
"308","[P](u)","    Canoe Network","14,289","15,625","15,661","14,605","13,716","14,071","13,961","13,576","14,081","16,093","14,230","15,545","14,282","15,456","13,859"
"309","[P]","    Groupe M6","17,131","18,243","15,902","15,900","14,763","16,279","15,547","15,772","15,765","15,276","14,504","16,158","14,627","13,914","13,762"
"310","[P]","    Rising Corp. Limited","10,784","10,952","11,619","10,339","8,750","7,818","7,742","7,822","8,839","7,681","10,935","11,655","11,337","15,644","13,735"
"311","[P]","    KAIXIN001.COM","11,130","13,269","21,781","22,493","17,635","19,207","18,400","16,807","18,214","17,688","16,644","14,163","12,557","16,128","13,713"
"312","[P](U)","    CollegeHumor / Cracked Network","9,081","9,756","9,124","7,773","8,086","7,711","12,206","8,286","8,945","9,320","7,991","8,512","7,641","15,612","13,638"
"313","[P]","    QIDIAN.COM","8,204","9,511","13,825","14,392","13,790","15,508","15,146","13,280","12,405","11,728","12,112","13,118","9,747","13,185","13,634"
"314","[P](U)","    Move, Inc. Real Estate Sites","13,128","14,392","14,601","14,244","13,511","14,783","14,138","12,705","12,108","11,251","10,769","13,277","11,855","14,607","13,576"
"315","[P]","    BAIXING.COM","7,510","10,025","12,978","12,488","11,077","11,361","9,721","9,247","9,426","9,208","9,282","8,095","10,660","14,214","13,436"
"316","[P](U)","    Sanoma Group","13,523","14,062","13,876","14,034","13,761","14,603","14,158","13,340","13,925","13,846","13,489","13,798","12,990","13,612","13,412"
"317","[P](U)","    PopSugar","16,045","18,403","15,237","14,284","13,183","13,459","14,026","11,855","13,191","14,705","14,879","13,987","11,561","13,860","13,385"
"318","[P]","    Samurai Factory Inc.","17,314","18,319","16,837","17,938","16,394","16,631","16,789","15,864","15,015","14,476","14,749","15,644","14,361","14,430","13,361"
"319","[P]","    SNDA Sites","9,772","10,877","12,773","13,225","12,230","14,269","13,233","13,003","10,339","9,442","25,475","19,127","10,801","13,100","13,136"
"320","[P]","    NextRadio TV","13,787","16,610","15,351","15,891","14,390","14,763","13,714","14,631","15,613","15,611","14,929","15,484","13,017","15,849","13,108"
"321","[P]","    Shopzilla/Aisle A Sites","24,155","25,452","22,419","20,687","18,190","19,044","17,740","16,671","18,448","20,262","20,500","16,680","12,307","13,547","13,089"
"322","[P](U)","    PBS","16,551","14,965","15,458","14,896","10,910","10,438","9,784","13,021","14,881","14,555","12,925","15,345","14,466","14,156","13,050"
"323","[P]","    HSBC","15,934","16,675","16,924","16,565","17,267","16,955","15,370","14,865","14,504","13,994","13,578","13,526","12,001","13,237","13,048"
"324","[P]","    Excite Japan Sites","16,590","17,524","16,515","17,485","16,715","17,266","16,594","16,308","15,367","14,670","14,459","15,015","13,302","13,636","13,028"
"325","[P](u)","    MeetIC - Match","5,482","5,486","5,185","5,380","5,097","6,988","16,558","15,845","15,780","17,797","15,981","17,654","15,098","14,095","13,014"
"326","[M]","    USPS.COM","13,769","13,971","14,292","14,409","13,756","12,203","13,108","14,285","13,788","13,107","17,291","14,146","13,682","13,912","12,835"
"327","[P](U)","    McClatchy Corporation","12,834","13,878","14,327","14,177","13,137","14,303","14,523","13,741","14,397","14,043","12,843","13,495","13,025","13,749","12,753"
"328","[M](u)","    GAZETA.PL","13,080","13,411","12,736","12,911","12,349","12,465","12,852","12,813","13,422","13,587","13,201","14,297","12,983","13,481","12,733"
"329","[P](u)","    Graham Holdings","32,718","34,550","37,170","35,507","30,398","29,868","31,170","33,019","34,152","32,047","29,553","13,372","13,157","15,512","12,643"
"330","[P]","    FedEx","13,320","14,499","14,039","14,115","11,605","12,474","13,956","13,349","13,425","14,284","18,342","13,109","12,374","12,856","12,637"
"331","[P](U)","    Hi-Media Group","14,637","16,431","15,303","14,625","13,768","13,667","13,820","14,246","14,212","13,534","13,081","12,450","11,689","12,092","12,614"
"332","[M]","    MINICLIP.COM","16,506","20,382","17,280","17,130","17,337","17,331","16,055","13,362","13,465","15,536","16,649","15,657","13,577","13,886","12,529"
"333","[P]","    Macy's Inc.","14,312","15,654","14,927","14,585","14,136","14,014","16,042","14,707","15,716","21,329","22,215","14,125","12,189","13,232","12,383"
"334","[G](U)","    USMAGAZINE.COM","10,178","10,842","12,228","12,718","11,617","13,180","13,640","11,008","11,198","12,406","12,231","12,257","10,118","13,490","12,375"
"335","[P]","    MAPBAR.COM","5,971","8,265","12,578","12,533","11,474","13,385","13,031","11,701","10,335","9,543","9,782","7,742","8,260","11,778","12,374"
"336","[P]","    Xacti Corporation","22,687","26,780","24,940","23,001","22,551","23,186","17,689","20,591","22,960","19,695","17,437","17,599","15,446","15,369","12,346"
"337","[P]","    Globe7","7,967","9,960","9,308","9,291","6,922","5,813","5,422","5,484","4,876","3,863","3,504","3,588","5,515","6,358","12,339"
"338","[P]","    Honda","10,351","12,605","12,348","11,834","12,475","12,640","12,468","13,204","12,773","13,014","10,643","11,620","11,270","14,202","12,190"
"339","[P](U)","    Ancestry.com, Inc.","12,729","13,318","12,311","11,684","11,152","14,146","14,928","12,969","13,117","12,700","11,565","13,989","11,737","13,504","12,122"
