"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: May 2011 - July 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 8/20/2012","","","","","",""

"","","","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012"
"167","[P](u)","    Network 18","38,948","34,534","34,034","30,367","27,221","25,937","25,829","27,428","27,712","24,470","24,811","24,969","26,070","24,401","25,788"
"168","[P](u)","    Ticketmaster","20,188","20,016","21,374","21,338","22,963","27,873","27,995","27,338","27,165","27,501","28,931","27,488","26,621","25,651","25,756"
"169","[P]","    Hatena","18,619","18,689","19,449","20,616","22,060","23,706","23,254","22,901","24,806","24,085","25,461","23,787","25,676","23,200","25,468"
"170","[P](u)","    RCS Media Group","22,080","19,863","19,084","19,728","21,610","28,869","29,309","26,949","31,003","29,734","29,846","29,548","30,166","28,071","25,387"
"171","[P]","    HEXUN.COM","15,393","16,935","19,380","17,426","15,827","18,082","18,450","22,136","27,696","16,540","20,913","21,638","20,709","21,123","25,302"
"172","[P](u)","    CafeMom Network","23,959","24,277","25,245","28,464","26,305","21,880","24,056","23,356","25,042","25,559","23,608","23,848","23,478","23,239","25,234"
"173","[P]","    Bank of America","24,613","26,320","26,843","26,220","25,151","26,377","25,412","24,831","25,069","24,158","24,150","23,247","23,368","23,792","25,177"
"174","[P](u)","    Time Warner (Excl. Turner/WB)","47,814","40,699","41,270","38,369","39,730","39,341","38,805","37,628","38,260","35,586","36,936","37,316","38,331","37,608","25,171"
"175","[P](U)","    Bestofmedia Group","36,580","36,323","26,239","26,489","26,649","27,530","28,263","28,805","28,962","26,501","26,309","25,244","25,916","25,297","25,125"
"176","[P]","    IKEA","18,929","19,311","21,616","24,279","23,915","24,555","25,428","24,911","27,734","24,973","24,627","23,150","22,933","22,860","25,057"
"177","[P](u)","    Populis","19,804","16,599","15,891","13,632","20,228","21,623","21,368","22,576","24,427","23,374","23,042","25,108","25,363","23,380","25,007"
"178","[P](u)","    ValueClick Sites","21,752","18,886","17,994","19,623","21,266","23,679","24,461","23,488","24,407","23,663","24,807","23,242","24,319","24,430","24,945"
"179","[P]","    Kakaku.com Inc.","20,515","20,400","21,432","21,909","22,576","23,563","23,314","24,143","24,737","23,550","25,629","23,601","24,171","23,799","24,745"
"180","[P](u)","    Groupe TF1","24,041","21,093","22,455","23,183","24,320","25,517","23,818","24,218","26,532","24,514","26,056","24,800","26,456","25,541","24,437"
"181","[P](u)","    WORDREFERENCE.COM","14,625","13,376","11,473","13,716","16,344","17,806","17,349","14,229","15,671","16,464","17,733","16,573","18,354","15,998","24,285"
"182","[P]","    Nokia","25,990","27,825","26,952","28,430","30,033","31,404","31,213","31,042","27,578","26,347","26,585","25,111","24,742","24,219","24,103"
"183","[P]","    Samurai Factory Inc.","18,199","19,732","22,658","24,325","28,931","25,841","25,297","23,941","25,896","24,876","26,215","24,208","25,247","23,021","23,806"
"184","[P](u)","    Cox Enterprises Inc.","24,631","24,423","23,920","24,355","23,684","23,577","22,078","24,524","27,046","25,228","26,490","24,321","25,141","23,536","23,687"
"185","[P]","    McAfee.com Sites","11,828","11,533","11,668","12,045","14,870","15,437","20,265","21,377","21,354","21,900","22,005","20,443","21,261","20,804","23,468"
"186","[P]","    AT&T, Inc.","21,990","23,140","23,720","24,951","24,310","25,171","24,333","23,800","22,768","23,194","22,442","21,610","21,627","22,790","23,439"
"187","[P]","    Dell","20,624","21,679","23,891","23,722","24,135","25,226","28,578","25,693","25,471","24,164","25,142","22,198","23,614","22,689","23,287"
"188","[P](u)","    WorldNow Sites","20,311","19,389","19,943","23,451","21,749","22,171","23,880","22,501","24,813","24,598","22,657","22,298","23,576","21,915","23,263"
"189","[P]","    NEC Corporation","20,928","20,089","21,179","22,964","22,299","23,209","22,554","21,930","23,771","22,904","24,485","22,700","24,713","23,946","23,125"
"190","[P](U)","    Nextag.com Sites","28,246","27,243","29,094","30,743","29,224","29,900","33,103","34,449","31,261","26,881","26,956","24,972","24,314","21,669","23,090"
"191","[P]","    Rambler Media","21,741","21,519","23,294","22,623","23,213","25,891","26,155","28,568","23,077","23,754","24,431","23,099","23,662","23,783","23,047"
"192","[P]","    Sears Sites","19,764","20,271","21,737","22,664","23,579","25,758","35,381","34,684","23,380","22,473","23,110","22,167","22,646","22,034","22,865"
"193","[P]","    China Construction Bank","9,946","10,536","9,648","10,514","13,032","14,046","14,597","17,410","19,925","18,664","21,816","20,486","20,182","20,707","22,852"
"194","[P]","    DANGDANG.COM","13,267","13,404","16,002","19,075","22,207","25,849","29,079","26,060","26,436","30,164","33,144","26,637","28,808","37,925","22,851"
"195","[P]","    NIH","22,676","20,718","19,858","21,437","24,523","27,073","26,790","23,558","26,157","26,448","27,427","26,483","26,297","23,952","22,666"
"196","[P](U)","    WhitePages","19,568","21,024","21,618","23,366","22,717","22,337","20,642","23,584","23,930","21,319","21,863","21,565","22,279","22,245","22,603"
"197","[P]","    MEGAUPLOAD.COM","80,298","80,723","84,151","87,729","88,746","97,402","93,690","95,508","90,455","46,479","36,857","31,198","27,849","23,529","22,294"
"198","[P]","    Gruner+Jahr Sites","21,854","21,544","21,511","21,736","22,393","24,917","23,949","25,751","27,045","25,856","24,112","23,862","25,536","24,636","22,097"
"199","[P]","    7K7K.COM","13,222","14,447","19,337","17,138","13,562","16,634","13,486","13,667","19,325","16,299","14,800","16,138","13,440","15,733","21,926"
"200","[P]","    JPMorgan Chase Property","19,140","20,350","21,677","21,687","21,646","23,432","22,994","22,111","21,124","20,477","20,684","20,309","19,809","20,148","21,559"
"201","[P]","    BEEMP3.COM","20,176","19,594","18,974","19,029","20,448","21,546","22,024","24,210","23,298","23,984","25,925","24,799","24,605","22,448","21,415"
"202","[P](U)","    Metacafe","47,078","44,154","42,062","38,272","40,707","39,860","39,500","36,497","33,940","31,650","30,066","39,300","28,888","23,681","21,098"
"203","[P]","    DUOWAN.COM","9,680","10,848","13,346","12,248","11,454","14,500","13,878","14,820","16,682","15,330","17,090","16,298","14,972","17,101","20,970"
"204","[P](u)","    Hearst Corporation","24,382","22,725","22,488","25,997","27,414","26,833","25,427","24,057","26,007","19,324","21,690","21,668","23,206","22,755","20,768"
"205","[P](U)","    CityGrid Media","24,974","24,783","25,984","25,973","23,466","23,013","22,623","22,338","23,102","22,835","23,515","21,883","24,115","21,569","20,767"
"206","[P]","    BitComet (App)","16,328","16,817","17,854","18,448","18,922","20,328","20,086","20,385","21,702","20,511","20,832","20,624","20,792","20,809","20,751"
"207","[P]","    Citigroup","17,891","19,003","19,484","19,732","19,971","19,893","20,102","20,246","19,947","18,721","19,790","19,235","19,341","19,709","20,520"
"208","[P]","    Excite Japan Sites","19,177","18,703","18,542","19,106","19,974","20,706","20,187","19,057","20,673","20,041","20,501","19,576","20,172","19,624","20,444"
"209","[P](u)","    Grupo Abril","13,317","13,494","13,046","14,679","15,322","16,416","15,807","14,525","15,832","14,762","16,337","17,040","19,268","21,175","20,326"
"210","[P]","    Ctrip.com International","9,375","8,796","11,874","11,109","12,645","12,650","10,987","12,424","15,360","12,840","14,020","13,806","14,432","17,891","19,901"
"211","[P]","    Vivendi","20,038","19,838","18,683","19,446","22,108","24,222","20,832","21,198","22,304","21,728","21,771","21,592","21,969","20,045","19,894"
"212","[P](u)","    Buscape Company","12,911","13,187","12,962","13,617","19,956","19,882","21,039","19,148","16,294","15,574","17,732","18,575","20,710","20,111","19,727"
"213","[P](u)","    Vocento","17,789","17,075","16,777","17,384","17,868","19,349","18,723","16,760","17,778","14,536","22,554","21,782","23,108","21,220","19,614"
"214","[P]","    Kingsoft Corp","14,653","18,774","18,049","19,298","14,710","20,633","20,313","16,341","17,886","20,195","21,755","16,973","18,278","18,279","19,461"
"215","[P](U)","    Sugar, Inc - POPSUGAR Network","19,813","18,984","18,730","18,729","18,400","18,671","18,840","18,547","18,393","18,749","18,784","19,824","20,601","18,966","19,446"
"216","[P]","    Xacti Corporation","16,296","16,083","17,704","19,918","20,901","18,718","15,641","16,314","17,339","16,466","18,788","19,121","18,859","17,200","19,252"
"217","[P]","    SOFTBANK Group","16,089","15,222","15,148","16,127","17,324","19,262","19,185","17,689","19,008","18,103","19,721","18,808","19,199","18,755","19,202"
"218","[P](u)","    Michelin Group","16,407","17,501","18,422","16,951","16,272","16,055","14,946","13,714","14,397","14,309","15,624","16,634","17,526","16,789","19,202"
"219","[P]","    WeatherBug Property","27,058","26,525","26,502","23,734","21,925","21,767","21,693","21,225","22,073","21,610","21,814","20,967","20,382","20,354","19,173"
"220","[P]","    Volkswagen Group","13,870","13,450","14,254","14,160","16,787","17,652","17,935","19,137","16,929","18,465","20,323","18,739","19,347","19,397","19,159"
"221","[P](U)","    Advance Digital","20,674","19,513","18,935","21,411","20,017","20,080","20,739","20,333","21,402","21,253","22,185","20,188","20,788","19,683","19,075"
"222","[P]","    Wells Fargo","18,242","19,386","19,617","19,355","19,362","19,333","18,664","18,712","19,781","19,597","19,166","18,425","18,212","19,016","18,960"
"223","[P]","    United Online, Inc","20,959","21,362","23,731","24,742","22,842","21,530","22,271","21,286","23,538","20,160","20,408","18,750","18,830","15,976","18,926"
"224","[P](U)","    PANDORA.COM","17,213","16,763","17,111","17,708","18,863","20,200","20,840","22,829","20,089","19,807","21,020","20,312","20,580","19,400","18,867"
"225","[P]","    120ASK.COM","9,561","9,193","9,740","9,294","11,639","12,414","12,595","11,692","11,476","12,231","13,705","14,667","15,676","16,541","18,763"
"226","[P](U)","    Clear Channel Online","14,565","14,213","15,599","15,920","17,011","16,135","15,991","17,753","17,730","18,489","20,380","18,150","19,388","18,363","18,542"
"227","[P](U)","    Forbes Digital","14,382","16,280","15,762","18,021","18,190","18,657","17,748","18,769","19,902","19,860","19,737","19,050","20,226","19,326","18,537"
"228","[P](U)","    MANTA.COM","18,611","18,962","18,952","20,864","19,519","19,078","18,203","17,238","20,033","18,986","19,430","18,733","21,737","19,128","18,476"
"229","[P](U)","    BabyCenter","16,532","16,026","16,291","17,300","17,686","17,898","17,629","18,677","18,274","18,066","19,311","18,749","19,899","18,842","18,311"
"230","[P]","    Travelocity","15,491","16,749","19,035","18,408","15,101","14,523","13,658","12,634","16,340","15,243","15,978","15,570","15,792","16,955","18,210"
"231","[P]","    The Home Depot, Inc.","11,920","11,855","11,679","12,032","13,247","13,673","15,258","13,427","13,983","13,210","15,825","16,400","17,461","17,950","18,183"
"232","[P]","    UPS Sites","15,320","16,264","16,414","16,925","17,630","18,247","19,575","24,924","18,219","17,730","18,011","16,960","19,233","17,621","18,166"
"233","[P]","    Hi-Media Group","23,643","23,887","22,983","24,433","24,423","26,440","24,958","25,971","26,278","20,860","17,647","17,648","18,581","19,105","18,134"
"234","[P](u)","    Hulu","21,162","18,750","19,384","20,784","19,622","20,718","21,573","22,814","23,295","21,325","20,468","19,705","19,993","18,526","18,086"
"235","[P](u)","    Rediff.com India Ltd","18,458","18,331","19,675","19,022","19,003","19,024","20,059","19,838","19,636","18,857","19,941","19,826","19,431","18,380","18,037"
"236","[P]","    Orbitz Worldwide","15,174","16,221","18,689","17,005","15,624","15,680","15,455","14,389","18,720","17,655","18,224","17,099","18,099","17,896","17,980"
"237","[P]","    KAIXIN001.COM","20,107","20,621","24,334","24,396","29,830","31,595","29,915","21,393","24,026","22,451","23,298","20,046","19,445","18,562","17,832"
"238","[P]","    Recruit Co., Ltd.","17,314","17,266","18,847","19,772","21,286","19,430","21,879","18,368","18,643","17,973","19,420","17,356","17,298","16,979","17,790"
"239","[P]","    FUNSHION.COM","20,117","21,812","25,750","26,569","26,353","26,249","27,121","12,170","16,810","18,083","20,457","16,280","16,334","17,449","17,741"
"240","[P]","    SOFTPEDIA.COM","16,263","15,919","15,942","17,336","18,189","21,451","19,277","19,679","20,591","19,651","19,580","18,270","19,036","18,482","17,736"
"241","[P]","    SNDA Sites","13,869","17,419","8,977","7,340","10,983","12,104","12,904","9,530","12,740","15,138","18,847","20,786","16,667","12,264","17,547"
"242","[P]","    Telegraph Media Group","13,669","11,557","12,222","13,187","12,319","14,894","14,275","14,220","15,458","15,036","15,368","15,614","16,431","15,873","17,477"
"243","[P]","    TQ Digital Entertainment","8,414","9,482","10,472","10,579","9,814","11,268","10,393","11,085","13,183","14,769","16,516","14,504","14,564","16,150","17,389"
"244","[P]","    TALEO.NET","13,821","14,936","15,875","16,163","16,796","16,464","15,069","12,953","16,755","15,438","15,971","15,304","16,606","16,655","17,379"
"245","[P]","    HSBC","18,216","18,589","19,320","19,495","19,329","19,633","19,236","19,714","19,997","19,149","18,246","17,790","17,931","17,474","17,213"
"246","[P]","    General Motors","13,205","14,924","14,459","14,021","14,756","17,349","16,901","17,062","14,464","18,349","19,390","21,056","22,473","16,987","16,998"
"247","[P](u)","    Grupo Clarin","9,425","12,931","13,654","13,849","14,381","16,254","15,869","15,057","15,220","15,290","15,713","16,042","17,327","17,219","16,934"
"248","[P]","    Research In Motion Limited","16,689","15,869","16,338","19,190","18,525","22,535","20,246","19,958","19,239","18,653","17,550","16,706","18,311","16,814","16,829"
"249","[P]","    Groupe M6","15,723","17,793","16,694","16,858","17,933","19,150","20,016","21,391","21,706","19,538","18,847","18,941","18,148","17,132","16,804"
"250","[P](u)","    Canoe Network","13,850","13,655","14,125","13,562","13,460","13,674","13,680","13,879","14,746","14,875","15,327","14,715","15,315","15,709","16,779"
"251","[P]","    SK Group","20,602","20,210","20,712","22,134","22,469","22,805","22,007","21,696","22,028","19,337","17,619","17,208","17,133","16,446","16,570"
"252","[P]","    Agricultural Bank of China","7,387","7,981","8,338","9,130","9,945","10,998","10,996","11,726","12,788","12,310","15,174","13,690","13,678","13,957","16,557"
"253","[P]","    TORRENTREACTOR.NET","13,139","11,433","10,995","9,174","10,808","12,480","11,240","11,671","12,993","14,995","14,630","12,853","17,231","15,827","16,467"
"254","[P]","    Hispavista Sites","17,713","16,726","16,284","15,568","15,488","15,930","15,251","16,846","17,273","17,604","19,084","17,765","18,634","16,954","16,371"
"255","[P]","    CDC Corporation Sites","11,253","12,828","14,576","13,820","14,647","14,237","14,915","15,812","15,356","14,901","16,251","15,456","15,504","14,816","16,335"
"256","[P]","    MUSICA.COM","16,894","16,999","17,432","18,367","18,198","18,522","18,393","17,532","17,230","17,018","17,731","16,872","17,531","16,758","16,246"
"257","[P](U)","    Skyrock","15,047","15,095","14,664","14,712","14,972","15,688","16,143","17,964","18,572","17,550","17,317","17,270","16,883","16,857","16,162"
"258","[P]","    Reed Business Information","23,320","21,762","19,596","18,802","17,637","18,029","18,138","15,710","17,846","17,512","19,057","17,199","18,281","17,003","16,159"
"259","[P]","    Capital One","13,211","14,701","15,241","15,102","15,493","16,699","16,401","15,882","15,989","15,658","14,709","14,155","14,904","14,945","16,000"
"260","[P]","    Kayak.com Network","11,868","12,434","13,457","12,188","12,340","12,404","11,235","12,012","14,596","13,827","14,887","13,380","13,493","14,512","15,915"
"261","[P]","    Nike","11,883","11,987","11,766","13,263","10,775","11,557","12,623","13,108","12,235","12,856","15,053","14,336","14,788","13,053","15,861"
"262","[P]","    Telecom Italia","16,974","15,450","13,702","13,873","14,755","16,133","15,828","16,459","16,952","16,849","17,334","16,872","16,646","16,184","15,746"
"263","[P](u)","    Sky Sites","15,717","14,347","16,061","18,427","17,039","16,443","16,196","15,636","17,386","16,095","16,866","16,817","17,205","16,274","15,678"
"264","[P]","    Groupe Figaro","13,585","12,650","12,828","13,118","13,863","15,276","14,869","14,668","16,721","17,268","15,984","16,889","18,104","15,969","15,662"
"265","[P](U)","    AccuWeather Sites","10,138","9,625","12,077","15,221","13,172","12,078","7,560","8,099","9,923","11,410","12,318","12,552","13,411","14,295","15,606"
"266","[P]","    Amadeus Global Travel Distribution","13,598","14,979","13,793","12,898","11,668","11,376","11,012","10,417","13,734","12,320","14,004","12,485","13,309","13,995","15,569"
"267","[P]","    21CN Corporation Limited","5,034","5,254","6,214","5,569","6,489","6,213","7,653","8,460","8,938","9,826","12,482","10,096","10,676","11,617","15,546"
"268","[P](U)","    Dominion Enterprises","13,302","13,436","14,079","13,735","12,234","11,754","10,582","10,566","13,590","13,405","14,859","14,921","15,925","15,245","15,449"
"269","[P]","    ING Group","13,749","13,618","13,971","13,886","13,893","15,397","15,680","14,452","17,324","15,328","15,603","15,384","15,500","14,838","15,401"
"270","[P]","    American Express","11,273","14,254","12,502","12,764","14,096","15,206","15,236","14,380","14,643","13,528","14,805","14,473","14,952","15,935","15,388"
"271","[P]","    QIANQIAN.COM","13,238","12,928","14,236","13,419","14,700","16,653","15,685","17,780","18,077","17,319","18,967","16,011","14,943","13,467","15,342"
"272","[P]","    Bigpoint","11,036","11,649","13,771","15,108","14,251","14,669","14,494","16,325","15,695","13,616","13,231","13,691","14,800","13,097","15,312"
"273","[P]","    NextRadio TV","14,168","14,556","14,382","15,996","16,075","17,168","18,315","18,347","19,470","18,724","19,463","17,737","17,174","15,455","15,234"
"274","[P]","    39.NET","10,423","10,074","10,361","10,049","12,098","12,038","11,510","9,706","11,891","15,460","16,944","14,683","12,481","12,274","15,193"
"275","[P]","    CHINA.COM.CN","7,687","8,299","9,106","9,004","9,057","10,206","11,200","11,693","9,838","14,057","18,059","15,076","13,863","14,172","14,962"
"276","[P]","    Toyota Group","10,241","10,196","12,263","12,207","15,899","17,050","14,807","13,694","15,115","16,392","18,200","15,541","16,307","15,332","14,918"
"277","[P]","    METRO Group","11,243","12,440","12,177","12,070","12,648","16,628","16,915","19,609","18,265","16,258","16,396","16,136","17,180","16,283","14,917"
"278","[P]","    Gameforge Sites","13,902","13,622","15,207","18,837","19,846","16,758","13,205","13,801","15,865","15,524","12,440","15,259","15,788","16,736","14,861"
"279","[P](U)","    Weblogs SL Sites","7,373","7,246","7,137","7,714","8,233","9,514","10,408","12,908","13,744","14,878","15,775","15,215","16,435","15,184","14,504"
"280","[P]","    Cite Media Holding Group","14,680","15,561","15,199","16,857","17,042","17,257","17,026","17,937","19,531","17,002","15,976","13,957","14,098","14,743","14,471"
"281","[P]","    BAIXING.COM","8,817","11,309","13,670","14,298","15,512","13,239","10,602","11,660","7,541","12,368","13,559","11,728","11,770","11,979","14,378"
"282","[P]","    Ubisoft Entertainment","4,185","6,075","4,549","5,563","6,933","7,932","7,672","7,350","5,327","4,728","9,880","9,915","11,096","12,440","14,235"
"283","[P]","    Corel Corporation","12,701","11,873","11,884","12,607","12,858","13,992","15,871","14,993","14,409","14,258","15,136","13,683","14,374","13,623","14,210"
"284","[P]","    Yum! Brands Inc.","9,489","9,547","12,185","10,789","10,910","11,193","10,199","14,628","15,255","14,358","13,156","17,675","14,918","12,908","14,037"
"285","[P]","    Procter & Gamble","13,213","14,661","13,192","15,456","16,902","16,363","18,212","18,572","13,908","14,238","14,720","12,734","13,119","13,373","14,035"
"286","[P](u)","    Superpages.com Network","30,080","30,856","32,518","31,840","30,526","33,019","32,585","31,027","29,761","14,454","15,413","14,271","16,420","14,673","13,967"
"287","[P]","    URBANDICTIONARY.COM","10,648","11,439","11,742","12,734","12,676","14,089","14,566","14,666","14,705","14,138","13,170","13,240","14,082","14,240","13,934"
"288","[P]","    Viva street Classifieds","10,200","9,790","9,924","10,887","10,145","10,434","10,910","9,952","12,532","11,868","12,221","11,718","13,406","13,411","13,801"
"289","[P]","    SCRIBD.COM","11,982","11,131","8,731","8,589","8,395","9,350","10,788","8,183","10,193","10,615","12,374","12,979","25,890","15,274","13,797"
"290","[P]","    Seat Pagine Gialle","12,020","11,884","12,352","12,418","13,232","14,207","13,543","14,139","14,841","15,452","15,361","14,763","14,830","14,133","13,770"
"291","[P](U)","    McClatchy Corporation","16,186","15,699","15,096","16,702","15,849","14,513","14,674","14,726","16,214","15,186","16,417","15,943","16,673","15,211","13,704"
"292","[P](u)","    GiantRealm","19,445","20,816","20,795","19,906","18,144","19,568","18,028","18,543","19,303","18,739","17,354","15,114","15,262","14,769","13,692"
"293","[P](u)","    Healthline","15,836","16,161","15,444","15,146","16,146","17,374","19,145","18,772","6,896","12,947","15,349","14,990","14,519","12,081","13,657"
"294","[P]","    Gruppo Fiat","6,231","5,970","5,997","5,657","6,260","6,898","6,592","6,922","6,756","8,013","12,649","12,725","13,585","13,028","13,620"
"295","[P](u)","    Trinity Mirror Group","14,943","13,555","14,041","13,768","12,205","13,276","13,723","13,623","16,379","12,092","11,990","12,410","14,161","13,717","13,586"
"296","[P]","    Ford Motor Company","14,190","13,283","13,597","12,976","15,899","15,494","16,094","14,809","13,178","15,768","18,178","13,516","15,696","11,500","13,478"
"297","[P]","    Intuit","11,635","10,862","10,667","11,315","11,237","12,970","11,995","12,954","25,850","32,934","22,166","22,955","13,353","12,953","13,476"
"298","[P]","    VeryCD","11,103","12,779","13,004","13,738","13,272","14,598","15,233","16,113","19,380","18,356","18,483","15,075","14,373","12,854","13,366"
"299","[P](u)","    Encyclopaedia Britannica","17,298","15,640","13,696","14,344","18,622","20,490","19,269","17,262","18,604","18,661","18,685","16,951","16,757","14,168","13,292"
"300","[P]","    Onlinedown Sites","9,415","8,324","10,152","8,644","9,731","11,734","11,173","12,837","11,857","14,070","15,054","12,613","10,522","10,208","13,291"
"301","[P](u)","    Pearson Education","20,461","16,211","12,030","16,266","23,916","24,220","23,324","20,353","21,985","23,196","22,813","20,502","20,704","16,058","13,285"
"302","[P](U)","    Classified Ventures","11,922","12,839","13,694","13,173","12,206","11,737","11,474","10,618","13,275","12,933","13,419","13,451","13,667","12,733","13,254"
"303","[P]","    TUI Group","10,077","11,911","12,531","10,944","8,836","9,140","8,341","8,288","13,165","10,192","10,238","10,569","10,845","11,105","13,155"
"304","[P](u)","    Toshiba Corp","7,107","7,200","8,689","8,924","9,134","10,485","10,582","11,785","11,675","11,471","12,288","11,845","11,545","12,349","13,123"
"305","[P]","    Macy's Inc.","10,815","10,782","11,450","12,036","13,121","13,220","19,878","20,095","13,765","13,701","14,361","13,417","13,555","13,132","13,086"
"306","[P]","    eMule (App)","19,593","19,013","18,475","18,095","17,745","17,973","17,295","18,059","20,362","19,099","16,926","15,092","14,405","13,337","12,999"
"307","[P]","    MIXI, Inc.","12,856","12,518","13,251","13,866","14,045","14,600","14,080","14,330","14,495","13,949","14,486","13,815","13,865","13,435","12,961"
"308","[P](u)","    DMGT (exc Mail Online)","14,256","14,847","13,771","13,640","13,627","13,464","13,764","13,336","15,534","14,638","13,937","12,206","12,842","12,870","12,947"
"309","[P]","    LG Group","13,591","12,946","12,255","12,220","13,972","15,186","14,355","15,849","15,180","12,392","12,137","12,117","12,975","12,544","12,936"
"310","[P]","    Trovit Sites","12,530","11,701","11,486","11,554","11,066","11,348","10,716","9,463","12,647","12,722","13,200","12,732","13,964","12,436","12,895"
"311","[P]","    Reed Elsevier Group","12,284","11,735","11,318","10,787","12,412","13,557","12,927","11,339","13,488","14,151","15,803","15,748","16,274","13,348","12,843"
"312","[P]","    6.CN","10,314","12,890","12,786","11,326","10,497","10,981","11,383","12,227","14,144","14,147","15,150","12,852","12,727","12,871","12,823"
"313","[P]","    Nissan","7,555","7,508","8,518","8,997","11,529","11,945","10,716","9,832","11,074","11,626","12,054","10,725","10,842","11,634","12,726"
"314","[P]","    Unister GmbH","9,526","9,533","10,422","9,852","9,177","9,389","9,241","9,520","12,773","11,205","11,836","11,657","11,535","11,401","12,692"
"315","[P](u)","    UGO Entertainment","37,551","32,209","24,499","14,773","12,626","13,866","13,117","14,096","13,416","12,335","12,770","11,458","12,347","11,741","12,627"
"316","[P]","    Seiko Epson Corp","10,753","10,646","10,465","10,502","12,510","13,214","13,345","13,199","12,690","13,072","13,811","12,349","13,002","12,675","12,567"
"317","[P](U)","    Mattel Sites","9,003","9,018","10,322","11,049","11,153","12,579","14,680","14,768","11,947","11,036","10,798","10,864","10,420","10,760","12,534"
"318","[P]","    L'Oreal Sites","12,612","10,626","13,291","10,857","11,390","12,908","12,179","12,038","11,009","12,743","14,196","12,785","12,503","12,309","12,473"
"319","[P]","    Indian Railways","9,896","8,864","8,940","9,232","8,997","9,852","9,683","10,328","10,414","11,449","12,772","12,058","12,897","12,416","12,469"
"320","[P]","    Cyworld","16,917","17,349","17,924","19,686","21,714","20,184","18,910","19,455","19,642","16,479","14,509","14,345","14,040","12,739","12,418"
"321","[P]","    TIEXUE.NET","5,622","6,091","6,279","6,509","6,532","5,973","6,764","7,747","7,576","7,537","8,604","8,093","8,056","7,339","12,412"
"322","[P]","    KDDI Corporation","12,598","12,197","13,069","12,925","13,728","15,303","12,715","12,790","13,389","13,121","13,898","12,477","12,863","12,386","12,327"
"323","[P]","    FedEx","10,351","10,436","10,851","16,281","21,133","16,277","12,234","14,722","11,805","12,141","12,330","11,265","12,511","11,765","12,318"
"324","[P]","    Globe7","13,321","12,871","14,210","14,281","15,961","16,975","15,360","14,562","13,910","13,500","15,101","15,610","14,342","14,035","12,315"
"325","[P]","    NIC.IN","11,432","10,541","9,022","8,718","7,959","7,232","8,385","8,491","9,308","10,233","11,105","10,968","15,044","14,200","12,252"
"326","[P]","    Groupe SNCF","10,297","10,681","11,507","10,872","10,419","11,786","10,328","10,376","11,094","10,928","11,580","10,993","10,889","11,261","12,223"
"327","[P]","    Carrefour Group","10,813","10,487","11,189","11,138","12,290","11,959","11,701","13,630","11,726","10,350","12,559","11,413","11,839","11,205","12,184"
"328","[P](U)","    Move, Inc. Real Estate Sites","15,597","15,373","16,549","15,770","14,257","12,471","13,138","12,169","14,272","14,221","13,747","12,151","12,439","11,553","12,159"
"329","[P](u)","    KONGREGATE.COM","9,589","9,958","10,769","11,176","9,903","10,657","11,144","12,032","13,041","11,715","12,089","11,760","11,627","11,858","12,119"
"330","[P]","    HomeAway","6,244","7,208","7,831","6,733","5,351","4,795","4,904","5,740","8,875","8,056","9,092","9,518","10,703","11,043","12,067"
"331","[P]","    Deutsche Post AG Sites","10,719","11,048","10,123","10,389","10,985","11,753","12,778","13,642","12,493","11,210","11,724","10,931","11,535","11,667","12,059"
"332","[P]","    NK.PL","18,192","18,135","18,168","18,546","18,599","19,120","18,778","17,929","17,209","16,268","15,431","12,810","12,691","12,029","12,051"
"333","[P]","    Groupe Credit Agricole","12,351","11,285","11,595","11,855","11,732","12,023","11,308","11,099","12,464","11,716","12,066","11,903","12,767","12,240","12,022"
"334","[P]","    Grupo Carso","9,962","9,858","10,025","10,528","10,392","11,290","10,077","10,458","10,092","9,988","10,801","10,051","11,963","12,110","11,982"
"335","[P]","    SkyCN","9,456","11,189","12,929","11,508","12,941","14,566","13,171","14,792","14,002","13,722","15,368","12,620","10,586","10,163","11,933"
"336","[P](U)","    MyLife.com Sites","14,190","15,500","18,595","19,205","16,979","14,731","12,253","12,321","12,711","12,657","12,380","12,561","12,227","10,885","11,921"
"337","[P]","    La Poste","9,521","9,045","9,968","10,614","10,467","12,183","13,322","11,726","12,311","10,618","10,872","10,824","11,772","11,912","11,899"
"338","[P]","    Big Fish Games Sites","11,466","11,468","11,351","10,627","10,355","10,230","10,391","11,019","11,937","11,206","12,007","10,897","10,528","11,515","11,851"
"339","[P]","    McDonald's","11,400","9,924","9,724","9,033","11,535","17,283","13,491","10,642","14,849","13,319","12,487","13,196","12,274","12,741","11,848"
"340","[P](U)","    LEGACY.COM*","9,302","9,960","10,164","10,891","10,491","10,757","10,539","10,474","12,584","11,295","11,981","11,147","11,047","11,115","11,828"
