"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2014 comScore, Inc"
"","","","Time Period :: December 2012 - February 2014","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 3/21/2014","","","","","",""

"","","","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013","Nov-2013","Dec-2013","Jan-2014","Feb-2014"
"341","[P](U)","    Postmedia Network","11,385","11,818","10,792","11,225","12,283","11,419","11,864","11,261","9,961","10,540","10,634","11,089","10,060","10,564","9,612"
"342","[P]","    Department of Commerce","9,952","10,194","10,367","10,326","10,127","9,964","9,711","9,292","8,798","9,095","9,343","8,425","8,562","9,673","9,589"
"343","[P]","    Domino's Pizza, Inc.","9,898","9,125","7,598","9,439","8,278","10,058","9,995","9,809","9,818","9,762","9,741","10,170","11,287","11,248","9,559"
"344","[P]","    Coupons, Inc.","7,745","7,621","6,655","7,981","7,433","7,678","9,241","14,883","9,877","13,672","9,609","11,398","10,808","9,717","9,469"
"345","[P]","    Sprint Nextel Corporation","11,464","9,837","9,283","10,929","9,456","9,970","10,461","10,135","10,674","10,597","9,090","10,679","10,407","8,313","9,448"
"346","[P]","    Hispavista Sites","13,779","13,338","11,949","13,320","13,066","12,307","11,662","11,394","13,453","13,193","12,882","11,952","10,114","10,059","9,334"
"347","[P](U)","    Classified Ventures","11,292","13,101","11,907","12,215","11,913","11,545","10,780","11,570","11,250","10,069","10,016","8,874","8,185","9,700","9,273"
"348","[P]","    Groupe Auchan","11,119","9,778","8,382","9,325","9,027","8,588","8,696","10,017","9,391","9,669","10,006","11,864","13,061","11,337","9,245"
"349","[P]","    LOWES.COM","12,159","11,485","10,502","14,047","13,781","15,087","12,664","13,523","13,055","11,065","10,283","12,765","10,068","9,355","9,167"
"350","[P]","    Kohls Corporation","16,027","10,321","9,221","11,148","9,407","9,220","9,748","9,656","10,782","10,101","11,376","16,855","18,346","9,963","9,108"
"351","[P]","    BNP Paribas","8,165","8,650","8,306","8,768","8,804","8,842","8,792","8,633","8,095","9,380","9,989","9,771","9,407","9,970","9,067"
"352","[P]","    Tesco Stores","12,932","10,742","9,432","10,631","10,408","11,015","10,999","10,772","10,896","10,341","11,009","12,304","12,400","10,363","9,062"
"353","[P]","    Yomiuri Group","12,161","12,263","10,349","10,848","10,734","10,393","10,715","11,875","11,296","10,333","10,551","9,217","9,100","10,295","8,998"
"354","[P](u)","    Reader's Digest Digital Network","13,971","11,854","11,093","12,348","10,869","10,547","10,390","10,660","8,765","10,250","11,957","11,561","10,967","10,391","8,981"
"355","[P](u)","    XE.COM","9,468","10,480","9,661","9,847","9,615","9,637","9,919","9,844","10,103","9,662","10,256","9,871","9,329","10,223","8,969"
"356","[P]","    KDDI Corporation","11,346","11,314","10,560","12,016","10,654","10,889","11,001","11,226","10,780","10,809","10,211","9,290","9,631","9,367","8,946"
"357","[P]","    Berkshire Hathaway Inc.","9,267","9,684","8,577","9,789","9,748","9,245","8,986","10,040","9,713","9,207","10,453","9,699","8,853","9,837","8,917"
"358","[P](u)","    CityGrid Media","17,309","19,888","18,103","20,282","18,312","16,804","15,863","16,571","16,787","15,026","15,238","14,172","11,489","9,488","8,906"
"359","[P]","    Kayak.com Network","10,858","14,581","13,739","14,849","13,264","12,439","11,311","13,901","11,980","9,688","9,529","8,306","7,715","9,602","8,905"
"360","[P]","    TIMEANDDATE.COM","9,657","10,005","8,821","11,531","10,224","10,374","9,974","10,124","10,499","10,208","12,004","10,788","9,180","10,630","8,893"
"361","[P](U)","    Dominion Enterprises","10,560","14,226","13,361","14,563","14,193","13,603","12,353","13,390","12,736","11,042","10,545","8,894","8,165","10,009","8,889"
"362","[P]","    JCPenney Sites","18,331","10,414","10,746","11,514","10,571","10,414","9,918","9,971","10,963","9,348","10,723","13,111","14,302","9,540","8,849"
"363","[P](U)","    LEGACY.COM*","10,657","12,406","11,023","11,678","10,881","11,092","9,485","9,205","9,507","9,635","9,868","9,035","8,815","9,665","8,825"
"364","[P]","    Lloyds Banking Group plc","11,156","11,168","10,327","10,630","11,309","11,168","11,157","10,891","10,634","10,718","9,934","9,995","9,476","9,799","8,741"
"365","[P]","    MONOGRAFIAS.COM","5,436","5,541","6,705","7,688","8,895","8,775","7,211","5,268","7,000","8,972","10,347","9,909","5,343","6,524","8,734"
"366","[P]","    Hyundai Kia Automotive Group","10,942","8,076","8,715","11,044","10,351","8,696","9,198","10,118","8,551","8,906","9,658","10,949","8,927","9,246","8,685"
"367","[P]","    PalTalk","7,010","6,562","5,672","6,365","6,001","6,161","5,911","5,676","5,500","5,612","5,510","5,460","6,547","8,056","8,675"
"368","[P]","    H&R Block","1,089","6,474","11,317","8,192","5,474","828","713","761","880","850","945","893","1,537","4,951","8,672"
"369","[P]","    DEPOSITFILES.COM","48,330","42,348","35,535","25,501","21,566","20,203","16,181","12,755","13,766","12,252","11,793","10,487","10,113","10,048","8,582"
"370","[P]","    SENDSPACE.COM","11,950","11,941","11,414","13,566","11,762","12,143","11,741","12,080","11,597","9,659","9,841","9,652","9,569","9,486","8,578"
"371","[P]","    British Telecommunications","6,480","7,273","6,495","7,371","6,378","7,635","7,108","7,462","9,110","7,388","8,362","8,406","8,588","9,368","8,510"
"372","[P]","    Amadeus Global Travel Distribution","7,153","9,125","7,425","8,099","8,494","9,268","9,471","9,711","9,424","9,210","9,613","8,637","8,492","9,069","8,501"
"373","[P]","    United Business Media","5,515","6,237","5,826","6,874","6,152","5,754","6,142","5,971","6,219","7,221","6,517","7,627","6,973","11,501","8,493"
"374","[P]","    Groupe Spir Communication","8,232","9,188","9,034","9,443","9,154","8,714","8,518","9,252","8,746","8,631","8,431","7,817","7,504","8,548","8,449"
"375","[P]","    Home Retail Group","13,793","10,828","8,808","10,274","9,858","10,103","10,215","11,114","10,618","10,163","11,192","12,929","13,252","10,668","8,439"
"376","[P]","    freenet AG","9,734","9,645","8,754","9,591","9,213","8,443","8,376","9,925","10,021","9,337","10,156","8,504","8,402","9,272","8,385"
"377","[P]","    VistaPrint Sites","15,139","13,144","11,169","11,628","10,899","10,825","9,819","12,072","10,038","9,795","9,676","11,008","12,496","9,731","8,287"
"378","[P]","    Barclays Bank","10,439","10,312","7,445","8,636","8,779","8,463","9,031","8,563","8,593","8,695","9,173","8,873","8,614","8,653","8,280"
"379","[P]","    MAPBAR.COM","8,367","8,007","5,971","8,265","12,578","12,533","11,474","13,385","13,031","11,701","10,335","9,543","9,782","7,742","8,260"
"380","[P](U)","    E.W. Scripps","9,332","10,162","9,936","9,931","8,547","9,997","8,318","10,175","9,009","8,586","9,405","8,885","8,309","10,202","8,162"
"381","[P]","    Y8.COM","18,558","17,995","15,635","17,628","16,377","28,618","20,853","12,404","11,317","9,105","8,819","9,516","9,744","8,843","8,113"
"382","[P]","    BMW AG","8,866","7,498","7,156","9,187","10,073","9,183","9,879","9,832","10,931","14,327","10,661","11,073","10,927","8,292","8,089"
"383","[P]","    Southwest Airlines Co.","9,130","10,438","11,176","11,385","10,747","10,581","10,765","9,797","9,665","9,582","9,440","7,467","6,919","9,015","8,068"
"384","[P]","    CANALBLOG.COM*","8,946","8,044","6,916","7,561","6,900","7,167","6,422","7,909","6,914","7,871","8,056","7,965","8,147","8,069","8,063"
"385","[P](u)","    Dogan Online","10,460","10,331","7,899","8,105","7,814","7,900","7,561","6,791","6,371","6,314","6,849","6,962","7,679","8,197","8,057"
"386","[P]","    Kingfisher","8,747","8,436","8,431","8,823","9,741","10,153","9,114","9,822","9,236","8,841","9,638","9,412","7,494","9,046","8,041"
"387","[P](u)","    Cite Media Holding Group","8,423","8,539","7,329","8,830","11,053","11,463","10,802","11,042","10,793","10,632","10,237","10,403","9,885","8,516","8,029"
"388","[P](U)","    Healthline","6,957","5,559","4,068","4,424","3,616","3,520","3,899","4,550","8,356","6,162","7,434","7,934","8,472","8,075","7,989"
"389","[P](u)","    YAM.COM","8,926","8,785","8,218","8,962","8,108","7,906","7,937","7,809","7,842","8,080","8,826","8,657","9,066","8,542","7,979"
"390","[P]","    Ryanair","6,385","8,426","7,430","8,304","8,773","9,627","9,650","11,028","10,562","9,360","8,897","7,824","6,785","9,124","7,965"
"391","[P]","    Barnes & Noble","13,825","12,274","8,560","9,370","8,227","9,046","8,348","9,672","11,057","9,352","8,560","9,202","10,718","9,632","7,920"
"392","[P]","    Fairfax Media","9,907","11,000","9,566","9,986","9,295","9,600","9,474","9,497","9,946","9,741","9,514","9,234","8,945","9,399","7,892"
"393","[P]","    Nintendo Co.","13,152","10,224","8,498","11,258","9,367","8,835","11,315","10,308","10,720","10,635","14,292","12,905","13,431","9,644","7,887"
"394","[P]","    EUROPA.EU","6,335","7,326","7,111","7,440","7,351","7,595","6,729","6,361","6,073","7,755","9,167","8,425","6,941","8,349","7,878"
"395","[P]","    Mainichi Shimbun","10,310","10,145","8,237","9,060","8,427","8,418","8,482","8,553","8,281","8,910","8,913","8,494","7,713","8,121","7,877"
"396","[P]","    LIVESCORE.COM","7,982","7,264","8,025","8,538","9,092","7,985","5,878","4,539","7,432","8,537","8,762","8,743","8,240","8,021","7,792"
"397","[P]","    Avon Products Inc.","8,171","8,130","7,968","8,545","8,090","8,171","8,241","7,582","7,895","8,593","8,998","9,939","10,067","8,203","7,771"
"398","[P]","    8684.CN","6,646","7,662","5,177","6,901","10,609","10,925","9,933","11,693","12,299","12,390","10,687","9,485","9,498","8,980","7,761"
"399","[P]","    KOOORA.COM","8,318","8,786","7,852","8,717","8,302","7,911","7,978","6,640","7,598","7,912","7,905","8,083","7,842","7,999","7,754"
"400","[P]","    Societe Generale","8,161","8,590","7,666","7,947","8,039","8,717","8,591","8,570","7,190","9,334","9,698","9,273","8,815","8,990","7,751"
"401","[P]","    Virgin Group","9,173","10,154","9,505","10,223","10,392","10,257","9,614","10,029","9,956","9,268","9,112","8,909","8,170","10,008","7,751"
"402","[P]","    Costco Wholesale Corporation","12,104","9,193","7,942","9,573","8,932","9,497","9,392","10,138","9,643","9,125","9,126","10,914","11,445","8,637","7,738"
"403","[P]","    CA.GOV","7,541","8,723","8,339","8,854","8,971","8,325","7,819","8,331","8,584","8,072","8,055","7,408","7,101","8,171","7,729"
"404","[P]","    Toysrus Sites","22,724","9,935","7,975","9,746","8,519","9,078","8,795","9,689","10,178","10,117","12,754","19,667","21,818","9,191","7,703"
"405","[P](U)","    Grupo Televisa","9,102","9,107","9,016","9,135","9,529","9,737","8,704","8,274","7,926","7,455","9,165","8,970","7,304","7,564","7,690"
"406","[P]","    Arcandor AG","7,514","7,650","6,229","7,798","7,398","7,576","7,174","8,149","7,989","8,528","8,564","9,351","7,911","7,850","7,655"
"407","[P](U)","    CollegeHumor Media","11,204","10,179","9,081","9,756","9,124","7,773","8,086","7,711","12,206","8,286","8,945","9,320","7,991","8,512","7,641"
"408","[P]","    52PK.COM","7,033","7,627","6,835","6,904","9,056","8,877","8,889","10,219","9,084","7,147","6,865","6,582","7,738","8,460","7,553"
"409","[P]","    CSDN.NET Sites","7,554","6,818","4,859","6,974","9,707","10,910","10,064","10,099","9,794","9,332","9,102","9,672","9,538","7,412","7,508"
"410","[P]","    Impress Group","10,742","10,515","8,955","9,699","8,724","9,083","8,382","8,619","8,905","9,078","8,935","8,239","8,778","8,268","7,501"
"411","[P]","    IncrediMail Ltd","46,679","46,128","38,818","34,374","31,165","21,594","19,722","17,167","14,801","24,274","19,581","11,919","9,608","9,518","7,477"
"412","[P]","    Take 2 Interactive","6,802","7,057","5,954","6,928","7,322","7,721","7,181","9,393","10,062","15,004","17,522","11,069","10,129","9,798","7,426"
"413","[P]","    Portugal Telecom","6,334","6,525","7,863","9,181","10,012","9,527","8,415","7,869","8,016","8,257","9,869","8,725","7,342","7,323","7,406"
"414","[P](u)","    Rogers Digital Media","9,865","9,477","8,665","8,870","8,948","8,548","7,695","7,714","7,841","8,000","8,175","8,445","7,959","8,208","7,390"
"415","[P](U)","    Nextag.com Sites","23,807","22,413","16,616","16,839","14,834","13,609","12,046","11,965","12,144","11,842","13,409","15,333","15,178","11,256","7,388"
"416","[P]","    Twenga","9,976","9,697","7,419","8,116","8,139","7,475","6,888","8,607","9,659","9,676","8,590","9,350","8,058","8,541","7,388"
"417","[P]","    Spiegel Verlag","7,295","8,656","8,783","9,128","8,633","8,796","8,664","7,873","7,837","8,574","7,699","7,204","7,629","8,245","7,346"
"418","[P]","    InnoGames GmbH","8,491","9,105","10,106","11,102","11,875","9,577","8,997","8,456","9,697","8,801","7,601","6,864","8,443","6,737","7,337"
"419","[P]","    SH.CN","6,813","6,194","4,383","5,862","9,691","9,987","7,750","7,659","7,627","7,941","8,898","9,171","8,694","6,386","7,282"
"420","[P]","    Citrix Systems, Inc.","6,785","8,275","7,430","8,187","7,400","7,403","7,084","6,068","6,440","6,991","7,804","7,755","6,430","7,247","7,255"
"421","[P]","    TD Bank Financial Group","8,597","9,048","8,353","8,476","8,657","8,380","8,106","8,389","8,156","8,042","8,250","7,623","7,923","8,019","7,254"
"422","[P]","    Nikkei","10,112","10,845","8,568","8,565","8,016","8,625","8,208","8,404","7,563","8,633","7,796","7,290","7,703","8,490","7,236"
"423","[P]","    ED.GOV","5,003","8,447","8,467","8,676","8,629","7,469","6,299","7,008","7,118","4,829","4,062","4,689","4,383","7,422","7,219"
"424","[P]","    Yellow Pages Group","9,793","9,675","8,745","9,773","9,309","9,493","9,413","9,730","9,336","8,236","8,211","7,693","7,667","8,021","7,180"
"425","[P](U)","    Skyrock","14,746","14,796","12,816","13,725","12,834","13,206","11,753","10,908","10,907","10,569","11,128","9,966","7,602","7,403","7,148"
"426","[P](U)","    Lee Enterprises, Incorporated","8,375","9,161","8,351","8,875","8,689","7,949","7,497","8,106","9,001","8,255","9,213","8,382","7,697","7,815","7,140"
"427","[P]","    Discover Financial Services","7,906","8,376","6,644","7,639","7,730","7,427","7,469","7,149","7,070","7,224","7,126","7,672","8,252","7,852","7,090"
"428","[P]","    NHK Group","11,742","9,972","8,364","7,710","7,630","7,031","7,344","8,152","7,964","8,028","7,888","6,664","7,320","6,720","7,061"
"429","[P]","    Reed Business Information","11,323","12,808","11,521","12,683","10,613","9,618","8,646","9,110","9,394","9,078","9,916","9,263","7,806","8,515","7,044"
"430","[P](u)","    Mattel Sites","14,013","10,911","10,377","12,275","10,109","10,908","10,831","11,458","10,423","9,757","11,224","12,822","12,576","8,868","7,033"
"431","[P]","    51.COM","7,355","8,168","5,512","7,512","11,972","11,547","9,892","11,069","9,940","7,380","8,453","8,234","8,117","7,405","7,018"
"432","[P]","    EasyGroup","5,191","8,090","6,309","6,798","7,010","6,794","6,904","7,418","7,233","7,227","7,390","6,158","5,540","8,396","6,994"
"433","[P]","    News Interactive Pty Limited","8,172","8,089","6,965","7,508","9,092","8,492","8,101","8,469","8,881","7,728","7,919","7,737","7,379","8,056","6,933"
"434","[P](u)","    Bauer Consumer Media","9,910","9,580","7,831","9,730","8,877","7,877","7,266","7,281","6,672","6,091","6,988","6,536","6,968","7,890","6,896"
"435","[P](U)","    ABC OTV","5,775","6,903","6,703","6,055","6,791","6,816","6,398","5,969","5,454","5,304","6,335","6,818","6,139","7,654","6,885"
"436","[P]","    Match.com Sites","8,423","9,290","8,412","8,170","8,246","8,333","8,435","9,081","8,419","8,263","7,540","7,137","6,912","7,544","6,876"
"437","[P]","    Hutchison Whampoa","8,142","6,956","6,618","7,281","6,788","7,463","7,605","7,654","7,996","8,124","8,292","8,265","7,890","7,240","6,847"
"438","[P](u)","    Live Nation Network","6,663","7,113","8,120","8,950","9,661","8,583","9,092","9,259","7,711","6,395","6,090","6,241","5,470","5,840","6,845"
"439","[P]","    COOKPAD.COM","7,171","7,120","6,993","7,183","6,926","7,158","6,827","6,921","6,799","7,010","7,064","6,825","6,655","6,705","6,784"
"440","[P]","    Limitedbrands","13,423","9,658","8,366","8,731","8,409","8,298","8,507","7,890","7,670","6,611","7,017","9,678","12,300","8,218","6,769"
"441","[P]","    IKM Internet Kaufmarkt","7,936","8,548","7,822","8,063","7,356","6,626","6,197","6,235","6,218","6,391","6,621","5,564","4,775","6,960","6,714"
"442","[P]","    Air France-KLM Group","5,243","6,847","5,744","6,244","6,373","6,314","6,773","6,552","6,453","7,609","8,775","6,498","6,765","7,297","6,704"
"443","[P]","    METEOFRANCE.COM","6,637","8,464","6,523","7,541","7,200","8,381","8,245","8,348","7,838","7,779","6,802","6,475","5,172","5,570","6,686"
"444","[P]","    Virgin Media","7,865","8,929","7,344","8,620","8,024","7,935","7,412","8,224","7,387","6,824","6,883","7,504","7,342","7,497","6,678"
"445","[P]","    Hilton Worldwide","6,145","7,822","7,297","7,957","7,907","7,755","7,440","8,083","7,912","6,574","6,701","6,483","5,684","7,389","6,667"
"446","[P]","    Ubisoft Entertainment","11,081","8,200","8,230","12,381","10,291","7,194","8,627","10,960","14,270","12,616","12,429","11,183","9,862","7,571","6,659"
"447","[P]","    Eniro Group","7,487","7,788","7,086","7,478","7,537","7,294","7,348","7,448","7,545","7,270","7,440","7,292","6,694","7,334","6,629"
"448","[P]","    NHACCUATUI.COM","4,763","4,875","5,339","6,297","6,222","6,139","6,049","5,598","5,895","5,801","5,881","6,419","6,505","7,388","6,583"
"449","[P]","    Coca-Cola Company","8,093","5,228","5,447","6,724","6,968","8,584","8,591","8,250","9,199","7,799","8,286","7,768","11,355","6,480","6,566"
"450","[P]","    KBB.COM","4,522","5,471","5,361","5,910","5,699","5,657","5,510","6,918","7,076","5,688","6,240","5,388","6,213","7,749","6,561"
"451","[P]","    DIRECT.GOV.UK","5,053","6,434","6,199","7,144","7,445","7,529","7,383","6,408","6,794","7,195","6,876","6,599","5,202","7,158","6,485"
"452","[P]","    Big Fish Games Sites","8,819","9,301","8,455","9,589","8,763","8,886","8,304","8,602","7,866","6,750","7,398","7,247","7,781","7,390","6,481"
"453","[P]","    Unilever","5,707","4,806","5,217","7,416","8,167","7,197","7,030","9,742","8,865","7,685","7,883","7,665","6,781","5,869","6,414"
"454","[P]","    NERO.COM","6,874","6,394","5,572","7,302","6,119","7,703","7,382","7,377","7,391","7,812","7,667","7,425","7,547","7,727","6,406"
"455","[P]","    Publieke Omroep","5,910","5,997","5,678","5,827","5,681","5,621","5,205","4,833","5,633","6,160","6,590","6,700","6,518","6,365","6,360"
"456","[P]","    IBM","9,760","7,646","6,735","8,877","7,641","9,822","6,528","5,841","7,234","6,872","6,766","7,804","9,043","5,995","6,337"
"457","[P]","    Moneysupermarket.com Financial Group","2,980","8,204","7,081","7,338","7,523","7,685","7,553","7,640","7,770","6,755","6,969","6,326","5,567","7,170","6,328"
"458","[P]","    Sankei Shimbun","9,735","8,795","7,948","8,789","7,772","7,653","7,576","7,044","7,750","7,519","7,040","6,852","6,737","6,912","6,324"
"459","[P]","    Nexon Corporation","8,456","8,765","6,442","6,540","5,797","6,601","5,966","5,628","6,121","5,086","6,975","7,708","8,336","7,233","6,268"
"460","[P]","    Deutsche Bahn","7,715","7,346","6,819","7,495","7,236","7,360","7,529","8,035","7,929","7,180","7,512","6,719","6,661","6,376","6,265"
"461","[P](u)","    General Mills","10,334","7,869","6,909","7,565","6,524","6,807","5,213","6,882","7,133","8,116","9,037","10,555","10,443","7,004","6,227"
"462","[P]","    Activision Blizzard","5,818","5,617","4,797","4,538","5,307","7,556","5,587","7,195","7,963","9,035","7,866","11,418","7,885","7,273","6,225"
"463","[P]","    Marriott","6,471","7,389","7,223","8,430","7,952","8,243","7,574","8,327","7,519","7,001","7,052","6,309","5,407","6,781","6,205"
"464","[P]","    InterContinental Hotels Group","6,383","6,335","5,980","7,040","6,620","6,779","6,224","7,104","7,183","6,635","6,736","5,699","6,846","6,529","6,158"
"465","[P]","    KPN","7,795","7,689","7,234","7,080","6,443","6,607","6,475","5,924","6,854","7,282","7,413","6,713","6,758","6,861","6,130"
"466","[P]","    Accor","4,483","5,490","5,273","6,266","6,205","6,435","6,948","7,588","7,526","6,871","6,290","6,156","5,056","6,310","6,034"
"467","[P]","    Japan Post Group","9,599","7,439","6,069","6,752","5,979","6,132","5,655","5,834","5,690","5,859","5,867","6,336","9,697","7,758","6,010"
"468","[P]","    WILEY.COM","4,974","5,542","5,722","6,808","6,396","5,980","4,878","4,979","4,640","5,907","7,222","6,334","5,548","5,797","5,983"
"469","[P]","    Panasonic Group","8,376","7,720","6,163","8,168","6,792","6,887","7,040","6,426","6,196","6,985","6,781","7,029","8,430","6,967","5,980"
"470","[P]","    NK.PL","10,991","10,676","9,792","9,781","9,309","8,883","8,524","8,493","8,373","7,771","7,360","6,913","6,923","6,778","5,974"
"471","[P]","    Intel","11,827","6,795","5,881","8,264","7,240","7,763","20,425","7,334","6,182","11,139","7,377","7,589","9,136","6,641","5,969"
"472","[P]","    Gurunavi","8,271","7,297","6,829","7,368","6,587","6,912","6,472","7,017","7,579","6,989","6,508","6,928","7,775","6,685","5,959"
"473","[P]","    SkyCN","9,858","9,886","8,088","11,007","12,033","13,163","12,320","8,283","6,935","6,165","5,788","6,329","6,996","5,702","5,958"
"474","[P]","    Walgreen Co.","10,494","8,432","7,095","8,421","7,888","8,352","8,239","8,127","7,568","6,970","7,342","8,025","9,038","7,131","5,944"
"475","[P]","    SK Group","13,631","13,635","5,683","5,031","5,193","5,366","4,865","5,051","5,455","4,950","5,360","5,391","6,082","6,039","5,933"
"476","[P]","    Office Depot","7,159","7,155","6,254","6,779","6,043","5,854","5,461","6,700","7,847","6,416","6,296","6,823","7,284","7,172","5,847"
"477","[P]","    Research In Motion Limited","11,666","11,411","11,081","12,789","11,595","12,014","10,095","9,365","9,624","8,911","10,917","8,464","6,822","6,983","5,846"
"478","[P]","    Getty Images, Inc","7,424","8,850","8,255","8,418","6,510","5,689","5,453","6,040","6,544","8,606","7,876","7,296","5,978","6,505","5,820"
"479","[P]","    Telegraaf Media Groep","7,212","7,229","6,858","7,245","6,897","6,822","6,665","6,263","6,287","6,481","6,784","6,517","5,726","5,863","5,813"
"480","[P]","    Bigpoint","9,182","9,890","12,390","14,875","11,577","10,353","9,010","7,909","7,817","6,717","5,066","5,134","5,308","4,970","5,745"
"481","[P]","    Superpages.com Network","12,182","13,214","11,890","12,108","9,492","8,819","8,885","8,766","7,969","6,284","6,769","5,566","5,230","6,251","5,741"
"482","[P]","    Zazzle","14,350","11,360","9,073","9,801","8,547","8,836","7,678","8,105","8,982","7,440","8,002","8,180","8,486","6,183","5,718"
"483","[P]","    VEOH.COM","8,909","8,584","7,890","8,401","8,239","8,054","7,579","7,160","7,082","6,443","6,107","5,632","5,600","5,916","5,705"
"484","[P]","    KaiserGames GmbH","6,872","7,294","6,646","7,489","6,684","6,744","7,018","7,489","7,361","5,857","5,806","6,347","5,865","6,331","5,676"
"485","[P]","    Delta Airlines","6,699","7,599","6,940","7,606","7,284","7,470","7,353","7,308","6,686","6,407","6,514","5,374","5,215","6,039","5,616"
"486","[P]","    IP138.COM","6,035","5,599","3,956","4,648","6,835","7,195","6,430","8,956","9,960","7,676","5,668","5,635","6,093","5,523","5,612"
"487","[P](u)","    Channel4","7,972","8,307","7,234","7,444","7,112","6,711","6,511","6,373","6,082","5,954","6,900","6,587","6,423","6,845","5,603"
"488","[P]","    Ekspress Grupp","4,867","5,053","4,650","5,134","5,188","5,587","5,317","5,335","5,422","5,338","5,455","5,907","6,037","5,888","5,567"
"489","[P]","    Directv Sites","6,044","5,823","5,520","5,868","5,057","5,102","5,163","5,159","6,274","6,671","6,169","5,464","5,085","5,741","5,536"
"490","[P]","    Globe7","11,058","12,252","7,967","9,960","9,308","9,291","6,922","5,813","5,422","5,484","4,876","3,863","3,504","3,588","5,515"
"491","[P]","    CITY-DATA.COM","6,859","8,554","7,863","8,169","8,409","7,990","8,114","8,666","7,936","7,130","7,240","6,087","5,649","6,674","5,497"
"492","[P](U)","    Transcontinental Digital (TC Media)","6,322","6,514","5,883","6,167","5,959","5,897","5,533","5,439","5,481","5,345","6,055","6,384","6,322","6,215","5,494"
"493","[P](U)","    Trader Media Group","5,745","7,122","6,747","7,107","6,857","6,703","6,254","6,129","6,257","6,452","6,074","5,469","4,646","5,790","5,491"
"494","[P]","    PANDORA.TV","8,177","8,803","6,962","6,852","6,642","6,639","6,073","5,327","6,233","8,234","8,484","7,169","6,619","6,228","5,446"
"495","[P]","    Rue du Commerce","8,810","8,042","6,108","6,264","5,759","6,131","6,289","7,555","6,417","6,317","6,564","7,014","7,819","7,674","5,438"
"496","[P](u)","    ITV Sites","6,716","6,917","6,052","6,948","6,859","6,890","5,646","5,063","4,638","5,958","6,644","6,404","5,783","5,712","5,435"
"497","[P]","    MIXI, Inc.","11,183","10,653","9,780","10,576","8,929","8,416","7,854","7,414","7,505","7,252","6,736","6,360","5,960","5,793","5,404"
"498","[P]","    114LA.COM","6,358","4,825","3,768","4,660","6,568","6,703","6,604","8,322","8,696","8,561","9,965","9,023","9,126","8,335","5,364"
"499","[P]","    RBC Financial Group","4,297","4,568","4,317","4,611","4,790","4,772","4,600","4,531","4,399","4,479","4,526","4,408","4,301","4,601","5,357"
"500","[P]","    MADE-IN-CHINA.COM","6,844","7,565","5,881","7,470","7,982","7,738","6,869","6,590","6,120","6,299","6,570","6,601","5,893","5,723","5,352"
"501","[P]","    Vuze Sites","9,179","8,833","8,107","8,562","7,818","7,741","7,468","7,202","7,159","6,622","6,640","6,473","6,506","6,216","5,350"
"502","[P]","    Acer Inc.","9,248","8,391","7,916","8,221","7,427","8,133","7,651","7,232","7,559","7,527","6,731","7,002","7,621","6,776","5,347"
"503","[P]","    UUU9.COM","7,578","8,106","7,036","6,618","9,159","8,222","7,949","12,206","8,154","5,419","5,187","5,395","5,512","5,917","5,305"
"504","[P]","    American Airlines","5,974","6,996","6,354","7,184","6,488","6,510","6,348","6,419","5,881","6,127","5,820","5,440","4,648","6,084","5,305"
"505","[P](U)","    NHL Network","1,281","4,623","4,667","8,748","8,966","9,711","7,678","4,856","3,463","6,144","8,947","7,842","7,518","7,208","5,295"
"506","[P]","    Altice","5,625","6,223","5,815","6,169","5,463","5,697","5,324","5,223","5,665","6,545","6,425","5,597","5,283","6,014","5,291"
"507","[P]","    TORRENTREACTOR.NET","14,416","13,095","10,657","11,314","8,709","7,055","7,318","7,497","8,423","7,244","7,151","5,899","6,010","5,627","5,240"
"508","[P]","    WordPress","4,757","5,149","4,776","5,436","5,182","5,166","5,136","5,498","5,281","5,181","5,115","5,558","5,230","5,260","5,212"
"509","[P]","    Vector Inc.","7,151","7,387","6,674","7,111","6,698","6,921","6,918","7,268","7,010","6,070","5,828","5,844","5,630","5,315","5,212"
"510","[P]","    ForumCommunity","10,322","7,647","6,499","7,018","6,470","6,288","5,495","6,894","6,412","6,558","6,802","6,012","5,686","5,982","5,200"
"511","[P]","    Jabbar Internet Group","8,440","8,264","7,747","8,795","7,892","6,061","5,387","6,031","5,457","5,550","5,429","5,863","5,296","5,195","5,063"
"512","[P]","    GAMETOP.COM","5,819","5,572","5,423","6,432","5,978","6,121","5,906","6,215","5,873","5,266","5,372","5,435","5,530","6,007","5,036"
"513","[P]","    eMule (App)","9,606","8,865","7,677","8,024","7,787","7,581","6,926","6,927","6,806","6,500","6,364","5,980","5,830","5,585","4,961"
"514","[P]","    Fuji Television Network","6,378","6,498","5,171","6,254","6,732","5,989","6,392","6,493","6,351","5,824","6,561","5,454","5,341","5,551","4,924"
