"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: May 2012 - July 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 8/20/2013","","","","","",""

"","","","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013"
"168","[P]","    Solocal Group","32,959","30,926","31,078","30,351","30,813","31,037","29,387","28,766","30,217","26,083","27,636","26,963","26,839","25,367","25,094"
"169","[P](u)","    Lycos Global Search And Media","36,213","32,859","34,487","36,380","33,889","34,196","31,062","28,941","29,543","27,799","31,912","29,237","29,615","25,147","25,018"
"170","[P]","    TARINGA.NET","34,495","32,451","32,237","31,027","32,275","34,559","32,180","27,358","26,922","23,755","25,564","25,108","26,885","25,918","24,991"
"171","[P](u)","    Cox Enterprises Inc.","25,141","23,536","23,687","24,549","21,924","22,732","22,246","22,151","24,513","24,262","24,741","25,013","24,062","23,159","24,751"
"172","[P](u)","    CafeMom Network","23,478","23,239","25,234","24,897","22,713","24,762","22,493","23,783","23,956","22,072","21,711","21,312","24,482","20,888","24,582"
"173","[P]","    General Motors","22,473","16,987","16,998","17,429","21,520","21,218","21,151","16,412","17,150","18,581","24,634","23,923","21,261","23,831","24,116"
"174","[P]","    Dell","23,614","22,689","23,287","22,612","23,292","22,625","24,763","22,916","22,839","19,515","23,939","23,511","20,863","22,443","24,115"
"175","[P]","    Ebuzzing","36,600","33,142","31,240","30,845","31,088","31,301","31,153","28,238","27,790","24,095","25,944","24,930","24,124","22,924","24,087"
"176","[P](u)","    Reuters Sites","24,139","24,925","25,818","26,439","26,126","28,860","25,465","23,971","24,422","25,696","27,733","28,060","24,025","23,957","24,073"
"177","[P]","    CONDUIT.COM","35,423","30,830","31,422","32,521","28,411","31,174","31,731","32,992","43,269","28,169","24,745","19,349","15,735","15,693","24,062"
"178","[P](U)","    AccuWeather Sites","13,411","14,295","15,606","16,413","14,784","19,278","14,311","16,840","18,178","17,445","18,403","17,919","20,339","23,378","23,822"
"179","[P](U)","    Groupe TF1","26,456","25,541","24,437","26,172","25,555","25,881","25,562","25,091","26,836","25,093","27,380","25,453","24,210","24,048","23,807"
"180","[P]","    Kakaku.com Inc.","24,171","23,799","24,745","24,311","24,037","23,895","23,899","24,678","24,874","22,739","24,687","23,086","23,923","23,531","23,729"
"181","[P]","    Verizon Communications Corporation","23,340","27,693","29,462","24,782","25,649","25,198","24,970","25,531","23,346","21,076","23,316","23,308","22,587","22,446","23,705"
"182","[P]","    ProSiebenSat1 Sites","29,873","27,876","28,091","26,789","25,485","25,145","24,342","25,639","25,192","24,400","27,221","27,027","28,052","25,760","23,400"
"183","[P]","    Bank of America","23,368","23,792","25,177","26,668","26,714","27,284","26,488","27,261","27,078","25,680","25,670","26,028","25,601","24,179","23,381"
"184","[P]","    Chinabyte Technology Co.","7,399","7,687","9,421","12,093","17,135","12,404","15,391","16,919","13,925","9,763","13,801","20,221","24,231","21,477","23,261"
"185","[P]","    Xacti Corporation","18,859","17,200","19,252","20,319","22,482","22,991","24,539","18,988","24,619","22,687","26,780","24,940","23,001","22,551","23,186"
"186","[P](U)","    Clear Channel Online","19,388","18,363","18,542","18,840","19,175","20,537","20,785","18,875","19,140","19,474","19,313","21,841","19,697","20,922","23,174"
"187","[P](u)","    ValueClick Sites","24,319","24,430","24,945","25,515","25,054","28,598","25,795","24,851","27,600","25,950","27,694","25,333","26,937","21,037","22,932"
"188","[P]","    SCRIBD.COM","25,890","15,274","13,797","15,269","17,801","21,414","19,332","12,972","14,930","16,539","18,830","30,161","31,593","27,099","22,916"
"189","[P]","    Iliad - Free.fr Sites","30,822","28,932","26,560","25,452","26,937","27,646","27,005","26,462","27,003","23,995","25,650","24,618","24,708","23,275","22,874"
"190","[P](U)","    BabyCenter","19,899","18,842","18,311","19,712","19,302","20,689","19,863","18,288","20,884","19,234","21,269","21,507","22,050","21,254","22,565"
"191","[P](u)","    Fox Interactive Media","34,475","30,088","29,767","30,421","36,032","34,617","32,617","31,093","22,235","18,032","20,759","21,127","21,575","20,180","22,563"
"192","[P]","    Opera Software","34,763","31,637","29,757","29,337","29,607","29,444","30,165","28,963","28,020","26,924","27,749","25,797","23,711","22,476","22,500"
"193","[P](U)","    Buscape Company","20,710","20,111","19,727","20,979","19,864","21,152","21,192","19,477","20,306","20,656","22,520","22,735","22,013","21,696","22,443"
"194","[P]","    Volkswagen Group","19,347","19,397","19,159","18,862","21,281","21,069","24,112","24,051","21,558","19,586","23,586","24,405","25,098","24,227","22,168"
"195","[P]","    Sears Sites","22,646","22,034","22,865","22,857","22,512","24,170","33,373","32,498","23,810","22,118","23,857","22,236","22,713","21,530","22,080"
"196","[P]","    Procter & Gamble","13,119","13,373","14,035","15,449","17,214","16,917","19,862","19,969","15,904","13,228","17,060","17,117","20,147","21,792","21,971"
"197","[P]","    21CN Corporation Limited","10,676","11,617","15,546","17,225","18,388","17,188","17,826","19,758","18,769","12,799","15,515","24,634","28,879","23,715","21,964"
"198","[P]","    Nifty Corporation","30,256","29,146","30,208","29,158","28,504","26,980","26,547","25,782","25,920","22,890","23,948","22,374","22,668","21,944","21,918"
"199","[P]","    The Home Depot, Inc.","17,461","17,950","18,183","17,338","16,861","17,490","18,609","17,257","17,379","15,615","18,482","20,571","21,391","20,345","21,793"
"200","[P](U)","    PANDORA.COM","20,580","19,400","18,867","20,966","22,233","23,325","23,879","25,476","22,466","22,591","23,883","23,605","23,566","21,232","21,352"
"201","[P]","    Nokia","24,742","24,219","24,103","26,415","30,351","23,048","22,762","25,631","22,651","21,510","21,426","19,477","22,711","20,356","21,321"
"202","[P](u)","    WorldNow Sites","23,576","21,915","23,263","24,258","21,011","25,355","21,589","22,099","23,975","23,577","22,633","22,463","23,391","20,142","21,168"
"203","[P](U)","    WhitePages","22,279","22,245","22,603","23,231","20,094","22,560","21,185","23,419","24,137","21,777","23,886","22,175","21,809","19,961","20,649"
"204","[P](U)","    LeGuide.com Sites","32,671","29,481","27,901","28,074","27,742","30,168","32,196","31,739","31,724","26,799","28,490","26,206","24,398","21,427","20,590"
"205","[P]","    TIEXUE.NET","8,056","7,339","12,412","11,900","13,825","11,230","11,589","12,321","12,295","10,332","12,854","24,275","23,813","21,215","20,130"
"206","[P]","    JPMorgan Chase Property","19,809","20,148","21,559","22,749","22,586","23,198","22,858","23,848","23,801","22,152","22,968","22,540","21,774","21,630","20,053"
"207","[P]","    NEC Corporation","24,713","23,946","23,125","23,213","22,176","22,073","20,622","21,500","22,137","19,308","20,513","19,007","19,565","19,260","19,519"
"208","[P]","    Citigroup","19,341","19,709","20,520","22,043","20,341","20,272","19,730","20,871","20,422","19,327","19,890","20,429","20,036","20,006","19,439"
"209","[P](U)","    Vocento","23,108","21,220","19,614","20,143","21,006","23,573","22,445","21,311","22,361","20,894","21,179","22,624","22,216","20,214","19,372"
"210","[P]","    Lojas Americanas","10,472","9,781","10,177","9,788","9,820","10,461","11,683","11,515","10,791","15,705","17,668","17,474","18,041","18,090","19,345"
"211","[P]","    51JOB.COM","9,426","8,706","9,134","8,438","9,093","9,142","9,997","10,289","9,959","10,512","15,708","18,338","20,712","19,070","19,311"
"212","[P]","    WildTangent Media","26,449","26,617","25,836","23,819","19,745","19,978","19,027","20,148","19,096","16,634","17,929","18,408","18,087","18,247","19,232"
"213","[P]","    KAIXIN001.COM","19,445","18,562","17,832","18,116","16,282","15,291","14,641","14,033","13,710","11,130","13,269","21,781","22,493","17,635","19,207"
"214","[P]","    LVMH Sites","12,857","11,951","10,896","10,285","11,635","13,821","15,418","18,485","14,960","13,049","14,940","16,020","17,083","17,767","19,101"
"215","[P]","    Trovit Sites","13,964","12,436","12,895","12,451","13,696","13,424","12,685","10,775","14,782","13,662","13,579","12,040","17,441","17,111","19,093"
"216","[P](u)","    Shopzilla/Aisle A Sites","31,219","28,121","29,973","27,524","27,468","29,687","32,387","35,419","29,063","24,155","25,452","22,419","20,687","18,190","19,044"
"217","[P]","    Hatena","25,676","23,200","25,468","24,923","24,393","23,787","23,426","22,987","23,202","20,372","21,126","19,424","19,013","18,477","18,761"
"218","[P]","    METRO Group","17,180","16,283","14,917","14,669","16,035","18,114","20,484","26,058","21,257","17,345","18,148","17,003","18,607","18,864","18,622"
"219","[P](u)","    Michelin Group","17,526","16,789","19,202","24,213","21,678","16,823","15,830","14,194","16,309","15,079","15,034","16,056","16,931","16,876","18,490"
"220","[P]","    Wells Fargo","18,212","19,016","18,960","19,694","20,424","20,707","19,652","25,307","20,308","19,999","20,400","20,443","20,308","19,818","18,360"
"221","[P]","    ZHAOPIN.COM","9,522","7,588","8,333","8,078","7,299","7,589","7,937","7,194","6,534","7,637","14,060","18,900","20,065","16,293","18,335"
"222","[P]","    Travelocity","15,792","16,955","18,210","18,223","15,446","15,464","11,990","11,888","16,966","15,191","16,097","15,523","16,258","16,074","18,023"
"223","[P](U)","    Grupo Clarin","17,327","17,219","16,934","17,344","16,792","17,618","16,875","16,426","16,130","16,333","17,018","17,032","16,879","16,337","17,971"
"224","[P]","    UPS Sites","19,233","17,621","18,166","20,132","19,353","19,793","21,175","27,201","21,334","17,719","19,139","18,565","18,575","17,043","17,940"
"225","[P]","    SOFTBANK Group","19,199","18,755","19,202","19,148","20,554","18,680","18,747","18,656","19,148","17,303","18,679","17,109","17,642","17,151","17,913"
"226","[P]","    American Express","14,952","15,935","15,388","17,026","17,987","17,212","19,217","20,611","18,655","16,761","17,993","17,077","17,550","18,816","17,911"
"227","[P](u)","    Rediff.com India Ltd","19,431","18,380","18,037","17,202","16,751","17,959","16,962","19,820","19,740","17,101","16,666","17,211","17,695","17,090","17,906"
"228","[P]","    TGBUS.COM","9,675","9,935","10,878","10,842","10,520","12,386","11,862","12,228","12,804","11,357","11,280","14,593","14,935","17,110","17,741"
"229","[P]","    Toyota Group","16,307","15,332","14,918","16,059","15,437","16,479","15,031","13,806","16,657","15,013","17,546","16,404","15,678","16,336","17,691"
"230","[P](U)","    Advance Digital","20,788","19,683","19,075","19,940","17,406","22,340","22,291","19,186","19,045","16,254","17,844","17,802","18,401","16,014","17,640"
"231","[P](u)","    Encyclopaedia Britannica","16,757","14,168","13,292","14,706","17,690","20,648","19,831","18,527","22,007","22,394","23,714","23,254","22,339","18,437","17,614"
"232","[P]","    BitComet (App)","20,792","20,809","20,751","20,566","20,783","19,083","18,977","19,196","19,185","18,148","18,124","17,991","18,072","17,383","17,331"
"233","[P]","    Recruit Co., Ltd.","17,298","16,979","17,790","18,287","18,051","16,299","60,658","55,625","74,523","69,197","72,780","17,325","16,937","16,499","17,327"
"234","[P]","    Seat Pagine Gialle","14,830","14,133","13,770","13,372","14,894","15,881","14,511","12,983","14,502","13,107","14,233","14,546","14,287","13,579","17,294"
"235","[P](u)","    Trinity Mirror Group","14,161","13,717","13,586","14,228","13,523","13,961","13,395","14,294","16,892","13,865","13,734","16,463","16,526","17,447","17,290"
"236","[P]","    NIC.IN","15,044","14,200","12,252","11,820","10,892","10,717","11,098","11,928","12,097","12,253","13,762","13,803","18,127","17,020","17,290"
"237","[P]","    Excite Japan Sites","20,172","19,624","20,444","21,040","22,026","19,431","18,955","19,044","19,292","16,590","17,524","16,515","17,485","16,715","17,266"
"238","[P]","    Vivendi","21,969","20,045","19,894","17,824","19,278","19,923","19,270","19,486","19,773","18,160","18,645","17,897","18,446","17,075","17,183"
"239","[P]","    IncrediMail Ltd","20,651","27,880","34,985","40,400","44,805","46,148","46,303","46,679","46,128","38,818","34,374","31,165","21,594","19,722","17,167"
"240","[P](U)","    Hulu","19,993","18,526","18,086","19,981","19,769","22,365","21,324","21,147","21,611","19,399","19,935","19,389","19,004","17,348","17,114"
"241","[P]","    HSBC","17,931","17,474","17,213","16,689","16,781","16,835","16,226","16,562","16,293","15,934","16,675","16,924","16,565","17,267","16,955"
"242","[P](U)","    Sky Sites","17,205","16,274","15,678","16,132","14,357","16,245","16,131","15,907","17,523","15,278","17,512","18,379","19,009","16,873","16,736"
"243","[P]","    Gruppo Fiat","13,585","13,028","13,620","13,627","13,484","11,968","12,273","11,995","10,772","12,792","14,821","15,738","17,386","15,278","16,718"
"244","[P]","    Samurai Factory Inc.","25,247","23,021","23,806","22,755","22,633","20,826","19,530","19,162","19,319","17,314","18,319","16,837","17,938","16,394","16,631"
"245","[P]","    Corel Corporation","14,374","13,623","14,210","13,754","14,146","14,398","14,754","14,602","14,246","13,292","15,199","16,231","16,938","16,333","16,595"
"246","[P](U)","    CityGrid Media","24,115","21,569","20,767","22,133","19,264","21,458","19,000","17,309","19,888","18,103","20,282","18,312","16,804","15,863","16,571"
"247","[P](u)","    News International","10,803","11,393","10,670","11,859","11,497","10,582","10,394","10,762","13,207","13,439","14,463","14,896","15,814","15,458","16,443"
"248","[P]","    L'Oreal Sites","12,503","12,309","12,473","11,448","12,087","13,341","12,351","13,826","12,255","11,758","16,836","19,092","15,742","16,323","16,437"
"249","[P](u)","    Grupo Intercom","53,004","49,771","49,949","48,629","49,061","21,832","21,265","17,363","21,037","18,865","20,192","20,049","19,236","16,455","16,419"
"250","[P]","    Groupe M6","18,148","17,132","16,804","15,365","15,299","16,722","17,343","19,103","19,422","17,131","18,243","15,902","15,900","14,763","16,279"
"251","[P]","    Capital One","14,904","14,945","16,000","15,696","15,776","15,175","15,259","15,985","15,032","14,502","15,784","15,494","16,069","15,370","16,203"
"252","[P]","    Onlinedown Sites","10,522","10,208","13,291","11,912","11,258","11,855","13,159","10,810","11,700","9,205","12,399","17,357","17,801","14,573","16,163"
"253","[P]","    DUOTE.COM","8,323","8,974","11,504","10,607","10,702","11,416","12,791","12,346","11,666","8,540","11,225","15,030","15,817","14,447","16,161"
"254","[P]","    Ford Motor Company","15,696","11,500","13,478","11,955","11,794","12,578","12,386","13,822","13,109","13,867","18,017","15,458","16,408","15,694","15,602"
"255","[P]","    FILESTUBE.COM","58,962","51,666","50,848","46,514","39,741","39,408","43,155","36,570","30,201","16,068","21,385","22,575","21,425","19,109","15,596"
"256","[P]","    URBANDICTIONARY.COM","14,082","14,240","13,934","13,917","14,118","14,129","14,034","13,979","15,056","14,227","16,382","15,735","15,660","14,774","15,595"
"257","[P]","    SOFTPEDIA.COM","19,036","18,482","17,736","16,948","16,758","17,434","17,451","18,533","18,796","16,490","18,871","16,229","15,786","15,489","15,554"
"258","[P]","    QIDIAN.COM","10,338","8,888","10,157","11,728","9,436","10,237","10,197","10,385","10,393","8,204","9,511","13,825","14,392","13,790","15,508"
"259","[P](u)","    Nissan","10,842","11,634","12,726","9,951","14,052","11,174","13,068","11,043","12,200","11,353","12,871","14,504","17,013","12,605","15,491"
"260","[P]","    XICI.NET","6,749","6,934","8,173","8,662","9,271","8,644","8,338","8,460","8,566","6,182","8,148","13,421","14,356","13,762","15,441"
"261","[P]","    United Online, Inc","18,830","15,976","18,926","24,926","29,545","27,162","20,395","21,325","23,919","15,957","17,084","18,615","18,377","15,964","15,312"
"262","[P]","    Viva street Classifieds","13,406","13,411","13,801","13,301","13,202","13,996","13,367","10,826","13,288","14,589","14,049","13,112","13,573","14,142","15,306"
"263","[P]","    HC International Inc.","8,121","7,473","9,657","10,348","8,982","9,167","9,670","9,386","8,916","6,402","10,219","17,096","18,166","13,794","15,139"
"264","[P]","    Unister GmbH","11,535","11,401","12,692","12,324","11,734","13,172","13,696","13,131","15,792","12,987","13,268","12,405","13,729","13,974","15,099"
"265","[P](U)","    Metacafe","28,888","23,681","21,098","19,820","18,214","19,075","18,383","18,450","17,600","14,638","15,565","14,806","14,750","15,182","15,080"
"266","[P]","    MUSICA.COM","17,531","16,758","16,246","14,844","15,037","15,336","15,130","14,838","14,189","13,568","15,262","15,406","15,761","14,607","15,054"
"267","[P]","    Coupons, Inc.","6,307","6,796","6,595","6,663","7,084","7,415","7,947","7,745","7,621","6,655","7,981","7,433","7,678","9,241","14,883"
"268","[P]","    Orbitz Worldwide","18,099","17,896","17,980","17,496","15,038","15,248","14,503","11,947","16,595","14,573","16,747","14,209","14,035","14,002","14,847"
"269","[P]","    ING Group","15,500","14,838","15,401","15,886","15,986","16,875","16,429","15,099","16,899","13,870","14,986","14,313","14,664","14,439","14,810"
"270","[P](U)","    Move, Inc. Real Estate Sites","12,439","11,553","12,159","12,660","12,345","12,783","11,576","11,148","14,292","13,128","14,392","14,601","14,244","13,511","14,783"
"271","[P]","    NextRadio TV","17,174","15,455","15,234","14,148","14,352","15,125","15,536","15,589","15,497","13,787","16,610","15,351","15,891","14,390","14,763"
"272","[P]","    Seiko Epson Corp","13,002","12,675","12,567","12,685","13,759","14,160","14,660","15,676","14,931","13,608","15,367","15,531","16,135","15,699","14,686"
"273","[P]","    Groupe Figaro","18,104","15,969","15,662","14,769","14,205","15,302","14,240","14,880","15,315","14,081","15,201","14,725","15,376","14,725","14,686"
"274","[P](u)","    Sanoma Group","11,572","11,297","11,082","11,115","11,236","11,385","14,575","14,003","14,372","13,523","14,062","13,876","14,034","13,761","14,603"
"275","[P]","    Gameforge Sites","15,788","16,736","14,861","15,788","15,527","17,281","22,139","21,027","17,036","15,602","15,439","15,942","15,186","13,872","14,580"
"276","[P]","    WIKIMAPIA.ORG","11,988","11,102","10,828","10,435","10,155","11,436","12,076","11,959","12,822","12,664","14,483","13,757","13,651","13,283","14,315"
"277","[P](U)","    McClatchy Corporation","16,673","15,211","13,704","15,991","15,622","16,681","16,012","13,288","14,513","12,834","13,878","14,327","14,177","13,137","14,303"
"278","[P]","    Kingsoft Corp","18,278","18,279","19,461","17,828","16,016","15,822","16,109","18,036","21,035","17,243","16,904","19,954","18,497","14,375","14,300"
"279","[P]","    SNDA Sites","16,667","12,264","17,547","20,217","17,973","13,005","13,823","15,024","12,991","9,772","10,877","12,773","13,225","12,230","14,269"
"280","[P]","    McDonald's","12,274","12,741","11,848","12,892","12,287","14,079","11,543","9,630","12,865","11,752","13,915","13,132","12,569","16,006","14,250"
"281","[P]","    Nike","14,788","13,053","15,861","15,275","12,054","11,705","13,276","13,333","11,983","11,090","13,443","13,771","13,319","11,536","14,239"
"282","[P]","    Intuit","13,353","12,953","13,476","13,068","13,747","15,204","13,274","13,827","25,651","31,220","25,299","24,347","13,545","12,102","14,151"
"283","[P](U)","    Ancestry.com, Inc.","8,643","10,425","10,137","10,479","12,690","12,986","12,472","11,961","13,924","12,729","13,318","12,311","11,684","11,152","14,146"
"284","[P]","    Grupo Santander","11,879","11,475","11,636","11,422","11,527","11,690","11,352","11,806","12,308","12,797","14,039","13,898","14,114","14,111","14,109"
"285","[P](u)","    Canoe Network","15,315","15,709","16,779","15,725","15,341","16,255","15,549","15,000","15,517","14,289","15,625","15,661","14,605","13,716","14,071"
"286","[P]","    Macy's Inc.","13,555","13,132","13,086","14,990","15,331","15,268","21,890","21,939","15,112","14,312","15,654","14,927","14,585","14,136","14,014"
"287","[P](U)","    HealthGrades","13,009","12,052","11,729","12,849","11,940","13,489","12,632","11,946","14,653","13,269","14,204","14,592","13,810","12,932","13,980"
"288","[P]","    Indian Railways","12,897","12,416","12,469","12,169","12,236","13,772","14,066","14,526","14,277","13,143","14,088","14,723","16,412","15,052","13,972"
"289","[P]","    Kayak.com Network","13,493","14,512","15,915","14,584","12,734","12,219","11,440","10,858","14,581","13,739","14,849","13,264","12,439","11,311","13,901"
"290","[P]","    HomeAway","10,703","11,043","12,067","11,296","8,588","8,035","7,241","7,217","10,736","9,749","10,765","10,078","10,159","11,561","13,830"
"291","[P]","    PriceGrabber","10,108","9,294","10,913","10,640","9,452","10,755","10,597","9,405","15,119","13,570","14,761","15,640","13,497","13,352","13,798"
"292","[P]","    Yum! Brands Inc.","14,918","12,908","14,037","12,617","11,896","12,357","12,625","14,151","13,894","12,916","15,623","13,066","13,224","14,555","13,706"
"293","[P](U)","    Hi-Media Group","18,581","19,105","18,134","17,234","15,063","16,108","16,676","16,579","16,438","14,637","16,431","15,303","14,625","13,768","13,667"
"294","[P](u)","    Source Interlink Companies","11,593","10,369","10,214","10,896","10,434","12,951","12,783","12,246","13,739","10,266","11,129","11,092","11,011","11,805","13,531"
"295","[P]","    LOWES.COM","13,063","12,364","11,756","11,724","11,718","11,016","13,674","12,159","11,485","10,502","14,047","13,781","15,087","12,664","13,523"
"296","[P]","    Groupe Casino","10,681","9,790","10,991","11,270","9,957","10,283","11,818","13,947","15,841","10,373","12,526","10,831","10,940","11,933","13,490"
"297","[P](U)","    PopSugar","20,601","18,966","19,446","21,207","18,925","21,683","19,441","19,732","19,406","16,045","18,403","15,237","14,284","13,183","13,459"
"298","[P](U)","    Dominion Enterprises","15,925","15,245","15,449","15,558","13,243","12,502","10,771","10,560","14,226","13,361","14,563","14,193","13,603","12,353","13,390"
"299","[P]","    MAPBAR.COM","6,007","6,182","7,186","7,704","8,643","9,002","8,709","8,367","8,007","5,971","8,265","12,578","12,533","11,474","13,385"
"300","[P](u)","    RCS Media Group","30,166","28,071","25,387","25,266","26,966","29,353","28,994","9,102","8,689","8,593","9,120","15,122","16,552","13,364","13,335"
"301","[P](U)","    MANTA.COM","21,737","19,128","18,476","18,337","16,844","18,349","15,670","14,465","17,740","16,363","16,481","16,580","14,582","12,921","13,327"
"302","[P](u)","    Batanga Sites","8,812","5,671","8,751","10,572","10,858","12,894","12,583","13,008","10,958","8,970","10,015","9,922","10,803","13,907","13,266"
"303","[P](u)","    Groupe SNCF","10,889","11,261","12,223","10,810","10,821","10,691","10,260","10,046","11,002","12,527","10,926","13,085","12,519","12,774","13,234"
"304","[P](u)","    National Geographic Sites","15,640","12,211","11,667","13,793","14,630","17,054","16,158","14,797","16,558","15,659","15,571","15,880","16,005","13,754","12,961"
"305","[P]","    Asahi Shimbun","9,000","9,514","10,418","12,088","10,548","9,886","9,247","9,903","10,891","8,261","8,365","6,959","10,830","11,776","12,869"
"306","[P]","    DEPOSITFILES.COM","58,581","55,513","56,213","53,636","53,151","51,335","49,626","48,330","42,348","35,535","25,501","21,566","20,203","16,181","12,755"
"307","[P]","    Honda","12,265","11,921","11,217","11,380","11,482","10,702","13,016","10,891","9,885","10,351","12,605","12,348","11,834","12,475","12,640"
"308","[P]","    TUI Group","10,845","11,105","13,155","10,497","9,053","8,424","7,446","7,405","12,269","9,660","10,090","9,328","9,926","10,688","12,619"
"309","[P](U)","    CBC-Radio Canada Sites","10,252","10,933","9,653","10,377","11,295","13,329","11,569","11,297","12,660","12,047","12,330","14,286","12,959","12,340","12,618"
"310","[P]","    Canon Inc.","11,442","13,096","11,688","12,190","13,132","13,412","15,385","17,498","11,742","9,070","10,515","15,307","14,277","13,690","12,510"
"311","[P]","    FedEx","12,511","11,765","12,318","13,926","13,323","13,572","14,517","18,316","14,567","13,320","14,499","14,039","14,115","11,605","12,474"
"312","[P]","    Y8.COM","34,470","32,251","30,526","27,007","24,780","26,880","22,395","18,558","17,995","15,635","17,628","16,377","28,618","20,853","12,404"
"313","[P]","    1616.NET","3,145","3,177","2,190","1,973","1,678","1,740","2,134","2,033","1,762","1,186","9,570","13,205","15,484","14,164","12,321"
"314","[P]","    Grupo Carso","11,963","12,110","11,982","12,092","11,153","11,008","10,745","10,478","9,372","9,993","10,124","11,948","12,662","11,180","12,260"
"315","[P]","    WeatherBug Property","20,382","20,354","19,173","16,171","14,644","14,362","14,575","14,317","13,192","12,534","12,545","11,955","12,131","12,038","12,247"
"316","[P]","    Groupe Amaury","12,751","12,341","11,173","11,277","10,557","10,665","10,132","9,960","11,700","10,066","10,384","10,413","10,851","10,600","12,247"
"317","[P]","    UUU9.COM","5,458","6,029","11,735","7,483","6,267","6,871","7,057","7,578","8,106","7,036","6,618","9,159","8,222","7,949","12,206"
"318","[P]","    Telecom Italia","16,646","16,184","15,746","15,268","15,617","15,878","15,847","15,764","15,911","20,879","10,031","9,801","10,594","10,161","12,204"
"319","[P]","    Groupe Credit Agricole","12,767","12,240","12,022","11,824","11,747","11,487","11,917","11,929","12,365","11,564","11,836","11,406","11,354","11,196","12,199"
"320","[P]","    DEEZER.COM","9,152","8,943","8,887","8,240","8,165","8,592","8,927","9,675","8,604","9,270","10,296","10,465","11,109","11,323","12,183"
"321","[P]","    SENDSPACE.COM","11,523","11,356","11,650","11,401","11,462","11,386","11,041","11,950","11,941","11,414","13,566","11,762","12,143","11,741","12,080"
"322","[P]","    VistaPrint Sites","10,620","10,005","9,808","10,182","10,922","11,735","14,526","15,139","13,144","11,169","11,628","10,899","10,825","9,819","12,072"
"323","[P](U)","    Nextag.com Sites","24,314","21,669","23,090","23,642","22,418","23,164","24,608","23,807","22,413","16,616","16,839","14,834","13,609","12,046","11,965"
"324","[P](u)","    Naukri","11,118","11,700","11,752","11,413","10,912","11,211","9,947","10,404","10,974","10,353","10,497","10,591","11,399","11,681","11,951"
"325","[P]","    ARCHIVE.ORG","8,583","7,476","8,247","8,813","9,510","9,527","10,258","9,938","11,655","10,617","11,441","11,811","11,677","11,728","11,905"
"326","[P]","    Yomiuri Group","8,980","8,964","9,318","9,392","12,911","12,235","11,593","12,161","12,263","10,349","10,848","10,734","10,393","10,715","11,875"
"327","[P](U)","    Weblogs SL Sites","16,435","15,184","14,504","14,817","15,275","16,367","15,725","13,879","14,314","12,745","13,865","13,604","13,797","12,813","11,829"
"328","[P]","    La Poste","11,772","11,912","11,899","11,337","11,464","11,537","11,357","12,051","11,536","10,147","10,650","10,183","10,719","10,438","11,791"
"329","[P]","    Gap, Inc.","10,328","10,164","10,358","10,953","10,540","10,966","13,989","13,212","9,464","8,336","10,197","9,223","10,560","9,557","11,755"
"330","[P]","    8684.CN","4,519","4,823","5,669","6,010","6,580","6,210","6,085","6,646","7,662","5,177","6,901","10,609","10,925","9,933","11,693"
"331","[P]","    Reed Elsevier Group","16,274","13,348","12,843","13,560","12,563","14,908","14,324","12,830","13,830","13,530","15,038","15,009","13,648","11,637","11,642"
"332","[P]","    Carrefour Group","11,839","11,205","12,184","12,098","13,271","13,462","13,409","13,570","10,264","9,077","10,207","10,174","11,173","10,171","11,583"
"333","[P](U)","    Pelmorex Media Inc Weather","9,581","10,445","9,295","9,238","8,186","8,988","7,647","8,982","8,807","12,980","13,350","13,196","12,980","12,381","11,581"
"334","[P](U)","    Classified Ventures","13,667","12,733","13,254","14,361","13,072","13,149","11,974","11,292","13,101","11,907","12,215","11,913","11,545","10,780","11,570"
"335","[P](U)","    NFL Internet Group","9,700","8,293","10,069","21,669","31,176","27,544","26,120","26,384","24,237","16,941","12,303","14,919","10,334","9,392","11,511"
"336","[P](U)","    Mattel Sites","10,420","10,760","12,534","11,433","10,896","12,395","13,022","14,013","10,911","10,377","12,275","10,109","10,908","10,831","11,458"
"337","[P]","    RapidShare AG","49,770","42,276","42,055","39,646","36,502","35,292","33,536","28,872","25,056","20,425","20,741","17,968","16,778","14,688","11,431"
"338","[P]","    Travian Games","5,622","6,311","9,635","10,152","9,065","13,729","9,647","13,116","14,816","13,692","13,826","16,322","16,361","12,235","11,427"
"339","[P]","    Hispavista Sites","18,634","16,954","16,371","15,637","15,625","16,193","15,598","13,779","13,338","11,949","13,320","13,066","12,307","11,662","11,394"
"340","[P]","    BAIXING.COM","11,770","11,979","14,378","12,656","12,116","12,730","12,490","10,710","8,918","7,510","10,025","12,978","12,488","11,077","11,361"
