"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: March 2011 - May 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/18/2012","","","","","",""

"","","","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012"
"15","[P]","    BitTorrent Network","142,495","145,982","156,067","164,101","172,531","173,435","180,816","193,170","194,166","200,213","209,851","214,775","222,911","224,746","231,239"
"16","[P]","    Sohu.com Inc.","177,534","178,930","182,179","189,558","195,592","201,164","208,468","212,528","212,372","215,631","217,609","221,334","232,116","233,852","228,400"
"17","[P](U)","    AOL, Inc.","247,697","237,258","238,860","231,564","227,626","227,538","220,379","224,822","219,953","221,648","218,280","218,284","221,302","215,274","215,645"
"18","[P]","    Alibaba.com Corporation","132,534","144,488","152,501","156,780","164,230","167,517","167,324","184,715","186,245","198,329","191,038","193,567","212,963","208,185","211,748"
"19","[P]","    TWITTER.COM","129,439","123,035","139,213","144,441","146,413","155,968","157,303","166,536","167,903","175,613","181,872","178,157","188,006","190,379","200,620"
"20","[P](u)","    Viacom Digital","163,349","175,968","183,431","185,122","182,883","186,754","187,364","195,624","192,958","197,389","194,582","188,965","196,208","192,172","194,945"
"21","[P]","    SINA Corporation","116,166","114,371","125,533","129,116","139,096","137,986","147,155","153,389","150,065","155,718","163,853","159,730","167,814","158,500","157,930"
"22","[P](u)","    NetShelter Technology Media","150,348","137,498","139,254","135,513","140,404","142,521","146,239","152,455","145,783","143,638","146,508","142,435","149,757","147,677","155,302"
"23","[P]","    Adobe Sites","160,625","132,567","139,968","135,014","134,096","144,970","147,315","152,887","151,765","161,875","182,234","150,409","158,563","152,712","141,060"
"24","[P](U)","    New York Times Digital","128,726","107,800","115,279","107,815","108,536","113,033","124,192","137,403","138,948","135,000","141,903","134,466","136,017","127,092","132,671"
"25","[P](u)","    Technorati Media","122,858","118,697","118,362","110,839","107,253","108,087","117,349","122,549","117,494","112,180","118,653","114,164","122,967","120,462","123,727"
"26","[P](u)","    Xunlei Networking","57,612","49,946","51,057","69,449","78,302","82,408","85,226","94,080","92,285","94,576","101,063","111,945","89,948","89,131","120,204"
"27","[P]","    The Mozilla Organization","134,863","100,668","145,477","117,557","112,887","126,894","134,629","96,492","108,468","112,291","131,089","120,557","109,936","109,129","119,062"
"28","[P](u)","    Turner Digital","152,103","136,777","147,542","134,020","130,388","134,007","126,995","128,659","123,550","123,264","129,934","122,612","122,156","112,807","114,584"
"29","[P](U)","    Demand Media","124,125","110,435","103,812","96,467","91,674","98,036","95,438","93,599","98,235","94,072","101,138","97,615","104,273","104,701","112,544"
"30","[P]","    NetEase.com Inc.","86,075","80,456","89,643","88,900","93,060","91,763","99,370","97,234","100,758","103,039","103,534","110,372","115,776","109,177","109,430"
"31","[P](U)","    LINKEDIN.COM","79,215","74,845","86,074","84,356","82,454","88,172","92,112","92,451","94,823","88,742","100,062","100,231","107,259","103,095","106,848"
"32","[P]","    Youku Inc.","77,425","68,592","77,739","83,037","91,018","86,607","94,225","102,199","99,129","98,086","109,040","105,606","117,610","109,237","104,820"
"33","[P](u)","    Terra - Telefonica","92,590","91,273","93,018","91,737","93,215","97,598","99,592","99,654","98,329","97,434","96,185","91,036","94,879","98,297","103,753"
"34","[P]","    BABYLON.COM","42,589","40,310","48,634","49,031","51,396","57,840","63,402","51,413","54,732","63,599","67,783","72,695","84,109","92,505","100,049"
"35","[P](U)","    DAILYMOTION.COM","109,601","110,552","114,292","101,929","83,971","85,089","88,764","96,648","94,808","95,449","93,161","93,354","98,443","109,532","94,410"
"36","[P]","    MEDIAFIRE.COM","59,004","60,504","65,839","66,403","70,062","74,926","78,122","84,086","84,676","89,541","96,031","93,594","93,398","86,759","90,294"
"37","[P](U)","    Answers.com Sites","98,716","87,301","88,487","71,866","61,860","69,164","79,301","77,203","76,924","70,652","80,319","81,167","84,201","83,222","89,732"
"38","[P]","    Axel Springer AG","69,817","65,524","56,997","65,630","66,842","67,806","71,500","76,990","76,371","77,208","92,150","87,813","88,013","86,941","89,727"
"39","[P]","    4SHARED.COM*","75,906","76,149","82,695","80,610","81,619","82,142","84,759","77,214","72,865","73,476","75,431","72,187","77,321","87,844","86,435"
"40","[P]","    Qihoo.com Sites","50,452","44,091","31,558","31,320","34,446","37,397","35,697","40,387","44,422","48,654","49,239","58,305","73,112","81,558","83,534"
"41","[P]","    Yandex Sites","58,814","58,751","60,543","61,976","64,116","64,632","68,765","70,071","71,503","74,405","76,946","76,237","79,433","80,772","82,008"
"42","[P](u)","    Break Media","74,696","70,203","72,789","70,860","68,983","71,597","70,011","72,371","70,221","74,839","79,068","79,026","79,818","78,591","81,251"
"43","[P]","    Tudou Sites","62,696","58,747","66,498","67,723","77,914","74,838","76,920","82,203","80,337","83,807","94,839","94,665","99,255","96,009","80,186"
"44","[P]","    NHN Corporation","41,727","40,465","42,383","41,891","70,131","74,056","76,868","77,961","76,866","77,023","79,661","78,997","78,995","78,506","79,567"
"45","[P](u)","    BBC Sites","80,594","71,434","74,281","65,593","67,675","72,209","71,250","77,127","74,949","72,739","75,671","73,269","73,232","72,097","74,298"
"46","[P](u)","    BUZZMEDIA","51,750","48,188","39,034","41,796","41,757","43,993","41,886","44,168","44,335","46,055","47,081","44,318","38,537","62,124","72,934"
"47","[P]","    Orange Sites","66,043","66,989","70,685","67,491","63,491","68,846","72,576","79,220","79,663","68,994","73,561","68,461","71,353","69,394","72,858"
"48","[P]","    Rakuten Inc","57,528","55,379","60,840","57,785","59,031","62,198","63,498","71,032","71,831","75,263","71,654","68,319","69,836","70,750","72,785"
"49","[P](u)","    IG Portal","29,409","29,933","31,237","32,190","29,259","61,505","64,505","67,975","70,602","83,045","80,138","74,934","76,505","68,069","68,891"
"50","[P]","    China Telecom Sites","6,797","6,081","5,770","6,260","7,841","6,102","5,892","6,931","6,245","6,326","5,071","5,259","40,821","61,079","67,545"
"51","[P](u)","    Gannett Sites","54,487","53,589","56,973","53,509","53,985","58,635","55,644","56,690","56,766","58,353","62,556","70,932","69,145","64,451","65,590"
"52","[P]","    Sony Online","63,402","58,923","67,799","66,787","62,537","66,022","66,621","70,878","73,191","77,159","75,304","72,734","68,179","59,812","64,605"
"53","[P](u)","    Spil Games","49,854","50,679","52,057","56,028","59,376","59,091","52,967","57,460","56,023","64,527","63,345","59,257","61,382","68,498","64,497"
"54","[P]","    KuGou Inc.","44,818","43,509","47,424","48,141","49,539","45,198","41,019","40,017","39,526","39,944","41,253","44,561","60,957","67,871","63,908"
"55","[P]","    AVG Technologies","19,463","21,051","33,812","35,374","34,400","33,435","33,860","40,205","24,428","32,517","39,951","43,217","46,943","57,069","61,324"
"56","[P](u)","    FC2 inc.","48,382","47,586","50,745","51,493","53,236","56,007","56,994","59,124","58,320","58,816","60,779","60,237","60,687","60,214","60,551"
"57","[P](U)","    Hearst Digital Media","21,885","22,001","19,684","21,861","23,182","25,336","25,726","29,420","28,826","43,119","42,439","48,051","47,762","51,451","59,944"
"58","[P]","    Gretech Corp.","51,251","51,551","54,515","55,496","57,766","59,317","62,969","63,890","62,790","64,496","66,326","62,154","62,192","59,593","59,908"
"59","[P]","    Oak Pacific Interactive Sites","52,534","59,437","72,664","74,031","71,947","52,969","51,075","57,597","60,901","62,301","64,091","65,875","72,091","63,400","59,745"
"60","[P]","    PPLive Inc.","23,524","25,008","32,035","29,626","36,738","43,656","43,732","46,375","47,282","53,121","61,413","59,113","66,142","64,008","59,551"
"61","[P]","    FILESTUBE.COM","38,028","41,168","48,563","49,158","48,914","49,354","51,632","57,749","56,423","58,096","62,760","63,006","64,694","64,323","58,962"
"62","[P]","    EA Online","32,960","32,926","32,325","36,168","36,641","38,869","44,440","51,940","46,301","49,229","46,290","62,120","66,698","59,617","58,819"
"63","[P]","    PPStream, Inc.","57,939","57,789","60,718","61,329","61,807","60,906","58,619","59,397","58,404","53,863","52,951","52,152","62,846","61,815","58,777"
"64","[P]","    Priceline.com Incorporated","36,281","34,949","40,914","46,751","53,032","49,213","44,955","45,385","45,514","41,594","49,960","49,541","49,356","55,763","58,713"
"65","[P]","    DEPOSITFILES.COM","28,822","27,358","26,094","27,788","27,662","27,652","29,040","32,118","31,361","31,691","40,328","56,705","59,170","57,044","58,581"
"66","[P](U)","    Weather Channel, The","42,991","44,322","45,535","44,641","64,950","74,674","65,791","63,513","59,856","60,530","65,712","63,341","61,553","59,577","58,343"
"67","[P]","    Real.com Network","55,748","51,382","59,147","61,792","56,748","53,874","54,950","62,514","61,953","65,571","60,466","54,681","52,619","49,663","57,995"
"68","[P]","    craigslist, inc.","53,840","51,731","55,182","56,784","57,504","58,985","57,482","56,540","54,844","53,283","57,069","56,658","57,298","55,824","56,339"
"69","[P]","    OLX Inc.","45,255","42,336","47,105","45,171","45,834","47,868","46,932","46,699","46,440","44,453","51,777","52,278","55,081","53,225","56,140"
"70","[P]","    Wal-Mart","40,446","40,750","42,803","44,650","48,053","50,087","49,499","58,072","73,336","72,011","54,372","50,534","51,469","51,996","55,421"
"71","[P]","    Deutsche Telekom","49,571","47,138","50,472","49,193","49,101","51,673","51,862","54,130","52,846","53,057","53,730","52,565","53,075","54,726","54,206"
"72","[P](U)","    ESPN","75,225","64,948","60,604","59,149","55,383","62,111","75,141","71,555","69,509","66,265","61,894","56,783","64,753","57,784","54,072"
"73","[P](u)","    Grupo Intercom","36,694","33,047","36,439","35,582","34,373","35,681","35,778","37,544","37,910","35,897","40,167","48,351","51,478","48,316","53,004"
"74","[P]","    MIH Limited","39,537","39,869","42,619","41,006","40,098","41,226","42,249","45,151","43,431","48,341","48,595","45,478","46,838","48,624","51,728"
"75","[P](U)","    UOL","44,602","46,072","46,594","47,153","49,845","49,506","50,122","51,153","52,203","52,109","51,599","48,370","51,163","51,055","51,383"
"76","[P]","    Expedia Inc","75,452","76,130","80,012","86,378","96,945","90,073","83,120","80,395","79,120","82,633","49,255","46,728","52,141","49,920","51,199"
"77","[P](u)","    Schibsted (Anuntis-Infojobs-20minutos)","42,334","40,491","42,472","40,678","40,241","42,120","44,108","44,860","45,406","43,783","47,424","46,253","49,045","49,122","51,137"
"78","[P](U)","    Wikia Sites","39,459","37,488","39,512","39,021","39,524","40,031","40,340","44,585","47,134","47,619","50,086","47,809","50,647","48,711","50,808"
"79","[P]","    CCM-Benchmark","44,923","40,384","44,026","42,741","40,028","44,945","46,037","51,155","50,991","51,400","55,204","52,361","51,982","51,089","50,116"
"80","[P]","    RapidShare AG","52,396","47,485","46,578","43,961","41,874","41,593","40,554","42,854","41,703","41,215","47,682","54,462","51,192","49,485","49,770"
"81","[P]","    Disney Online","37,539","37,051","42,310","46,272","49,450","48,569","49,744","54,156","49,620","54,765","50,119","48,404","52,427","49,343","49,669"
"82","[P](U)","    Photobucket.com LLC","56,592","54,100","54,442","48,309","49,670","51,601","50,258","49,661","49,550","48,097","49,570","47,394","48,002","46,334","47,174"
"83","[P]","    Steam (App)","24,739","25,037","26,666","29,916","32,068","32,682","35,053","37,360","39,186","40,774","41,936","42,644","44,436","44,481","47,138"
"84","[P](u)","    Globo","31,260","29,591","29,624","29,574","35,953","39,315","40,559","45,806","47,430","44,668","47,683","44,867","46,469","45,567","46,731"
"85","[P]","    Conde Nast Digital","38,360","37,970","40,588","37,490","36,864","40,361","40,502","45,134","47,114","48,033","47,609","43,494","45,494","45,678","45,581"
"86","[P](U)","    Internet Brands, Inc.","24,743","23,527","28,409","35,308","38,046","39,182","41,188","41,806","40,086","39,964","42,852","41,511","43,794","43,846","44,800"
"87","[P](u)","    Monster, Inc.","49,499","44,671","46,443","45,896","45,180","45,278","43,859","45,369","44,779","41,085","45,175","46,794","51,183","43,699","44,312"
"88","[P]","    CyberAgent","34,536","32,455","36,007","35,381","36,532","38,155","38,714","39,681","39,709","39,139","41,786","41,753","44,582","42,784","43,723"
"89","[P](u)","    NTT Group","38,176","36,443","39,409","39,214","40,345","41,125","42,199","42,712","42,196","41,512","43,502","42,135","44,091","41,342","43,102"
"90","[P](u)","    IDG Network","42,919","39,909","41,359","42,265","43,137","45,320","45,381","51,583","49,764","53,003","49,894","46,630","45,948","41,891","42,878"
"91","[P]","    Samsung Group","22,300","22,161","26,231","26,862","28,672","29,487","33,067","35,730","37,065","44,987","38,633","34,770","36,569","35,002","42,859"
"92","[P](u)","    Alloy Digital Network","43,569","40,105","37,516","42,761","43,912","43,396","42,628","51,698","53,608","56,740","49,905","51,984","55,427","39,928","42,355"
"93","[P](u)","    Meredith Women's Network","15,181","16,667","17,859","18,007","18,080","16,440","16,234","19,147","19,840","21,239","19,342","21,473","21,697","41,851","42,132"
"94","[P](U)","    DEVIANTART.COM","34,753","34,539","35,408","36,003","37,592","38,775","37,879","40,757","39,709","43,198","46,817","42,846","42,562","41,452","41,941"
"95","[P](U)","    Indeed","33,185","31,806","33,544","35,520","29,007","26,672","31,889","32,229","31,909","27,023","37,788","34,631","37,735","38,217","40,960"
"96","[P]","    GSN Games","35,710","34,555","39,743","42,472","45,795","45,340","40,645","40,375","37,700","40,001","39,831","39,881","39,793","40,872","40,944"
"97","[P]","    MercadoLibre","33,047","31,416","33,447","33,481","35,707","38,421","36,904","38,175","38,167","37,583","38,856","35,994","38,647","38,683","40,743"
"98","[P](U)","    Tribune Interactive","44,407","42,033","45,478","41,581","41,521","43,111","42,658","42,038","40,930","42,028","44,403","42,132","43,273","40,968","40,344"
"99","[P](u)","    Geeknet","39,755","36,951","37,397","37,428","36,067","36,823","37,653","40,645","40,763","41,266","42,656","40,748","42,410","40,299","40,107"
"100","[P](u)","    Time Warner (Excl. Turner/WB)","49,503","41,910","47,814","40,699","41,270","38,369","39,730","39,341","38,805","37,628","38,260","35,586","36,936","37,316","38,331"
"101","[P](u)","    Discovery Digital Media Sites","37,845","37,568","40,058","37,700","36,578","37,442","39,100","40,587","38,698","37,956","40,527","39,024","40,159","38,051","38,186"
"102","[P](u)","    AT&T Interactive Network","32,004","31,031","34,381","34,274","40,519","39,919","38,871","37,369","35,246","36,215","36,153","35,558","36,451","35,416","37,990"
"103","[P](U)","    CraveOnline (Evolve Media Corp.)","28,329","31,484","34,450","35,710","31,189","32,946","37,051","38,756","36,470","40,782","40,563","39,439","38,507","38,171","37,900"
"104","[P]","    PCPOP Sites","20,137","16,672","21,927","19,974","28,946","26,192","29,025","33,820","33,237","35,795","36,560","39,134","46,886","41,370","36,669"
"105","[P]","    Ebuzzing","26,285","27,849","29,614","28,256","28,464","30,830","30,753","32,143","32,052","31,395","33,608","32,962","33,833","37,587","36,600"
"106","[P]","    BADOO.COM","26,204","24,361","28,715","29,113","28,249","32,526","33,884","36,217","34,208","32,212","31,195","30,696","34,406","36,944","36,492"
"107","[P]","    Groupe PPR","30,680","29,689","32,566","31,686","30,485","31,620","34,230","34,792","37,621","39,277","37,905","34,810","36,221","34,644","36,424"
"108","[P]","    United-Internet Sites","29,392","29,038","30,369","31,306","31,002","36,480","37,131","37,913","37,349","37,905","41,715","36,462","37,358","37,001","36,352"
"109","[P]","    Dwango Co., Ltd.","22,195","21,638","23,745","25,692","27,261","29,490","30,647","32,263","32,908","33,162","34,574","34,130","36,101","35,600","36,314"
"110","[P](u)","    Yellowbook Network","46,021","34,144","33,263","31,719","31,052","40,889","44,566","45,294","41,933","37,808","43,441","37,083","37,909","37,177","36,301"
"111","[P]","    Lycos Global Search And Media","34,700","33,239","37,032","34,867","33,202","36,410","37,407","40,406","42,903","33,486","35,672","36,816","38,465","35,528","36,213"
"112","[P]","    Hewlett Packard","39,238","37,850","38,699","38,491","41,350","44,352","49,156","53,575","51,034","52,063","40,667","36,607","39,695","35,919","35,892"
"113","[P]","    58.COM","20,774","17,584","21,053","23,319","28,898","28,293","31,272","38,028","30,319","28,431","29,546","33,042","38,032","35,145","35,863"
"114","[P]","    China Mobile Sites","19,067","17,142","22,055","24,848","26,743","28,498","28,460","29,837","30,641","35,093","34,632","35,342","37,753","33,193","35,862"
"115","[P](u)","    Prisa","21,036","22,395","24,703","23,160","21,636","26,226","34,113","35,676","36,069","33,838","35,827","34,324","37,956","36,303","35,689"
"116","[P]","    Sun Microsystems, Inc.","33,164","26,767","26,150","27,224","31,415","26,685","26,683","32,088","35,614","31,613","30,199","28,931","38,443","37,479","35,598"
"117","[P]","    NETFLIX.COM","28,616","29,974","34,132","28,900","30,955","30,163","32,766","29,716","28,337","37,382","34,063","36,379","34,251","33,343","35,518"
"118","[P]","    CONDUIT.COM","64,469","29,629","31,678","35,022","17,246","18,191","23,656","26,160","28,168","18,814","22,741","23,968","28,176","29,190","35,423"
"119","[P](u)","    Everyday Health","33,072","32,901","32,041","32,213","34,217","34,243","35,044","34,819","35,697","33,321","38,015","35,274","37,125","35,109","35,418"
"120","[P](U)","    YELP.COM","30,088","30,596","31,270","32,712","35,005","35,256","33,470","33,189","30,811","31,613","32,643","32,272","34,180","33,837","35,158"
"121","[P]","    Opera Software","29,356","36,546","31,327","29,844","32,838","33,462","36,033","35,314","34,480","41,437","38,440","36,290","37,490","34,892","34,763"
"122","[P]","    Groupe Lagardere","45,039","46,473","46,521","47,076","46,413","43,618","44,540","44,618","43,997","31,431","33,635","32,927","33,972","33,049","34,531"
"123","[P]","    TARINGA.NET","30,373","29,895","30,207","29,231","29,845","31,484","32,743","32,683","31,432","30,783","32,362","30,348","32,524","31,994","34,495"
"124","[P](u)","    Fox Interactive Media","99,059","104,867","106,234","97,266","95,943","37,407","41,502","44,630","39,643","36,591","35,750","33,340","36,105","32,966","34,475"
"125","[P]","    Y8.COM","12,621","13,075","12,814","14,212","14,678","14,178","12,370","23,154","23,716","28,850","34,467","29,657","34,087","35,835","34,470"
"126","[P](u)","    SheKnows (Evolve Media Corp.)","30,852","30,562","30,925","28,992","29,513","30,941","30,919","29,253","34,478","35,646","35,175","32,988","32,857","32,690","34,075"
"127","[P]","    SLIDESHARE.NET","18,516","15,866","19,383","17,259","15,186","20,817","26,981","30,514","31,093","22,377","21,731","24,696","28,967","28,234","33,669"
"128","[P](u)","    Liberty Media Holding Corporation","11,456","11,041","11,488","12,331","22,555","27,668","30,097","36,669","32,531","35,046","29,864","31,769","27,588","29,241","33,628"
"129","[P](u)","    Otto Gruppe","32,805","32,143","33,500","31,779","30,702","30,445","33,087","36,481","37,158","36,010","35,630","35,591","34,943","31,634","33,552"
"130","[P]","    GMO Internet Group","26,804","24,203","26,511","25,713","28,510","30,780","31,599","32,616","32,452","31,459","33,780","33,272","34,198","33,228","33,550"
"131","[P]","    Hubert Burda Media","29,590","28,817","32,213","32,646","33,034","33,645","33,664","36,336","33,799","33,456","35,761","33,782","33,741","32,753","33,500"
"132","[P](u)","    Dow Jones & Company","32,397","30,562","29,981","31,430","31,208","35,494","34,281","34,704","31,356","29,875","31,841","32,509","32,781","31,891","33,348"
"133","[P]","    RosBusinessConsulting","31,176","31,116","32,411","31,211","31,412","31,522","32,341","33,463","33,464","34,729","34,109","34,474","35,663","33,226","33,340"
"134","[P]","    56.COM","33,134","33,098","33,588","33,523","35,657","34,338","39,178","40,994","32,378","30,057","28,259","29,674","35,137","34,174","33,324"
"135","[P]","    Seesaa","23,095","22,673","25,575","26,288","27,649","28,896","29,964","31,181","31,127","30,878","33,198","31,922","34,300","32,888","33,132"
"136","[P]","    Groupe Pages Jaunes","37,566","34,908","36,573","36,058","34,636","33,521","32,931","34,464","33,289","31,960","32,403","32,050","32,693","31,224","32,959"
"137","[P](U)","    LeGuide.com Sites","14,221","12,980","16,507","17,201","17,225","15,387","14,877","15,833","17,379","18,599","19,072","16,751","17,260","31,452","32,671"
"138","[P]","    WebMD Health","32,555","30,137","35,601","35,420","37,629","38,912","38,761","41,091","39,394","36,895","32,354","31,256","32,582","31,304","32,168"
"139","[P]","    RTL Group Sites","28,563","27,971","30,173","27,872","27,269","26,453","27,348","29,182","27,229","27,548","28,628","30,105","29,381","29,918","32,106"
"140","[P](u)","    Shopzilla.com Sites","33,857","30,522","32,293","31,499","36,605","38,783","38,741","43,104","44,306","44,161","40,800","33,705","33,017","31,434","31,219"
"141","[P](U)","    Scripps Networks Interactive Inc.","30,591","31,223","31,907","26,665","28,873","29,274","28,918","31,267","36,209","36,249","34,870","30,812","30,780","31,499","31,127"
"142","[P]","    UPLOADED.TO","9,275","9,883","12,875","14,468","13,698","13,968","14,872","17,470","17,787","18,865","29,038","44,116","40,113","32,793","31,062"
"143","[P]","    Iliad - Free.fr Sites","29,561","28,132","29,248","27,183","25,481","27,140","29,493","29,318","29,843","29,143","32,449","30,729","31,594","30,134","30,822"
"144","[P]","    Sakura Internet","23,326","22,815","24,684","25,418","25,908","26,536","28,144","30,352","29,501","29,172","30,233","30,091","31,592","30,451","30,801"
"145","[P]","    Nifty Corporation","25,468","25,467","27,352","26,795","27,856","28,585","29,356","30,460","29,193","28,851","30,028","29,763","30,473","28,664","30,256"
"146","[P](U)","    Times Internet Limited","22,483","23,044","24,424","21,247","22,782","23,403","24,159","23,393","25,425","26,513","26,818","25,748","28,061","28,474","30,189"
"147","[P](u)","    RCS Media Group","21,363","20,757","22,080","19,863","19,084","19,728","21,610","28,869","29,309","26,949","31,003","29,734","29,846","29,548","30,166"
"148","[P]","    ProSiebenSat1 Sites","30,318","30,352","31,678","31,158","30,024","30,248","29,683","29,747","28,667","28,289","28,298","27,918","28,654","29,853","29,873"
"149","[P](u)","    Gawker Media","25,883","24,931","29,105","29,763","27,667","28,194","29,727","32,936","30,531","31,889","34,025","30,941","32,296","31,402","29,752"
"150","[P](U)","    Metacafe","47,043","45,853","47,078","44,154","42,062","38,272","40,707","39,860","39,500","36,497","33,940","31,650","30,066","39,300","28,888"
"151","[P]","    DANGDANG.COM","12,456","11,625","13,267","13,404","16,002","19,075","22,207","25,849","29,079","26,060","26,436","30,164","33,144","26,637","28,808"
"152","[P](u)","    The Washington Post Company","31,198","26,372","34,693","27,854","27,816","30,633","29,392","32,765","32,356","32,808","34,119","31,710","32,358","31,000","28,803"
"153","[P]","    Symantec","31,052","28,243","30,222","28,485","28,704","30,475","31,778","33,160","32,154","32,596","34,281","31,220","32,324","29,688","28,606"
"154","[P]","    Vodafone Group","26,669","23,697","26,755","25,862","27,271","28,573","27,345","30,509","28,925","29,468","28,502","29,014","28,279","28,906","28,401"
"155","[P]","    DOUBAN.COM","14,549","13,108","16,465","17,983","19,012","19,214","21,743","25,219","24,978","28,352","29,323","32,118","31,887","28,813","28,105"
"156","[P]","    ARTISTdirect Network","20,031","19,771","22,210","22,489","22,324","22,682","23,386","24,360","24,025","24,046","24,319","24,019","25,776","25,833","28,068"
"157","[P]","    MEGAUPLOAD.COM","75,408","74,894","80,298","80,723","84,151","87,729","88,746","97,402","93,690","95,508","90,455","46,479","36,857","31,198","27,849"
"158","[P]","    MINICLIP.COM","23,526","23,959","25,135","27,633","28,094","28,995","26,220","27,431","26,029","27,643","26,722","26,350","26,826","27,592","27,844"
"159","[P]","    2345.COM","31,816","31,156","32,877","31,230","34,477","35,807","34,434","35,204","34,524","35,798","33,419","32,819","32,544","26,919","27,500"
"160","[P](U)","    CareerBuilder LLC","30,222","29,858","29,886","26,465","28,893","29,640","29,158","28,941","25,176","22,440","29,977","27,572","27,789","26,691","26,982"
"161","[P](u)","    Gorilla Nation (Evolve Media Corp)","30,601","31,698","40,099","37,974","40,806","40,700","31,657","30,867","28,835","31,358","33,698","23,585","24,807","25,558","26,766"
"162","[P](u)","    Ticketmaster","21,797","19,141","20,188","20,016","21,374","21,338","22,963","27,873","27,995","27,338","27,165","27,501","28,931","27,488","26,621"
"163","[P]","    Xinhua News Agency","23,197","19,802","22,534","23,917","26,215","24,855","26,168","26,575","26,550","27,043","24,704","28,185","30,002","28,305","26,571"
"164","[P](u)","    Groupe TF1","24,052","21,460","24,041","21,093","22,455","23,183","24,320","25,517","23,818","24,218","26,532","24,514","26,056","24,800","26,456"
"165","[P]","    WildTangent Media","29,657","30,021","31,905","37,061","36,226","34,759","32,115","34,468","34,201","34,953","36,637","25,730","29,791","28,799","26,449"
"166","[P](U)","    AlloCine Sites","15,321","14,652","17,020","18,450","20,124","22,752","19,191","20,905","25,971","27,027","28,804","28,110","27,176","27,401","26,348"
