"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","","","Location :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: December 2011 - February 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 3/18/2013","","","","","",""

"","","","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013"
"57","[P]","    ACRONYMFINDER.COM","1,473","1,738","1,715","1,731","1,852","1,869","1,788","1,560","1,882","1,873","1,683","1,497","1,347","1,571","1,342"
"58","[P]","    BOOKZ.RU","1,624","1,635","1,401","1,299","1,066","1,252","1,255","1,169","1,154","1,313","1,375","1,257","1,222","1,378","1,327"
"59","[P]","    KLERK.RU","1,128","1,329","1,446","1,454","1,367","1,186","991","997","895","937","1,203","1,108","1,212","1,429","1,311"
"60","[P]","    ANGLAISFACILE.COM","1,253","1,563","1,373","1,396","1,193","1,686","1,276","835","665","1,241","1,329","1,247","1,208","1,366","1,281"
"61","[P]","    ArticlesBase.com Sites","931","1,005","985","1,366","1,327","1,553","1,325","1,037","1,221","1,354","1,379","1,385","1,064","1,086","1,222"
"62","[P]","    Farlex.com Sites","903","1,160","1,207","1,292","1,247","1,317","939","815","3,306","867","891","822","888","892","1,220"
"63","[P]","    PEOPLES.RU","1,834","1,878","1,801","2,176","2,039","1,884","1,521","1,183","1,045","1,278","1,411","1,320","1,330","1,254","1,209"
"64","[P]","    ASKMEHELPDESK.COM","1,944","2,079","2,083","2,087","2,354","2,310","2,766","2,780","2,177","1,982","1,858","1,659","1,455","1,478","1,194"
"65","[P]","    TRANSLIT.RU","1,322","1,417","1,490","1,468","1,408","1,322","1,203","1,205","1,159","1,374","1,500","1,540","1,595","1,364","1,177"
"66","[P]","    CALEND.RU","1,221","1,351","1,524","1,347","1,768","1,475","1,349","1,048","1,187","1,528","1,577","1,515","1,150","1,155","1,169"
"67","[P]","    ENGLISCH-HILFEN.DE","1,084","1,046","1,002","1,229","1,066","1,318","964","598","603","1,008","1,106","1,221","1,125","1,054","1,115"
"68","[P]","    PHRASES.ORG.UK","1,555","1,210","1,156","1,114","976","979","984","854","944","913","1,080","698","974","1,055","1,075"
"69","[P]","    MIJNWOORDENBOEK.NL","1,342","1,321","1,316","1,394","1,246","1,205","1,105","914","781","1,141","1,165","1,187","1,222","1,266","1,032"
"70","[P](u)","    QUESTIA.COM","1,053","1,118","1,320","1,370","1,386","1,102","751","587","563","812","910","935","698","736","1,007"
"71","[P]","    PWN.PL","954","1,183","1,034","1,064","947","1,106","954","592","573","933","1,112","1,088","981","1,250","1,004"
"72","[P]","    NOLO.COM","520","670","748","846","572","735","648","742","614","692","844","695","949","1,016","998"
"73","[P]","    SMARTDRAW.COM","1,086","1,428","1,247","1,320","1,115","1,184","1,070","1,051","1,056","972","1,250","1,171","929","1,023","998"
"74","[P]","    MOREWORDS.COM","911","1,164","1,110","1,104","963","825","698","657","567","784","909","920","881","1,120","979"
"75","[P]","    DEXONLINE.RO","804","892","859","821","656","822","728","601","583","757","897","886","821","950","948"
"76","[P]","    ALC.CO.JP","1,052","1,244","1,159","1,075","1,194","1,230","1,215","1,205","984","1,039","1,025","970","990","1,059","890"
"77","[P]","    THAIGOODVIEW.COM","1,621","1,782","1,139","850","523","910","1,136","1,246","1,038","1,159","690","1,002","974","1,139","880"
"78","[P](U)","    ALTALEX.COM","306","386","444","415","347","369","863","812","538","824","977","968","817","984","864"
"79","[P]","    QUECHOISIR.ORG","522","995","724","632","520","512","637","593","507","628","861","774","788","648","862"
"80","[P]","    ALDEBARAN.RU","1,175","1,350","1,179","1,281","1,006","1,123","1,058","1,049","1,046","989","1,049","997","884","1,140","861"
"81","[P]","    SLD.CU","955","1,059","1,356","1,515","1,316","1,592","1,156","894","971","988","1,181","1,112","721","736","859"
"82","[P]","    EMERALDINSIGHT.COM","1,011","836","899","1,086","1,162","982","670","577","718","903","1,213","1,217","1,085","926","853"
"83","[P]","    SYNONYMES.COM","606","690","827","884","690","856","641","473","453","697","684","823","640","697","841"
"84","[P]","    INGENTACONNECT.COM","480","527","648","729","810","579","511","616","516","556","714","617","697","569","792"
"85","[M]","    QUIBBLO.COM","472","793","984","1,176","1,296","1,511","1,370","1,479","1,341","1,414","1,211","1,102","999","992","754"
"86","[P]","    ENGLISHPAGE.COM","646","672","722","766","593","723","684","408","439","673","805","837","644","639","751"
"87","[P]","    BNF.FR","840","864","718","626","671","706","458","427","481","581","813","810","835","866","740"
"88","[P]","    HONEYWELL.COM","419","621","604","586","688","659","539","698","533","609","807","553","656","771","720"
"89","[P]","    UNIVERSALIS.FR","427","511","515","609","728","728","437","258","238","459","636","610","647","604","712"
"90","[P]","    BUSINESSBALLS.COM","1,079","1,043","1,086","978","869","1,065","842","676","673","778","877","774","924","975","700"
"91","[P]","    VERTALEN.NU","821","968","884","891","766","811","785","627","632","720","797","752","802","791","688"
"92","[P]","    SOZLUK.NET","1,121","1,098","886","868","873","820","644","572","547","678","732","777","763","879","685"
"93","[P]","    OMNIGLOT.COM","804","676","655","702","670","650","682","588","552","605","703","667","768","740","655"
"94","[P]","    POETS.ORG","500","500","629","616","745","665","428","317","359","485","585","603","616","583","639"
"95","[P]","    OCLC.ORG","249","226","377","376","346","325","259","336","342","441","422","371","407","504","631"
"96","[P]","    ZARGAN.COM","1,152","1,070","958","1,015","858","777","632","579","576","645","770","782","799","745","627"
"97","[P]","    USHISTORY.ORG","453","462","516","479","499","452","436","291","355","597","840","662","608","625","609"
"98","[P]","    WEBELEMENTS.COM","441","548","402","438","345","345","364","168","245","675","858","820","506","665","604"
"99","[P]","    ENERGYGUIDE.COM","958","898","925","918","814","769","879","998","910","926","830","841","736","934","587"
"100","[P]","    REPEC.ORG","574","592","500","632","709","508","430","431","428","494","783","660","649","691","563"
"101","[C]","    LIBRARYTHING.COM","946","839","618","499","476","438","525","356","546","486","528","502","421","497","552"
"102","[P]","    SO100.CN","367","303","603","251","144","293","724","703","873","943","861","1,062","1,317","1,226","546"
"103","[P]","    DICOCITATIONS.COM","890","1,151","1,026","850","789","1,101","882","622","639","700","531","552","755","630","530"
"104","[P]","    WISSEN.DE","417","490","429","336","237","338","244","201","145","247","349","392","370","562","521"
"105","[P]","    TRADUCEGRATIS.COM","1,078","1,086","1,094","971","823","826","756","733","659","759","748","818","647","655","514"
"106","[P]","    SACRED-TEXTS.COM","414","561","604","544","563","483","429","482","485","503","552","511","556","499","509"
"107","[P]","    VDICT.COM","1,014","861","1,035","1,101","1,102","956","856","847","845","774","798","696","592","689","500"
"108","[P]","    GOGEN-ALLGUIDE.COM","620","745","570","666","575","575","600","644","640","667","596","601","551","706","498"
"109","[P]","    JEWISHVIRTUALLIBRARY.ORG","468","490","495","512","445","621","394","283","367","521","472","511","528","518","482"
"110","[P]","    TRANSLATE.PL","851","961","775","763","665","804","629","502","468","587","639","532","446","532","481"
"111","[P]","    ACTUALICESE.COM","663","790","775","755","724","750","545","521","441","407","470","429","304","446","478"
"112","[P]","    HOWTODOTHINGS.COM","858","699","785","796","957","924","810","661","637","833","727","724","541","484","477"
"113","[P]","    STROYPORTAL.RU","336","331","378","425","451","455","475","469","508","467","482","454","428","431","468"
"114","[P]","    MANSIONINGLES.COM","390","580","666","692","488","545","505","385","360","432","539","475","322","349","463"
"115","[P]","    SCIELO.CL","641","684","913","987","919","1,084","759","635","668","829","861","877","556","505","463"
"116","[P]","    OSZK.HU","247","274","225","253","241","356","314","249","287","365","439","435","418","482","426"
"117","[P]","    MEGAESSAYS.COM","448","415","416","458","457","641","310","224","199","491","511","430","413","396","425"
"118","[P]","    NOODLETOOLS.COM","351","422","482","579","437","475","199","61","114","419","446","500","404","365","423"
"119","[M]","    CODEGURU.COM","542","645","704","742","690","828","570","556","465","472","620","468","507","408","413"
"120","[P]","    U-S-HISTORY.COM","343","462","478","466","357","463","226","143","132","328","380","333","431","324","393"
"121","[P]","    TOPLUMDUSMANI.NET","844","681","605","789","796","658","259","218","197","453","584","766","720","514","388"
"122","[C]","    Voila.fr Translation","381","449","413","441","226","328","348","259","257","319","292","305","315","449","371"
"123","[P]","    NEWWORLDENCYCLOPEDIA.ORG","510","517","529","622","515","606","363","300","278","471","538","498","414","358","361"
"124","[P]","    STARS21.COM","637","636","613","545","507","519","486","463","375","417","584","457","497","439","360"
"125","[P]","    KWINTESSENTIAL.CO.UK","427","508","594","700","498","599","493","340","356","630","455","465","389","271","359"
"126","[P]","    QURANEXPLORER.COM","440","493","491","488","451","526","539","682","565","341","358","351","369","420","358"
"127","[P]","    POEMSOURCE.COM","610","482","788","358","363","660","385","233","267","219","251","354","375","258","349"
"128","[P]","    EVERYTHING2.COM","134","248","345","365","327","423","356","393","322","276","324","290","314","380","348"
"129","[P]","    ERUDITION.RU","507","355","298","402","419","511","209","76","91","300","488","448","588","390","345"
"130","[P]","    NOTAIRES.FR","259","301","331","459","309","262","295","305","243","392","400","406","279","358","344"
"131","[P]","    ONELOOK.COM","402","482","512","461","438","420","306","382","300","459","430","491","406","395","342"
"132","[P]","    EXAMPLEESSAYS.COM","835","733","872","893","900","599","372","246","183","402","370","409","298","272","335"
"133","[P]","    EGO4U.DE","459","449","334","381","317","478","337","122","148","347","345","421","358","348","332"
"134","[P]","    MYDICT.COM","562","390","362","347","336","397","311","294","339","325","287","381","327","288","317"
"135","[P]","    THEOI.COM","282","334","330","368","338","360","211","234","256","299","237","263","171","261","316"
"136","[P]","    PSICOLOGIA-ONLINE.COM","338","387","548","470","392","466","416","261","313","353","374","341","200","267","300"
"137","[P]","    ALA.ORG","220","314","285","287","294","297","278","242","160","260","300","277","244","373","299"
"138","[P]","    MIRSLOVAREI.COM","814","648","596","763","761","753","390","219","208","574","852","633","594","331","295"
"139","[M]","    Informit Network","138","160","204","240","174","225","206","256","235","244","213","367","280","271","292"
"140","[P]","    WWWW4.COM","303","278","319","335","375","477","250","87","119","298","304","304","459","315","290"
"141","[P]","    DEFINICION.ORG","140","209","375","477","387","437","328","231","373","380","334","291","147","229","271"
"142","[P]","    INFORMATIONSARCHIV.NET","444","463","424","406","354","336","246","245","311","324","191","286","276","321","269"
"143","[P]","    LEXICOOL.COM","402","425","370","471","426","394","342","304","265","336","354","331","334","342","265"
"144","[P]","    BIREME.BR","237","212","236","317","304","364","261","169","242","309","314","317","171","166","264"
"145","[P]","    CALCULATOR.COM","766","711","215","209","213","230","121","133","106","129","203","234","173","307","260"
"146","[P]","    YEMINLISOZLUK.COM","576","452","377","353","312","327","259","260","248","231","276","331","420","383","260"
"147","[P]","    AIES.CN","296","307","278","N/A","151","185","162","207","234","274","292","293","327","337","250"
"148","[P]","    IPL.ORG","185","185","264","339","290","253","148","173","98","221","211","251","187","240","249"
"149","[P]","    NYPL.ORG","314","322","315","356","320","334","254","367","273","312","306","268","325","353","240"
"150","[P]","    EYEWITNESSTOHISTORY.COM","204","215","234","269","230","272","171","154","112","176","240","217","209","226","234"
"151","[P]","    MORFIX.CO.IL","15","1","0","N/A","4","3","5","44","340","337","354","364","349","309","230"
"152","[P]","    WIKILEARNING.COM","296","343","428","496","440","532","382","243","307","343","360","301","179","194","221"
"153","[P]","    ABIPUR.DE","198","236","209","226","171","266","190","46","85","167","160","255","243","222","220"
"154","[P]","    CUMMINGSSTUDYGUIDES.NET","250","314","315","250","278","322","161","116","109","276","263","294","183","256","212"
"155","[P]","    PANTHEON.ORG","177","183","228","215","243","229","153","205","116","178","218","176","137","173","210"
"156","[P]","    VICTORIANWEB.ORG","246","266","250","339","274","351","224","187","152","238","253","274","200","222","207"
"157","[P]","    MANAGEMENTHELP.ORG","278","280","257","262","178","272","277","129","158","198","228","202","154","162","207"
"158","[P]","    ELITESKILLS.COM","230","305","320","401","452","343","237","175","230","243","275","271","195","182","207"
"159","[P]","    VISUALTHESAURUS.COM","218","228","273","283","246","196","180","164","285","178","213","224","200","217","206"
"160","[P]","    NCIKU.COM","299","193","150","237","235","158","119","167","167","158","196","181","217","275","203"
"161","[P]","    ZENO.ORG","194","199","147","170","191","193","184","140","112","161","207","238","196","238","195"
"162","[P]","    LEXINTER.NET","231","187","181","281","375","155","192","154","70","136","125","164","150","172","194"
"163","[P]","    GEOGRAPH.ORG.UK","324","435","571","562","425","353","421","364","432","398","532","430","447","264","189"
"164","[C]","    BOOKFINDER.COM","433","352","379","406","356","331","326","245","323","336","335","290","225","383","189"
"165","[P]","    QUOTELAND.COM","203","205","215","244","227","250","199","201","213","183","154","143","181","143","187"
"166","[P]","    FAMOUSPOETSANDPOEMS.COM","410","457","514","570","562","611","285","321","268","302","404","294","294","158","187"
"167","[P]","    LUMINARIUM.ORG","183","296","175","232","181","218","170","88","107","156","163","230","157","181","186"
"168","[P]","    NATIVE-LANGUAGES.ORG","269","273","221","277","243","249","253","208","203","262","322","293","178","131","182"
"169","[P]","    ALLGREATQUOTES.COM","368","470","316","476","349","581","357","190","298","378","303","330","246","172","181"
"170","[P]","    LIB.OH.US","262","303","251","217","230","249","282","263","261","279","239","176","164","186","178"
"171","[P]","    INFOVISUAL.INFO","234","307","386","350","386","504","294","221","249","346","395","403","330","267","173"
"172","[P]","    FRENCH-LINGUISTICS.CO.UK*","203","202","227","243","215","224","213","116","108","281","277","199","165","246","173"
"173","[P]","    LOTSOFESSAYS.COM","213","206","255","398","407","488","282","150","176","225","365","403","191","168","171"
"174","[P]","    FOURMILAB.CH","228","240","182","240","117","216","161","149","166","293","207","228","173","157","166"
"175","[P]","    CUCUMIS.ORG","248","213","209","213","168","167","175","206","150","149","180","179","174","158","157"
"176","[P]","    KDD.CC","221","144","83","203","237","208","245","205","229","244","199","259","281","229","154"
"177","[C]","    Virgilio Sapere","112","140","155","156","142","164","90","90","90","155","172","163","152","163","147"
"178","[P]","    JURIS.DE","87","85","120","99","96","164","148","126","84","145","91","148","150","163","146"
"179","[P]","    YOURCHILDLEARNS.COM","185","218","267","180","137","127","119","200","133","191","178","159","120","129","145"
"180","[P]","    AMERICANRHETORIC.COM","137","308","179","308","264","188","142","88","137","219","150","193","113","260","143"
"181","[P]","    ECHEAT.COM","169","127","193","154","137","244","107","70","62","83","145","158","163","103","139"
"182","[P]","    BrainyMedia Sites","168","204","196","132","188","212","153","165","130","154","137","134","104","142","138"
"183","[P]","    FREEDICT.COM","358","300","224","241","234","187","217","203","205","192","165","156","156","200","135"
"184","[P]","    ARTCYCLOPEDIA.COM","246","250","272","268","260","212","125","96","167","171","232","181","158","182","129"
"185","[P]","    FREELANG.NET","272","321","200","180","186","224","212","200","201","220","149","183","172","197","123"
"186","[P]","    LKWDPL.ORG","87","101","273","115","76","84","45","30","23","79","47","76","68","60","123"
"187","[M]","    POETRY.COM","70","63","88","153","147","106","99","95","85","95","123","87","136","143","122"
"188","[P]","    POEMOFQUOTES.COM","145","114","134","165","135","113","59","43","57","56","45","68","65","66","120"
"189","[P]","    ARKITERA.COM","225","219","222","214","220","184","156","133","151","144","167","186","171","170","116"
"190","[P]","    SEVGILIYE.COM","248","200","377","121","91","108","86","91","72","56","62","76","75","80","115"
"191","[P]","    GLOSSARY.RU","349","245","169","214","222","262","170","67","53","161","197","178","240","175","112"
"192","[P]","    DICTS.INFO","259","338","488","304","326","268","271","252","223","323","233","216","198","187","110"
"193","[P]","    GROUNDHOG.ORG","4","34","307","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","68","108"
"194","[P]","    VITALREC.COM","139","180","185","202","96","181","96","143","137","72","110","74","112","71","107"
"195","[P]","    LECTLAW.COM","143","184","146","148","158","183","147","99","110","102","102","127","87","86","107"
"196","[P]","    MADSCI.ORG","68","105","101","150","116","124","80","67","50","94","114","128","99","111","104"
"197","[P]","    MOLWICK.COM","102","145","168","229","198","173","141","93","115","142","118","112","78","63","103"
"198","[P]","    ATLANTS.LV","200","177","179","160","166","163","86","37","43","97","118","110","123","119","101"
"199","[P]","    WORDWEBONLINE.COM","129","143","129","198","149","142","116","102","108","122","156","115","159","206","101"
"200","[P]","    BIYOGRAFI.INFO","282","252","214","250","285","187","89","73","85","78","113","125","130","166","97"
"201","[P]","    ALLWORDS.COM","124","190","114","140","156","145","178","143","116","163","134","108","91","75","90"
"202","[P]","    EPNET.COM","188","151","103","138","77","106","98","67","70","148","85","98","71","101","88"
"203","[P]","    ILMAINENSANAKIRJA.FI","130","123","106","115","93","127","95","81","101","102","106","123","84","109","88"
"204","[P]","    TOPPRODUCT.NL","153","203","149","139","129","139","104","120","97","92","113","103","80","121","86"
"205","[P]","    TDK.ORG.TR","214","85","57","74","58","55","34","39","28","51","65","52","79","108","85"
"206","[P]","    Antiqbook","88","91","101","142","76","77","55","44","64","65","76","67","89","62","82"
"207","[P]","    WISDOMQUOTES.COM","483","441","413","368","262","222","283","178","154","81","91","91","171","81","79"
"208","[P]","    PETS4YOU.COM","170","99","172","145","100","122","107","58","94","83","89","96","72","61","74"
"209","[P]","    ACADEMON.COM","113","82","118","187","194","171","74","86","53","83","132","129","86","56","65"
"210","[P]","    PLANETADISSER.COM","192","101","104","120","154","245","129","19","26","42","73","91","107","48","65"
"211","[P]","    BEST-LOVE-POEMS.COM","330","304","437","298","238","252","280","215","147","116","138","119","107","86","65"
"212","[P]","    SPRINGERLINK.COM","3,360","3,629","3,748","4,057","4,312","4,326","3,222","2,512","2,639","2,968","3,036","1,473","40","57","64"
"213","[P]","    SOBRESITES.COM","53","63","83","74","60","72","44","35","51","45","31","24","23","29","62"
"214","[P]","    WEBSTERS-ONLINE-DICTIONARY.ORG","470","463","454","458","426","422","307","365","381","347","322","50","117","94","55"
